'0','ikbb001','Force_Booster(BellatoCape1)'
'1548','ikcfb72','Anti_Curse_Booster_[72_Grade](Cora)'
'1549','ikcfb73','Anti_Curse_Booster_[73_Grade](Cora)'
'1550','ikcfb74','Anti_Curse_Booster_[74_Grade](Cora)'
'1551','ikcfb75','Anti_Curse_Booster_[75_Grade](Cora)'
'1552','ikcfb76','Anti_Curse_Booster_[76_Grade](Cora)'
'1553','ikcfb77','Anti_Curse_Booster_[77_Grade](Cora)'
'1554','ikcfb78','Anti_Curse_Booster_[78_Grade](Cora)'
'1555','ikcfb79','Anti_Curse_Booster_[79_Grade](Cora)'
'1556','ikcfb80','Anti_Curse_Booster_[80_Grade](Cora)'
'1557','ikcfb81','Anti_Curse_Booster_[81_Grade](Cora)'
'1558','ikcfb82','Anti_Curse_Booster_[82_Grade](Cora)'
'1559','ikcfb83','Anti_Curse_Booster_[83_Grade](Cora)'
'1560','ikcfb84','Anti_Curse_Booster_[84_Grade](Cora)'
'1561','ikcfb85','Anti_Curse_Booster_[85_Grade](Cora)'
'1562','ikcfb86','Anti_Curse_Booster_[86_Grade](Cora)'
'1563','ikcfb87','Anti_Curse_Booster_[87_Grade](Cora)'
'1564','ikcfb88','Anti_Curse_Booster_[88_Grade](Cora)'
'1565','ikcfb89','Anti_Curse_Booster_[89_Grade](Cora)'
'1566','ikcfb90','Anti_Curse_Booster_[90_Grade](Cora)'
'1567','ikcfb91','Anti_Curse_Booster_[91_Grade](Cora)'
'1568','ikcfb92','Anti_Curse_Booster_[92_Grade](Cora)'
'1569','ikcfb93','Anti_Curse_Booster_[93_Grade](Cora)'
'1570','ikcfb94','Anti_Curse_Booster_[94_Grade](Cora)'
'1571','ikcfb95','Anti_Curse_Booster_[95_Grade](Cora)'
'1572','ikcfb96','Anti_Curse_Booster_[96_Grade](Cora)'
'1573','ikcfb97','Anti_Curse_Booster_[97_Grade](Cora)'
'1574','ikcfb98','Anti_Curse_Booster_[98_Grade](Cora)'
'1575','ikcfb99','Anti_Curse_Booster_[99_Grade](Cora)'
'1576','ikavb00','Blood_Booster[Standard](Accretia)'
'1577','ikavb01','Blood_Booster[1_Grade](Accretia)'
'1578','ikavb02','Blood_Booster[2_Grade](Accretia)'
'1579','ikavb03','Blood_Booster[3_Grade](Accretia)'
'1580','ikavb04','Blood_Booster[4_Grade](Accretia)'
'1581','ikavb05','Blood_Booster[5_Grade](Accretia)'
'1582','ikavb06','Blood_Booster[6_Grade](Accretia)'
'1583','ikavb07','Blood_Booster[7_Grade](Accretia)'
'1584','ikavb08','Blood_Booster[8_Grade](Accretia)'
'1585','ikavb09','Blood_Booster[9_Grade](Accretia)'
'1586','ikavb10','Blood_Booster[10_Grade](Accretia)'
'1587','ikavb11','Blood_Booster[11_Grade](Accretia)'
'1588','ikavb12','Blood_Booster[12_Grade](Accretia)'
'1589','ikavb13','Blood_Booster[13_Grade](Accretia)'
'1590','ikavb14','Blood_Booster[14_Grade](Accretia)'
'1591','ikavb15','Blood_Booster[15_Grade](Accretia)'
'1592','ikavb16','Blood_Booster[16_Grade](Accretia)'
'1593','ikavb17','Blood_Booster[17_Grade](Accretia)'
'1594','ikavb18','Blood_Booster[18_Grade](Accretia)'
'1595','ikavb19','Blood_Booster[19_Grade](Accretia)'
'1596','ikavb20','Blood_Booster[20_Grade](Accretia)'
'1597','ikavb21','Blood_Booster[21_Grade](Accretia)'
'1598','ikavb22','Blood_Booster[22_Grade](Accretia)'
'1599','ikavb23','Blood_Booster[23_Grade](Accretia)'
'1600','ikavb24','Blood_Booster[24_Grade](Accretia)'
'1601','ikavb25','Blood_Booster[25_Grade](Accretia)'
'1602','ikavb26','Blood_Booster[26_Grade](Accretia)'
'1603','ikavb27','Blood_Booster[27_Grade](Accretia)'
'1604','ikavb28','Blood_Booster[28_Grade](Accretia)'
'1605','ikavb29','Blood_Booster[29_Grade](Accretia)'
'1606','ikavb30','Blood_Booster[30_Grade](Accretia)'
'1607','ikavb31','Blood_Booster[31_Grade](Accretia)'
'1608','ikavb32','Blood_Booster[32_Grade](Accretia)'
'1609','ikavb33','Blood_Booster[33_Grade](Accretia)'
'1610','ikavb34','Blood_Booster[34_Grade](Accretia)'
'1611','ikavb35','Blood_Booster[35_Grade](Accretia)'
'1612','ikavb36','Blood_Booster[36_Grade](Accretia)'
'1613','ikavb37','Blood_Booster[37_Grade](Accretia)'
'1614','ikavb38','Blood_Booster[38_Grade](Accretia)'
'1615','ikavb39','Blood_Booster[39_Grade](Accretia)'
'1616','ikavb40','Blood_Booster[40_Grade](Accretia)'
'1617','ikavb41','Blood_Booster[41_Grade](Accretia)'
'1618','ikavb42','Blood_Booster[42_Grade](Accretia)'
'1619','ikavb43','Blood_Booster[43_Grade](Accretia)'
'1620','ikavb44','Blood_Booster[44_Grade](Accretia)'
'1621','ikavb45','Blood_Booster[45_Grade](Accretia)'
'1622','ikavb46','Blood_Booster[46_Grade](Accretia)'
'1623','ikavb47','Blood_Booster[47_Grade](Accretia)'
'1624','ikavb48','Blood_Booster[48_Grade](Accretia)'
'1625','ikavb49','Blood_Booster[49_Grade](Accretia)'
'1626','ikavb50','Blood_Booster[50_Grade](Accretia)'
'1627','ikavb51','Blood_Booster[51_Grade](Accretia)'
'1628','ikavb52','Blood_Booster[52_Grade](Accretia)'
'1629','ikavb53','Blood_Booster[53_Grade](Accretia)'
'1630','ikavb54','Blood_Booster[54_Grade](Accretia)'
'1631','ikavb55','Blood_Booster[55_Grade](Accretia)'
'1632','ikavb56','Blood_Booster[56_Grade](Accretia)'
'1633','ikavb57','Blood_Booster[57_Grade](Accretia)'
'1634','ikavb58','Blood_Booster[58_Grade](Accretia)'
'1635','ikavb59','Blood_Booster[59_Grade](Accretia)'
'1636','ikavb60','Blood_Booster[60_Grade](Accretia)'
'1637','ikavb61','Blood_Booster[61_Grade](Accretia)'
'1638','ikavb62','Blood_Booster[62_Grade](Accretia)'
'1639','ikavb63','Blood_Booster[63_Grade](Accretia)'
'1640','ikavb64','Blood_Booster[64_Grade](Accretia)'
'1641','ikavb65','Blood_Booster[65_Grade](Accretia)'
'1642','ikavb66','Blood_Booster[66_Grade](Accretia)'
'1643','ikavb67','Blood_Booster[67_Grade](Accretia)'
'1644','ikavb68','Blood_Booster[68_Grade](Accretia)'
'1645','ikavb69','Blood_Booster[69_Grade](Accretia)'
'1646','ikavb70','Blood_Booster[70_Grade](Accretia)'
'1647','ikavb71','Blood_Booster[71_Grade](Accretia)'
'1648','ikavb72','Blood_Booster[72_Grade](Accretia)'
'1649','ikavb73','Blood_Booster[73_Grade](Accretia)'
'1650','ikavb74','Blood_Booster[74_Grade](Accretia)'
'1651','ikavb75','Blood_Booster[75_Grade](Accretia)'
'1652','ikavb76','Blood_Booster[76_Grade](Accretia)'
'1653','ikavb77','Blood_Booster[77_Grade](Accretia)'
'1654','ikavb78','Blood_Booster[78_Grade](Accretia)'
'1655','ikavb79','Blood_Booster[79_Grade](Accretia)'
'1656','ikavb80','Blood_Booster[80_Grade](Accretia)'
'1657','ikavb81','Blood_Booster[81_Grade](Accretia)'
'1658','ikavb82','Blood_Booster[82_Grade](Accretia)'
'1659','ikavb83','Blood_Booster[83_Grade](Accretia)'
'1660','ikavb84','Blood_Booster[84_Grade](Accretia)'
'1661','ikavb85','Blood_Booster[85_Grade](Accretia)'
'1662','ikavb86','Blood_Booster[86_Grade](Accretia)'
'1663','ikavb87','Blood_Booster[87_Grade](Accretia)'
'1664','ikavb88','Blood_Booster[88_Grade](Accretia)'
'1665','ikavb89','Blood_Booster[89_Grade](Accretia)'
'1666','ikavb90','Blood_Booster[90_Grade](Accretia)'
'1667','ikavb91','Blood_Booster[91_Grade](Accretia)'
'1668','ikavb92','Blood_Booster[92_Grade](Accretia)'
'1669','ikavb93','Blood_Booster[93_Grade](Accretia)'
'1670','ikavb94','Blood_Booster[94_Grade](Accretia)'
'1671','ikavb95','Blood_Booster[95_Grade](Accretia)'
'1672','ikavb96','Blood_Booster[96_Grade](Accretia)'
'1673','ikavb97','Blood_Booster[97_Grade](Accretia)'
'1674','ikavb98','Blood_Booster[98_Grade](Accretia)'
'1675','ikavb99','Blood_Booster[99_Grade](Accretia)'
'1676','ikatb00','Aiming_Booster[Standard](Accretia)'
'1677','ikatb01','Aiming_Booster[1_Grade](Accretia)'
'1678','ikatb02','Aiming_Booster[2_Grade](Accretia)'
'1679','ikatb03','Aiming_Booster[3_Grade](Accretia)'
'1680','ikatb04','Aiming_Booster[4_Grade](Accretia)'
'1681','ikatb05','Aiming_Booster[5_Grade](Accretia)'
'1682','ikatb06','Aiming_Booster[6_Grade](Accretia)'
'1683','ikatb07','Aiming_Booster[7_Grade](Accretia)'
'1684','ikatb08','Aiming_Booster[8_Grade](Accretia)'
'1685','ikatb09','Aiming_Booster[9_Grade](Accretia)'
'1686','ikatb10','Aiming_Booster[10_Grade](Accretia)'
'1687','ikatb11','Aiming_Booster[11_Grade](Accretia)'
'1688','ikatb12','Aiming_Booster[12_Grade](Accretia)'
'1689','ikatb13','Aiming_Booster[13_Grade](Accretia)'
'1690','ikatb14','Aiming_Booster[14_Grade](Accretia)'
'1691','ikatb15','Aiming_Booster[15_Grade](Accretia)'
'1692','ikatb16','Aiming_Booster[16_Grade](Accretia)'
'1693','ikatb17','Aiming_Booster[17_Grade](Accretia)'
'1694','ikatb18','Aiming_Booster[18_Grade](Accretia)'
'1695','ikatb19','Aiming_Booster[19_Grade](Accretia)'
'1696','ikatb20','Aiming_Booster[20_Grade](Accretia)'
'1697','ikatb21','Aiming_Booster[21_Grade](Accretia)'
'1698','ikatb22','Aiming_Booster[22_Grade](Accretia)'
'1699','ikatb23','Aiming_Booster[23_Grade](Accretia)'
'1700','ikatb24','Aiming_Booster[24_Grade](Accretia)'
'1701','ikatb25','Aiming_Booster[25_Grade](Accretia)'
'1702','ikatb26','Aiming_Booster[26_Grade](Accretia)'
'1703','ikatb27','Aiming_Booster[27_Grade](Accretia)'
'1704','ikatb28','Aiming_Booster[28_Grade](Accretia)'
'1705','ikatb29','Aiming_Booster[29_Grade](Accretia)'
'1706','ikatb30','Aiming_Booster[30_Grade](Accretia)'
'1707','ikatb31','Aiming_Booster[31_Grade](Accretia)'
'1708','ikatb32','Aiming_Booster[32_Grade](Accretia)'
'1709','ikatb33','Aiming_Booster[33_Grade](Accretia)'
'1710','ikatb34','Aiming_Booster[34_Grade](Accretia)'
'1711','ikatb35','Aiming_Booster[35_Grade](Accretia)'
'1712','ikatb36','Aiming_Booster[36_Grade](Accretia)'
'1713','ikatb37','Aiming_Booster[37_Grade](Accretia)'
'1714','ikatb38','Aiming_Booster[38_Grade](Accretia)'
'1715','ikatb39','Aiming_Booster[39_Grade](Accretia)'
'1716','ikatb40','Aiming_Booster[40_Grade](Accretia)'
'1717','ikatb41','Aiming_Booster[41_Grade](Accretia)'
'1718','ikatb42','Aiming_Booster[42_Grade](Accretia)'
'1719','ikatb43','Aiming_Booster[43_Grade](Accretia)'
'1720','ikatb44','Aiming_Booster[44_Grade](Accretia)'
'1721','ikatb45','Aiming_Booster[45_Grade](Accretia)'
'1722','ikatb46','Aiming_Booster[46_Grade](Accretia)'
'1723','ikatb47','Aiming_Booster[47_Grade](Accretia)'
'1724','ikatb48','Aiming_Booster[48_Grade](Accretia)'
'1725','ikatb49','Aiming_Booster[49_Grade](Accretia)'
'1726','ikatb50','Aiming_Booster[50_Grade](Accretia)'
'1727','ikatb51','Aiming_Booster[51_Grade](Accretia)'
'1728','ikatb52','Aiming_Booster[52_Grade](Accretia)'
'1729','ikatb53','Aiming_Booster[53_Grade](Accretia)'
'1730','ikatb54','Aiming_Booster[54_Grade](Accretia)'
'1731','ikatb55','Aiming_Booster[55_Grade](Accretia)'
'1732','ikatb56','Aiming_Booster[56_Grade](Accretia)'
'1733','ikatb57','Aiming_Booster[57_Grade](Accretia)'
'1734','ikatb58','Aiming_Booster[58_Grade](Accretia)'
'1735','ikatb59','Aiming_Booster[59_Grade](Accretia)'
'1736','ikatb60','Aiming_Booster[60_Grade](Accretia)'
'1737','ikatb61','Aiming_Booster[61_Grade](Accretia)'
'1738','ikatb62','Aiming_Booster[62_Grade](Accretia)'
'1739','ikatb63','Aiming_Booster[63_Grade](Accretia)'
'1740','ikatb64','Aiming_Booster[64_Grade](Accretia)'
'1741','ikatb65','Aiming_Booster[65_Grade](Accretia)'
'1742','ikatb66','Aiming_Booster[66_Grade](Accretia)'
'1743','ikatb67','Aiming_Booster[67_Grade](Accretia)'
'1744','ikatb68','Aiming_Booster[68_Grade](Accretia)'
'1745','ikatb69','Aiming_Booster[69_Grade](Accretia)'
'1746','ikatb70','Aiming_Booster[70_Grade](Accretia)'
'1747','ikatb71','Aiming_Booster[71_Grade](Accretia)'
'1748','ikatb72','Aiming_Booster[72_Grade](Accretia)'
'1749','ikatb73','Aiming_Booster[73_Grade](Accretia)'
'1750','ikatb74','Aiming_Booster[74_Grade](Accretia)'
'1751','ikatb75','Aiming_Booster[75_Grade](Accretia)'
'1752','ikatb76','Aiming_Booster[76_Grade](Accretia)'
'1753','ikatb77','Aiming_Booster[77_Grade](Accretia)'
'1754','ikatb78','Aiming_Booster[78_Grade](Accretia)'
'1755','ikatb79','Aiming_Booster[79_Grade](Accretia)'
'1756','ikatb80','Aiming_Booster[80_Grade](Accretia)'
'1757','ikatb81','Aiming_Booster[81_Grade](Accretia)'
'1758','ikatb82','Aiming_Booster[82_Grade](Accretia)'
'1759','ikatb83','Aiming_Booster[83_Grade](Accretia)'
'1760','ikatb84','Aiming_Booster[84_Grade](Accretia)'
'1761','ikatb85','Aiming_Booster[85_Grade](Accretia)'
'1762','ikatb86','Aiming_Booster[86_Grade](Accretia)'
'1763','ikatb87','Aiming_Booster[87_Grade](Accretia)'
'1764','ikatb88','Aiming_Booster[88_Grade](Accretia)'
'1765','ikatb89','Aiming_Booster[89_Grade](Accretia)'
'1766','ikatb90','Aiming_Booster[90_Grade](Accretia)'
'1767','ikatb91','Aiming_Booster[91_Grade](Accretia)'
'1768','ikatb92','Aiming_Booster[92_Grade](Accretia)'
'1769','ikatb93','Aiming_Booster[93_Grade](Accretia)'
'1770','ikatb94','Aiming_Booster[94_Grade](Accretia)'
'1771','ikatb95','Aiming_Booster[95_Grade](Accretia)'
'1772','ikatb96','Aiming_Booster[96_Grade](Accretia)'
'1773','ikatb97','Aiming_Booster[97_Grade](Accretia)'
'1774','ikatb98','Aiming_Booster[98_Grade](Accretia)'
'1775','ikatb99','Aiming_Booster[99_Grade](Accretia)'
'1776','ikahb00','Buildup_Booster[Standard](Accretia)'
'1777','ikahb01','Buildup_Booster[1st_grade](Accretia)'
'1778','ikahb02','Buildup_Booster[2nd_Grade](Accretia)'
'1779','ikahb03','Buildup_Booster[3rd_Grade](Accretia)'
'1780','ikahb04','Buildup_Booster[4th_Grade](Accretia)'
'1781','ikahb05','Buildup_Booster[5th_Grade](Accretia)'
'1782','ikahb06','Buildup_Booster[6th_Grade](Accretia)'
'1783','ikahb07','Buildup_Booster[7th_Grade](Accretia)'
'1784','ikahb08','Buildup_Booster[8th_Grade](Accretia)'
'1785','ikahb09','Buildup_Booster[9th_Grade](Accretia)'
'1786','ikahb10','Buildup_Booster[10th_Grade](Accretia)'
'1787','ikahb11','Buildup_Booster[11th_Grade](Accretia)'
'1788','ikahb12','Buildup_Booster[12th_Grade](Accretia)'
'1789','ikahb13','Buildup_Booster[13th_Grade](Accretia)'
'1790','ikahb14','Buildup_Booster[14th_Grade](Accretia)'
'1791','ikahb15','Buildup_Booster[15th_Grade](Accretia)'
'1792','ikahb16','Buildup_Booster[16th_Grade](Accretia)'
'1793','ikahb17','Buildup_Booster[17th_Grade](Accretia)'
'1794','ikahb18','Buildup_Booster[18th_Grade](Accretia)'
'1795','ikahb19','Buildup_Booster[19th_Grade](Accretia)'
'1796','ikahb20','Buildup_Booster[20th_Grade](Accretia)'
'1797','ikahb21','Buildup_Booster[21st_Grade](Accretia)'
'1798','ikahb22','Buildup_Booster[22nd_Grade](Accretia)'
'1799','ikahb23','Buildup_Booster[23rd_Grade](Accretia)'
'1800','ikahb24','Buildup_Booster[24th_Grade](Accretia)'
'1801','ikahb25','Buildup_Booster[25th_Grade](Accretia)'
'1802','ikahb26','Buildup_Booster[26th_Grade](Accretia)'
'1803','ikahb27','Buildup_Booster[27th_Grade](Accretia)'
'1804','ikahb28','Buildup_Booster[28th_Grade](Accretia)'
'1805','ikahb29','Buildup_Booster[29th_Grade](Accretia)'
'1806','ikahb30','Buildup_Booster[30th_Grade](Accretia)'
'1807','ikahb31','Buildup_Booster[31st_Grade](Accretia)'
'1808','ikahb32','Buildup_Booster[32nd_Grade](Accretia)'
'1809','ikahb33','Buildup_Booster[33rd_Grade](Accretia)'
'1810','ikahb34','Buildup_Booster[34th_Grade](Accretia)'
'1811','ikahb35','Buildup_Booster[35th_Grade](Accretia)'
'1812','ikahb36','Buildup_Booster[36th_Grade](Accretia)'
'1813','ikahb37','Buildup_Booster[37th_Grade](Accretia)'
'1814','ikahb38','Buildup_Booster[38th_Grade](Accretia)'
'1815','ikahb39','Buildup_Booster[39th_Grade](Accretia)'
'1816','ikahb40','Buildup_Booster[40th_Grade](Accretia)'
'1817','ikahb41','Buildup_Booster[41st_Grade](Accretia)'
'1818','ikahb42','Buildup_Booster[42nd_Grade](Accretia)'
'1819','ikahb43','Buildup_Booster[43rd_Grade](Accretia)'
'1820','ikahb44','Buildup_Booster[44th_Grade](Accretia)'
'1821','ikahb45','Buildup_Booster[45th_Grade](Accretia)'
'1822','ikahb46','Buildup_Booster[46th_Grade](Accretia)'
'1823','ikahb47','Buildup_Booster[47th_Grade](Accretia)'
'1824','ikahb48','Buildup_Booster[48th_Grade](Accretia)'
'1825','ikahb49','Buildup_Booster[49th_Grade](Accretia)'
'1826','ikahb50','Buildup_Booster[50th_Grade](Accretia)'
'1827','ikahb51','Buildup_Booster[51st_Grade](Accretia)'
'1828','ikahb52','Buildup_Booster[52nd_Grade](Accretia)'
'1829','ikahb53','Buildup_Booster[53rd_Grade](Accretia)'
'1830','ikahb54','Buildup_Booster[54th_Grade](Accretia)'
'1831','ikahb55','Buildup_Booster[55th_Grade](Accretia)'
'1832','ikahb56','Buildup_Booster[56th_Grade](Accretia)'
'1833','ikahb57','Buildup_Booster[57th_Grade](Accretia)'
'1834','ikahb58','Buildup_Booster[58th_Grade](Accretia)'
'1835','ikahb59','Buildup_Booster[59th_Grade](Accretia)'
'1836','ikahb60','Buildup_Booster[60th_Grade](Accretia)'
'1837','ikahb61','Buildup_Booster[61st_Grade](Accretia)'
'1838','ikahb62','Buidup_Booster[62nd_Grade](Accretia)'
'1839','ikahb63','Buildup_Booster[63rd_Grade](Accretia)'
'1840','ikahb64','Buildup_Booster[64th_Grade](Accretia)'
'1841','ikahb65','Buildup_Booster[65th_Grade](Accretia)'
'1842','ikahb66','Buildup_Booster[66th_Grade](Accretia)'
'1843','ikahb67','Buildup_Booster[67th_Grade](Accretia)'
'1844','ikahb68','Buildup_Booster[68th_Grade](Accretia)'
'1845','ikahb69','Buildup_Booster[69th_Grade](Accretia)'
'1846','ikahb70','Buildup_Booster[70th_Grade](Accretia)'
'1847','ikahb71','Buildup_Booster[71st_Grade](Accretia)'
'1848','ikahb72','Buildup_Booster[72nd_Grade](Accretia)'
'1849','ikahb73','Buildup_Booster(73rd_Grade](Accretia)'
'1850','ikahb74','Buildup_Booster(74th_Grade](Accretia)'
'1851','ikahb75','Buildup_Booster(75th_Grade](Accretia)'
'1852','ikahb76','Buildup_Booster(76th_Grade](Accretia)'
'1853','ikahb77','Buildup_Booster(77th_Grade](Accretia)'
'1854','ikahb78','Buildup_Booster(78th_Grade](Accretia)'
'1855','ikahb79','Buildup_Booster(79th_Grade](Accretia)'
'1856','ikahb80','Buildup_Booster(80th_Grade](Accretia)'
'1857','ikahb81','Buildup_Booster[81st_Grade](Accretia)'
'1858','ikahb82','Buildup_Booster[82nd_Grade](Accretia)'
'1859','ikahb83','Buildup_Booster[83rd_Grade](Accretia)'
'1860','ikahb84','Buildup_Booster[84th_Grade](Accretia)'
'1861','ikahb85','Buildup_Booster[85th_Grade](Accretia)'
'1862','ikahb86','Buildup_Booster[86th_Grade](Accretia)'
'1863','ikahb87','Buildup_Booster[87th_Grade](Accretia)'
'1864','ikahb88','Buildup_Booster[88th_Grade](Accretia)'
'1865','ikahb89','Buildup_Booster[89th_Grade](Accretia)'
'1866','ikahb90','Buildup_Booster[90th_Grade](Accretia)'
'1867','ikahb91','Buildup_Booster[91st_Grade](Accretia)'
'1868','ikahb92','Buildup_Booster[92nd_Grade](Accretia)'
'1869','ikahb93','Buildup_Booster[93rd_Grade](Accretia)'
'1870','ikahb94','Buildup_Booster[94th_Grade](Accretia)'
'1871','ikahb95','Buildup_Booster[95th_Grade](Accretia)'
'1872','ikahb96','Buildup_Booster[96th_Grade](Accretia)'
'1873','ikahb97','Buildup_Booster[97th_Grade](Accretia)'
'1874','ikahb98','Buildup_Booster[98th_Grade](Accretia)'
'1875','ikahb99','Buildup_Booster[99th_Grade](Accretia)'
'1876','ikafb00','Anti_Curse_Booster_[Standard](Accretia)'
'1877','ikafb01','Anti_Curse_Booster_[1_Grade](Accretia)'
'1878','ikafb02','Anti_Curse_Booster_[2_Grade](Accretia)'
'1879','ikafb03','Anti_Curse_Booster_[3_Grade](Accretia)'
'1880','ikafb04','Anti_Curse_Booster_[4_Grade](Accretia)'
'1881','ikafb05','Anti_Curse_Booster_[5_Grade](Accretia)'
'1882','ikafb06','Anti_Curse_Booster_[6_Grade](Accretia)'
'1883','ikafb07','Anti_Curse_Booster_[7_Grade](Accretia)'
'1884','ikafb08','Anti_Curse_Booster_[8_Grade](Accretia)'
'1885','ikafb09','Anti_Curse_Booster_[9_Grade](Accretia)'
'1886','ikafb10','Anti_Curse_Booster_[10_Grade](Accretia)'
'1887','ikafb11','Anti_Curse_Booster_[11_Grade](Accretia)'
'1888','ikafb12','Anti_Curse_Booster_[12_Grade](Accretia)'
'1889','ikafb13','Anti_Curse_Booster_[13_Grade](Accretia)'
'1890','ikafb14','Anti_Curse_Booster_[14_Grade](Accretia)'
'1891','ikafb15','Anti_Curse_Booster_[15_Grade](Accretia)'
'1892','ikafb16','Anti_Curse_Booster_[16_Grade](Accretia)'
'1893','ikafb17','Anti_Curse_Booster_[17_Grade](Accretia)'
'1894','ikafb18','Anti_Curse_Booster_[18_Grade](Accretia)'
'1895','ikafb19','Anti_Curse_Booster_[19_Grade](Accretia)'
'1896','ikafb20','Anti_Curse_Booster_[20_Grade](Accretia)'
'1897','ikafb21','Anti_Curse_Booster_[21_Grade](Accretia)'
'1898','ikafb22','Anti_Curse_Booster_[22_Grade](Accretia)'
'1899','ikafb23','Anti_Curse_Booster_[23_Grade](Accretia)'
'1900','ikafb24','Anti_Curse_Booster_[24_Grade](Accretia)'
'1901','ikafb25','Anti_Curse_Booster_[25_Grade](Accretia)'
'1902','ikafb26','Anti_Curse_Booster_[26_Grade](Accretia)'
'1903','ikafb27','Anti_Curse_Booster_[27_Grade](Accretia)'
'1904','ikafb28','Anti_Curse_Booster_[28_Grade](Accretia)'
'1905','ikafb29','Anti_Curse_Booster_[29_Grade](Accretia)'
'1906','ikafb30','Anti_Curse_Booster_[30_Grade](Accretia)'
'1907','ikafb31','Anti_Curse_Booster_[31_Grade](Accretia)'
'1908','ikafb32','Anti_Curse_Booster_[32_Grade](Accretia)'
'1909','ikafb33','Anti_Curse_Booster_[33_Grade](Accretia)'
'1910','ikafb34','Anti_Curse_Booster_[34_Grade](Accretia)'
'1911','ikafb35','Anti_Curse_Booster_[35_Grade](Accretia)'
'1912','ikafb36','Anti_Curse_Booster_[36_Grade](Accretia)'
'1913','ikafb37','Anti_Curse_Booster_[37_Grade](Accretia)'
'1914','ikafb38','Anti_Curse_Booster_[38_Grade](Accretia)'
'1915','ikafb39','Anti_Curse_Booster_[39_Grade](Accretia)'
'1916','ikafb40','Anti_Curse_Booster_[40_Grade](Accretia)'
'1917','ikafb41','Anti_Curse_Booster_[41_Grade](Accretia)'
'1918','ikafb42','Anti_Curse_Booster_[42_Grade](Accretia)'
'1919','ikafb43','Anti_Curse_Booster_[43_Grade](Accretia)'
'1920','ikafb44','Anti_Curse_Booster_[44_Grade](Accretia)'
'1921','ikafb45','Anti_Curse_Booster_[45_Grade](Accretia)'
'1922','ikafb46','Anti_Curse_Booster_[46_Grade](Accretia)'
'1923','ikafb47','Anti_Curse_Booster_[47_Grade](Accretia)'
'1924','ikafb48','Anti_Curse_Booster_[48_Grade](Accretia)'
'1925','ikafb49','Anti_Curse_Booster_[49_Grade](Accretia)'
'1926','ikafb50','Anti_Curse_Booster_[50_Grade](Accretia)'
'1927','ikafb51','Anti_Curse_Booster_[51_Grade](Accretia)'
'1928','ikafb52','Anti_Curse_Booster_[52_Grade](Accretia)'
'1929','ikafb53','Anti_Curse_Booster_[53_Grade](Accretia)'
'1930','ikafb54','Anti_Curse_Booster_[54_Grade](Accretia)'
'1931','ikafb55','Anti_Curse_Booster_[55_Grade](Accretia)'
'1932','ikafb56','Anti_Curse_Booster_[56_Grade](Accretia)'
'1933','ikafb57','Anti_Curse_Booster_[57_Grade](Accretia)'
'1934','ikafb58','Anti_Curse_Booster_[58_Grade](Accretia)'
'1935','ikafb59','Anti_Curse_Booster_[59_Grade](Accretia)'
'1936','ikafb60','Anti_Curse_Booster_[60_Grade](Accretia)'
'1937','ikafb61','Anti_Curse_Booster_[61_Grade](Accretia)'
'1938','ikafb62','Anti_Curse_Booster_[62_Grade](Accretia)'
'1939','ikafb63','Anti_Curse_Booster_[63_Grade](Accretia)'
'1940','ikafb64','Anti_Curse_Booster_[64_Grade](Accretia)'
'1941','ikafb65','Anti_Curse_Booster_[65_Grade](Accretia)'
'1942','ikafb66','Anti_Curse_Booster_[66_Grade](Accretia)'
'1943','ikafb67','Anti_Curse_Booster_[67_Grade](Accretia)'
'1944','ikafb68','Anti_Curse_Booster_[68_Grade](Accretia)'
'1945','ikafb69','Anti_Curse_Booster_[69_Grade](Accretia)'
'1946','ikafb70','Anti_Curse_Booster_[70_Grade](Accretia)'
'1947','ikafb71','Anti_Curse_Booster_[71_Grade](Accretia)'
'1948','ikafb72','Anti_Curse_Booster_[72_Grade](Accretia)'
'1949','ikafb73','Anti_Curse_Booster_[73_Grade](Accretia)'
'1950','ikafb74','Anti_Curse_Booster_[74_Grade](Accretia)'
'1951','ikafb75','Anti_Curse_Booster_[75_Grade](Accretia)'
'1952','ikafb76','Anti_Curse_Booster_[76_Grade](Accretia)'
'1953','ikafb77','Anti_Curse_Booster_[77_Grade](Accretia)'
'1954','ikafb78','Anti_Curse_Booster_[78_Grade](Accretia)'
'1955','ikafb79','Anti_Curse_Booster_[79_Grade](Accretia)'
'1956','ikafb80','Anti_Curse_Booster_[80_Grade](Accretia)'
'1957','ikafb81','Anti_Curse_Booster_[81_Grade](Accretia)'
'1958','ikafb82','Anti_Curse_Booster_[82_Grade](Accretia)'
'1959','ikafb83','Anti_Curse_Booster_[83_Grade](Accretia)'
'1960','ikafb84','Anti_Curse_Booster_[84_Grade](Accretia)'
'1961','ikafb85','Anti_Curse_Booster_[85_Grade](Accretia)'
'1962','ikafb86','Anti_Curse_Booster_[86_Grade](Accretia)'
'1963','ikafb87','Anti_Curse_Booster_[87_Grade](Accretia)'
'1964','ikafb88','Anti_Curse_Booster_[88_Grade](Accretia)'
'1965','ikafb89','Anti_Curse_Booster_[89_Grade](Accretia)'
'1966','ikafb90','Anti_Curse_Booster_[90_Grade](Accretia)'
'1967','ikafb91','Anti_Curse_Booster_[91_Grade](Accretia)'
'1968','ikafb92','Anti_Curse_Booster_[92_Grade](Accretia)'
