'0','idbca04','Round_Shield'
'1577','idazf43','Solid_Intense_Beam_Round_Protector(C)'
'1578','idazg43','Strength_Intense_Beam_Round_Protector(C)'
'1579','idazh43','Protection_Intense_Beam_Round_Protector(C)'
'1580','idazi43','Vampire_Intense_Beam_Round_Protector(C)'
'1581','idazj43','Guardian_Intense_Beam_Round_Protector(C)'
'1582','idazk43','Sharp_Intense_Beam_Round_Protector(C)'
'1583','idazl43','Grand_Intense_Beam_Round_Protector(C)'
'1584','idaza41','Advanced_Strength_Intense_Beam_Cross_Protector(C)'
'1585','idazb41','Saving_Intense_Beam_Cross_Protector(C)'
'1586','idazc41','Fine_Intense_Beam_Cross_Protector(C)'
'1587','idazd41','Anti-Sharp_Intense_Beam_Cross_Protector(C)'
'1588','idaze41','Strong_Intense_Beam_Cross_Protector(C)'
'1589','idazf41','Solid_Intense_Beam_Cross_Protector(C)'
'1590','idazg41','Strength_Intense_Beam_Cross_Protector(C)'
'1591','idazh41','Protection_Intense_Beam_Cross_Protector(C)'
'1592','idazi41','Vampire_Intense_Beam_Cross_Protector(C)'
'1593','idazj41','Guardian_Intense_Beam_Cross_Protector(C)'
'1594','idazk41','Sharp_Intense_Beam_Cross_Protector(C)'
'1595','idazl41','Grand_Intense_Beam_Cross_Protector(C)'
'1596','idaza39','Advanced_Strength_Intense_Round_Protector(C)'
'1597','idazb39','Saving_Intense_Round_Protector(C)'
'1598','idazc39','Fine_Intense_Round_Protector(C)'
'1599','idazd39','Anti-Sharp_Intense_Round_Protector(C)'
'1600','idaze39','Strong_Intense_Round_Protector(C)'
'1601','idazf39','Solid_Intense_Round_Protector(C)'
'1602','idazg39','Strength_Intense_Round_Protector(C)'
'1603','idazh39','Protection_Intense_Round_Protector(C)'
'1604','idazi39','Vampire_Intense_Round_Protector(C)'
'1605','idazj39','Guardian_Intense_Round_Protector(C)'
'1606','idazk39','Sharp_Intense_Round_Protector(C)'
'1607','idazl39','Grand_Intense_Round_Protector(C)'
'1608','idbza50','Advanced_Strength_Intense_Hora_Shield(C)'
'1609','idbzb50','Saving_Intense_Hora_Shield(C)'
'1610','idbzc50','Fine_Intense_Hora_Shield(C)'
'1611','idbzd50','Anti-Sharp_Intense_Hora_Shield(C)'
'1612','idbze50','Strong_Intense_Hora_Shield(C)'
'1613','idbzf50','Solid_Intense_Hora_Shield(C)'
'1614','idbzg50','Strength_Intense_Hora_Shield(C)'
'1615','idbzh50','Protection_Intense_Hora_Shield(C)'
'1616','idbzi50','Vampire_Intense_Hora_Shield(C)'
'1617','idbzj50','Guardian_Intense_Hora_Shield(C)'
'1618','idbzk50','Sharp_Intense_Hora_Shield(C)'
'1619','idbzl50','Grand_Intense_Hora_Shield(C)'
'1620','idbza47','Advanced_Strength_Intense_Heater_Shield(C)'
'1621','idbzb47','Saving_Intense_Heater_Shield(C)'
'1622','idbzc47','Fine_Intense_Heater_Shield(C)'
'1623','idbzd47','Anti-Sharp_Intense_Heater_Shield(C)'
'1624','idbze47','Strong_Intense_Heater_Shield(C)'
'1625','idbzf47','Solid_Intense_Heater_Shield(C)'
'1626','idbzg47','Strength_Intense_Heater_Shield(C)'
'1627','idbzh47','Protection_Intense_Heater_Shield(C)'
'1628','idbzi47','Vampire_Intense_Heater_Shield(C)'
'1629','idbzj47','Guardian_Intense_Heater_Shield(C)'
'1630','idbzk47','Sharp_Intense_Heater_Shield(C)'
'1631','idbzl47','Grand_Intense_Heater_Shield(C)'
'1632','idbza45','Advanced_Strength_Beam_Farvis_Shield(C)'
'1633','idbzb45','Saving_Beam_Farvis_Shield(C)'
'1634','idbzc45','Fine_Beam_Farvis_Shield(C)'
'1635','idbzd45','Anti-Sharp_Beam_Farvis_Shield(C)'
'1636','idbze45','Strong_Beam_Farvis_Shield(C)'
'1637','idbzf45','Solid_Beam_Farvis_Shield(C)'
'1638','idbzg45','Strength_Beam_Farvis_Shield(C)'
'1639','idbzh45','Protection_Beam_Farvis_Shield(C)'
'1640','idbzi45','Vampire_Beam_Farvis_Shield(C)'
'1641','idbzj45','Guardian_Beam_Farvis_Shield(C)'
'1642','idbzk45','Sharp_Beam_Farvis_Shield(C)'
'1643','idbzl45','Grand_Beam_Farvis_Shield(C)'
'1644','idbza43','Advanced_Strength_Intense_Adarga(C)'
'1645','idbzb43','Saving_Intense_Adarga(C)'
'1646','idbzc43','Fine_Intense_Adarga(C)'
'1647','idbzd43','Anti-Sharp_Intense_Adarga(C)'
'1648','idbze43','Strong_Intense_Adarga(C)'
'1649','idbzf43','Solid_Intense_Adarga(C)'
'1650','idbzg43','Strength_Intense_Adarga(C)'
'1651','idbzh43','Protection_Intense_Adarga(C)'
'1652','idbzi43','Vampire_Intense_Adarga(C)'
'1653','idbzj43','Guardian_Intense_Adarga(C)'
'1654','idbzk43','Sharp_Intense_Adarga(C)'
'1655','idbzl43','Grand_Intense_Adarga(C)'
'1656','idbza41','Advanced_Strength_Intense_Farvis_Shield(C)'
'1657','idbzb41','Saving_Intense_Farvis_Shield(C)'
'1658','idbzc41','Fine_Intense_Farvis_Shield(C)'
'1659','idbzd41','Anti-Sharp_Intense_Farvis_Shield(C)'
'1660','idbze41','Strong_Intense_Farvis_Shield(C)'
'1661','idbzf41','Solid_Intense_Farvis_Shield(C)'
'1662','idbzg41','Strength_Intense_Farvis_Shield(C)'
'1663','idbzh41','Protection_Intense_Farvis_Shield(C)'
'1664','idbzi41','Vampire_Intense_Farvis_Shield(C)'
'1665','idbzj41','Guardian_Intense_Farvis_Shield(C)'
'1666','idbzk41','Sharp_Intense_Farvis_Shield(C)'
'1667','idbzl41','Grand_Intense_Farvis_Shield(C)'
'1668','idbza39','Advanced_Strength_Intense_Gothic_Shield(C)'
'1669','idbzb39','Saving_Intense_Gothic_Shield(C)'
'1670','idbzc39','Fine_Intense_Gothic_Shield(C)'
'1671','idbzd39','Anti-Sharp_Intense_Gothic_Shield(C)'
'1672','idbze39','Strong_Intense_Gothic_Shield(C)'
'1673','idbzf39','Solid_Intense_Gothic_Shield(C)'
'1674','idbzg39','Strength_Intense_Gothic_Shield(C)'
'1675','idbzh39','Protection_Intense_Gothic_Shield(C)'
'1676','idbzi39','Vampire_Intense_Gothic_Shield(C)'
'1677','idbzj39','Guardian_Intense_Gothic_Shield(C)'
'1678','idbzk39','Sharp_Intense_Gothic_Shield(C)'
'1679','idbzl39','Grand_Intense_Gothic_Shield(C)'
'1680','idaaa55','Black_Thick_Protector(Accretia)'
'1681','idaab55','Intense_Black_Thick_Protector(Accretia)'
'1682','idbca55','Black_Heater_Shield(Bellato&Cora)'
'1683','idbcb55','Intense_Black_Heater_Shield(Bellato&Cora)'
'1684','idmeb55','Metal_Elven_Shield(universal)'
'1685','idelb55','Elven_Shield(universal)'
'1686','idaaa53','Dark_Round_Protector(Accretia)'
'1687','idaab53','Intense_Dark_Round_Protector(Accretia)'
'1688','idbca53','Black_Adarga_Shield(For_Bellato_Cora_Both)'
'1689','idbcb53','Intense_Black_Adarga_Shield(For_Bellato_Cora_Both)'
'1690','idmsb55','Ancient_Metal_Elven_Shield(Common_use)'
'1691','idesb55','Ancient_Elven_Shield(Common_use)'
'1692','idata51','Advanced_Strength_Superior_Platinum_Protector(C)'
'1693','idatb51','Saving_Superior_Platinum_Protector(C)'
'1694','idatc51','Fine_Superior_Platinum_Protector(C)'
'1695','idatd51','Anti-Sharp_Superior_Platinum_Protector(C)'
'1696','idate51','Strong_Superior_Platinum_Protector(C)'
'1697','idatf51','Solid_Superior_Platinum_Protector(C)'
'1698','idatg51','Strength_Superior_Platinum_Protector(C)'
'1699','idath51','Protection_Superior_Platinum_Protector(C)'
'1700','idati51','Vampire_Superior_Platinum_Protector(C)'
'1701','idatj51','Guardian_Superior_Platinum_Protector(C)'
'1702','idatk51','Sharp_Superior_Platinum_Protector(C)'
'1703','idatl51','Grand_Superior_Platinum_Protector(C)'
'1704','idbta51','Advanced_Strength_Superior_Hora_Shield(C)'
'1705','idbtb51','Saving_Superior_Hora_Shield(C)'
'1706','idbtc51','Fine_Superior_Hora_Shield(C)'
'1707','idbtd51','Anti-Sharp_Superior_Hora_Shield(C)'
'1708','idbte51','Strong_Superior_Hora_Shield(C)'
'1709','idbtf51','Solid_Superior_Hora_Shield(C)'
'1710','idbtg51','Strength_Superior_Hora_Shield(C)'
'1711','idbth51','Protection_Superior_Hora_Shield(C)'
'1712','idbti51','Vampire_Superior_Hora_Shield(C)'
'1713','idbtj51','Guardian_Superior_Hora_Shield(C)'
'1714','idbtk51','Sharp_Superior_Hora_Shield(C)'
'1715','idbtl51','Grand_Superior_Hora_Shield(C)'
'1716','idata54','Advanced_Strength_Superior_Round_Protector(C)'
'1717','idatb54','Saving_Superior_Round_Protector(C)'
'1718','idatc54','Fine_Superior_Round_Protector(C)'
'1719','idatd54','Anti-Sharp_Superior_Round_Protector(C)'
'1720','idate54','Strong_Superior_Round_Protector(C)'
'1721','idatf54','Solid_Superior_Round_Protector(C)'
'1722','idatg54','Strength_Superior_Round_Protector(C)'
'1723','idath54','Protection_Superior_Round_Protector(C)'
'1724','idati54','Vampire_Superior_Round_Protector(C)'
'1725','idatj54','Guardian_Superior_Round_Protector(C)'
'1726','idatk54','Sharp_Superior_Round_Protector(C)'
'1727','idatl54','Grand_Superior_Round_Protector(C)'
'1728','idbta54','Advanced_Strength_Superior_Adarga_Shield(C)'
'1729','idbtb54','Saving_Superior_Adarga_Shield(C)'
'1730','idbtc54','Fine_Superior_Adarga_Shield(C)'
'1731','idbtd54','Anti-Sharp_Superior_Adarga_Shield(C)'
'1732','idbte54','Strong_Superior_Adarga_Shield(C)'
'1733','idbtf54','Solid_Superior_Adarga_Shield(C)'
'1734','idbtg54','Strength_Superior_Adarga_Shield(C)'
'1735','idbth54','Protection_Superior_Adarga_Shield(C)'
'1736','idbti54','Vampire_Superior_Adarga_Shield(C)'
'1737','idbtj54','Guardian_Superior_Adarga_Shield(C)'
'1738','idbtk54','Sharp_Superior_Adarga_Shield(C)'
'1739','idbtl54','Grand_Superior_Adarga_Shield(C)'
'1740','idata56','Advanced_Strength_Superior_Type_Protector(C)'
'1741','idatb56','Saving_Superior_Type_Protector(C)'
'1742','idatc56','Fine_Superior_Type_Protector(C)'
'1743','idatd56','Anti-Sharp_Superior_Type_Protector(C)'
'1744','idate56','Strong_Superior_Type_Protector(C)'
'1745','idatf56','Solid_Superior_Type_Protector(C)'
'1746','idatg56','Strength_Superior_Type_Protector(C)'
'1747','idath56','Protection_Superior_Type_Protector(C)'
'1748','idati56','Vampire_Superior_Type_Protector(C)'
'1749','idatj56','Guardian_Superior_Type_Protector(C)'
'1750','idatk56','Sharp_Superior_Type_Protector(C)'
'1751','idatl56','Grand_Superior_Type_Protector(C)'
'1752','idbta56','Advanced_Strength_Superior_Heater_Shield(C)'
'1753','idbtb56','Saving_Superior_Heater_Shield(C)'
'1754','idbtc56','Fine_Superior_Heater_Shield(C)'
'1755','idbtd56','Anti-Sharp_Superior_Heater_Shield(C)'
'1756','idbte56','Strong_Superior_Heater_Shield(C)'
'1757','idbtf56','Solid_Superior_Heater_Shield(C)'
'1758','idbtg56','Strength_Superior_Heater_Shield(C)'
'1759','idbth56','Protection_Superior_Heater_Shield(C)'
'1760','idbti56','Vampire_Superior_Heater_Shield(C)'
'1761','idbtj56','Guardian_Superior_Heater_Shield(C)'
'1762','idbtk56','Sharp_Superior_Heater_Shield(C)'
'1763','idbtl56','Grand_Superior_Heater_Shield(C)'
'1764','idqsa01','DarkRay_HopeLoan'
'1765','idqsa02','DarkRay_Mirror_Shield'
'1766','idqsa03','DarkRay_Gothic_Shield'
'1767','idqsa04','DarkRay_Parvise_Shield'
'1768','idqsa05','DarkRay_Adarga'
'1769','idqsa06','DarkRay_Beam_Parvise_Shield'
'1770','idqsa07','DarkRay_Heater_Shield'
'1771','idqsa08','DarkRay_Hora_Shield'
'1772','idqsa09','DarkRay_Black_Heater_Shield'
'1773','idqsa10','DarkRay_Large_Protector'
'1774','idqsa11','DarkRay_Crystal_Protector'
'1775','idqsa12','DarkRay_Round_Protector'
'1776','idqsa13','DarkRay_Beam_Cross_Protector'
'1777','idqsa14','DarkRay_Beam_Round_Protector'
'1778','idqsa15','DarkRay_Golden_Protector'
'1779','idqsa16','DarkRay_Seek_Protector'
'1780','idqsa17','DarkRay_Platinum_Protector'
'1781','idqsa18','DarkRay_Black_Seek_Protector'
'1782','idbrd50','Crimson_SubShield[Rare_D]'
'1783','idbrd55','Crimson_Hora_SubShield[Rare_D]'
'1784','idbre50','Infinity_SubShield[Rare_E]'
'1785','idbre55','Infinity_Hora_SubShield[Rare_E]'
'1786','idxxx01','Blocking_Shield_for_Adventurers'
'1787','idaaa57','Spika_Protector(Accretia)'
'1788','idaab57','Spika_Protector_[Rare_B](Accretia)'
'1789','idbca57','Ligel_Shield(BellatoCora)'
'1790','idbcb57','Ligel_Shield_[Rare_B](BellatoCora)'
'1791','idaaa60','Acrooks_Protector(Accretia)'
'1792','idaab60','Acrooks_Protector_[Rare_B](Accretia)'
'1793','idbca60','Beckrooks_Shield(BellatoCora)'
'1794','idbcb60','Beckrooks_Shield_[Rare_B](BellatoCora)'
'1795','idaaa63','Pekda_Protector(Accretia)'
'1796','idaab63','Pekda_Protector_[Rare_B](Accretia)'
'1797','idbca63','Merak_Shield(BellatoCora)'
'1798','idbcb63','Merak_Shield_[Rare_B](BellatoCora)'
'1799','idaaa65','Sirius_Protector(Accretia)'
'1800','idaab65','Sirius_Protector_[Rare_B](Accretia)'
'1801','idbca65','Prokion_Shield(BellatoCora)'
'1802','idbcb65','Prokion_Shield_[Rare_B](BellatoCora)'
