'0','igdbf01','Default_Bellato_Male_Gloves_1'
'6392','igmrv53','Protection_Intense_Rage_Armlet(C)'
'6393','igmrw53','Vampire_Intense_Rage_Armlet(C)'
'6394','igmrx53','Guardian_Intense_Rage_Armlet(C)'
'6395','igmry53','Sharp_Intense_Rage_Armlet(C)'
'6396','igmrz53','Endurance_Intense_Rage_Armlet(C)'
'6397','igmfq53','Advanced_Strength_Intense_Argo_Glove(C)'
'6398','igmfr53','Fine_Intense_Argo_Glove(C)'
'6399','igmfs53','Strong_Intense_Argo_Glove(C)'
'6400','igmft53','Solid_Intense_Argo_Glove(C)'
'6401','igmfu53','Strength_Intense_Argo_Glove(C)'
'6402','igmfv53','Protection_Intense_Argo_Glove(C)'
'6403','igmfw53','Vampire_Intense_Argo_Glove(C)'
'6404','igmfx53','Guardian_Intense_Argo_Glove(C)'
'6405','igmfy53','Sharp_Intense_Argo_Glove(C)'
'6406','igmfz53','Endurance_Intense_Argo_Glove(C)'
'6407','ighwq53','Advanced_Strength_Intense_Titan_Arm(C)'
'6408','ighwr53','Fine_Intense_Titan_Arm(C)'
'6409','ighws53','Strong_Intense_Titan_Arm(C)'
'6410','ighwt53','Solid_Intense_Titan_Arm(C)'
'6411','ighwu53','Strength_Intense_Titan_Arm(C)'
'6412','ighwv53','Protection_Intense_Titan_Arm(C)'
'6413','ighww53','Vampire_Intense_Titan_Arm(C)'
'6414','ighwx53','Guardian_Intense_Titan_Arm(C)'
'6415','ighwy53','Sharp_Intense_Titan_Arm(C)'
'6416','ighwz53','Endurance_Intense_Titan_Arm(C)'
'6417','ighrq53','Advanced_Strength_Intense_Phantom_Arm(C)'
'6418','ighrr53','Fine_Intense_Phantom_Arm(C)'
'6419','ighrs53','Strong_Intense_Phantom_Arm(C)'
'6420','ighrt53','Solid_Intense_Phantom_Arm(C)'
'6421','ighru53','Strength_Intense_Phantom_Arm(C)'
'6422','ighrv53','Protection_Intense_Phantom_Arm(C)'
'6423','ighrw53','Vampire_Intense_Phantom_Arm(C)'
'6424','ighrx53','Guardian_Intense_Phantom_Arm(C)'
'6425','ighry53','Sharp_Intense_Phantom_Arm(C)'
'6426','ighrz53','Endurance_Intense_Phantom_Arm(C)'
'6427','ighfq53','Advanced_Strength_Intense_COS_Arm(C)'
'6428','ighfr53','Fine_Intense_COS_Arm(C)'
'6429','ighfs53','Strong_Intense_COS_Arm(C)'
'6430','ighft53','Solid_Intense_COS_Arm(C)'
'6431','ighfu53','Strength_Intense_COS_Arm(C)'
'6432','ighfv53','Protection_Intense_COS_Arm(C)'
'6433','ighfw53','Vampire_Intense_COS_Arm(C)'
'6434','ighfx53','Guardian_Intense_COS_Arm(C)'
'6435','ighfy53','Sharp_Intense_COS_Arm(C)'
'6436','ighfz53','Endurance_Intense_COS_Arm(C)'
'6437','igtwq53','Advanced_Strength_Intense_Crusader_Gauntlet(C)'
'6438','igtwr53','Fine_Intense_Crusader_Gauntlet(C)'
'6439','igtws53','Strong_Intense_Crusader_Gauntlet(C)'
'6440','igtwt53','Solid_Intense_Crusader_Gauntlet(C)'
'6441','igtwu53','Strength_Intense_Crusader_Gauntlet(C)'
'6442','igtwv53','Protection_Intense_Crusader_Gauntlet(C)'
'6443','igtww53','Vampire_Intense_Crusader_Gauntlet(C)'
'6444','igtwx53','Guardian_Intense_Crusader_Gauntlet(C)'
'6445','igtwy53','Sharp_Intense_Crusader_Gauntlet(C)'
'6446','igtwz53','Endurance_Intense_Crusader_Gauntlet(C)'
'6447','igtrq53','Advanced_Strength_Intense_Lunatic_Armlet(C)'
'6448','igtrr53','Fine_Intense_Lunatic_Armlet(C)'
'6449','igtrs53','Strong_Intense_Lunatic_Armlet(C)'
'6450','igtrt53','Solid_Intense_Lunatic_Armlet(C)'
'6451','igtru53','Strength_Intense_Lunatic_Armlet(C)'
'6452','igtrv53','Protection_Intense_Lunatic_Armlet(C)'
'6453','igtrw53','Vampire_Intense_Lunatic_Armlet(C)'
'6454','igtrx53','Guardian_Intense_Lunatic_Armlet(C)'
'6455','igtry53','Sharp_Intense_Lunatic_Armlet(C)'
'6456','igtrz53','Endurance_Intense_Lunatic_Armlet(C)'
'6457','igtfq53','Advanced_Strength_Intense_Storm_Glove(C)'
'6458','igtfr53','Fine_Intense_Storm_Glove(C)'
'6459','igtfs53','Strong_Intense_Storm_Glove(C)'
'6460','igtft53','Solid_Intense_Storm_Glove(C)'
'6461','igtfu53','Strength_Intense_Storm_Glove(C)'
'6462','igtfv53','Protection_Intense_Storm_Glove(C)'
'6463','igtfw53','Vampire_Intense_Storm_Glove(C)'
'6464','igtfx53','Guardian_Intense_Storm_Glove(C)'
'6465','igtfy53','Sharp_Intense_Storm_Glove(C)'
'6466','igtfz53','Endurance_Intense_Storm_Glove(C)'
'6467','ignwq53','Advanced_Strength_Intense_Armion_Gauntlet(C)'
'6468','ignwr53','Fine_Intense_Armion_Gauntlet(C)'
'6469','ignws53','Strong_Intense_Armion_Gauntlet(C)'
'6470','ignwt53','Solid_Intense_Armion_Gauntlet(C)'
'6471','ignwu53','Strength_Intense_Armion_Gauntlet(C)'
'6472','ignwv53','Protection_Intense_Armion_Gauntlet(C)'
'6473','ignww53','Vampire_Intense_Armion_Gauntlet(C)'
'6474','ignwx53','Guardian_Intense_Armion_Gauntlet(C)'
'6475','ignwy53','Sharp_Intense_Armion_Gauntlet(C)'
'6476','ignwz53','Endurance_Intense_Armion_Gauntlet(C)'
'6477','ignrq53','Advanced_Strength_Intense_Rage_Armlet(C)'
'6478','ignrr53','Fine_Intense_Rage_Armlet(C)'
'6479','ignrs53','Strong_Intense_Rage_Armlet(C)'
'6480','ignrt53','Solid_Intense_Rage_Armlet(C)'
'6481','ignru53','Strength_Intense_Rage_Armlet(C)'
'6482','ignrv53','Protection_Intense_Rage_Armlet(C)'
'6483','ignrw53','Vampire_Intense_Rage_Armlet(C)'
'6484','ignrx53','Guardian_Intense_Rage_Armlet(C)'
'6485','ignry53','Sharp_Intense_Rage_Armlet(C)'
'6486','ignrz53','Endurance_Intense_Rage_Armlet(C)'
'6487','ignfq53','Advanced_Strength_Intense_Argo_Glove(C)'
'6488','ignfr53','Fine_Intense_Argo_Glove(C)'
'6489','ignfs53','Strong_Intense_Argo_Glove(C)'
'6490','ignft53','Solid_Intense_Argo_Glove(C)'
'6491','ignfu53','Strength_Intense_Argo_Glove(C)'
'6492','ignfv53','Protection_Intense_Argo_Glove(C)'
'6493','ignfw53','Vampire_Intense_Argo_Glove(C)'
'6494','ignfx53','Guardian_Intense_Argo_Glove(C)'
'6495','ignfy53','Sharp_Intense_Argo_Glove(C)'
'6496','ignfz53','Endurance_Intense_Argo_Glove(C)'
'6497','igiwq53','Advanced_Strength_Intense_Titan_Arm(C)'
'6498','igiwr53','Fine_Intense_Titan_Arm(C)'
'6499','igiws53','Strong_Intense_Titan_Arm(C)'
'6500','igiwt53','Solid_Intense_Titan_Arm(C)'
'6501','igiwu53','Strength_Intense_Titan_Arm(C)'
'6502','igiwv53','Protection_Intense_Titan_Arm(C)'
'6503','igiww53','Vampire_Intense_Titan_Arm(C)'
'6504','igiwx53','Guardian_Intense_Titan_Arm(C)'
'6505','igiwy53','Sharp_Intense_Titan_Arm(C)'
'6506','igiwz53','Endurance_Intense_Titan_Arm(C)'
'6507','igirq53','Advanced_Strength_Intense_Phantom_Arm(C)'
'6508','igirr53','Fine_Intense_Phantom_Arm(C)'
'6509','igirs53','Strong_Intense_Phantom_Arm(C)'
'6510','igirt53','Solid_Intense_Phantom_Arm(C)'
'6511','igiru53','Strength_Intense_Phantom_Arm(C)'
'6512','igirv53','Protection_Intense_Phantom_Arm(C)'
'6513','igirw53','Vampire_Intense_Phantom_Arm(C)'
'6514','igirx53','Guardian_Intense_Phantom_Arm(C)'
'6515','igiry53','Sharp_Intense_Phantom_Arm(C)'
'6516','igirz53','Endurance_Intense_Phantom_Arm(C)'
'6517','igifq53','Advanced_Strength_Intense_COS_Arm(C)'
'6518','igifr53','Fine_Intense_COS_Arm(C)'
'6519','igifs53','Strong_Intense_COS_Arm(C)'
'6520','igift53','Solid_Intense_COS_Arm(C)'
'6521','igifu53','Strength_Intense_COS_Arm(C)'
'6522','igifv53','Protection_Intense_COS_Arm(C)'
'6523','igifw53','Vampire_Intense_COS_Arm(C)'
'6524','igifx53','Guardian_Intense_COS_Arm(C)'
'6525','igify53','Sharp_Intense_COS_Arm(C)'
'6526','igifz53','Endurance_Intense_COS_Arm(C)'
'6527','iguwq53','Advanced_Strength_Intense_Crusader_Gauntlet(C)'
'6528','iguwr53','Fine_Intense_Crusader_Gauntlet(C)'
'6529','iguws53','Strong_Intense_Crusader_Gauntlet(C)'
'6530','iguwt53','Solid_Intense_Crusader_Gauntlet(C)'
'6531','iguwu53','Strength_Intense_Crusader_Gauntlet(C)'
'6532','iguwv53','Protection_Intense_Crusader_Gauntlet(C)'
'6533','iguww53','Vampire_Intense_Crusader_Gauntlet(C)'
'6534','iguwx53','Guardian_Intense_Crusader_Gauntlet(C)'
'6535','iguwy53','Sharp_Intense_Crusader_Gauntlet(C)'
'6536','iguwz53','Endurance_Intense_Crusader_Gauntlet(C)'
'6537','igurq53','Advanced_Strength_Intense_Lunatic_Armlet(C)'
'6538','igurr53','Fine_Intense_Lunatic_Armlet(C)'
'6539','igurs53','Strong_Intense_Lunatic_Armlet(C)'
'6540','igurt53','Solid_Intense_Lunatic_Armlet(C)'
'6541','iguru53','Strength_Intense_Lunatic_Armlet(C)'
'6542','igurv53','Protection_Intense_Lunatic_Armlet(C)'
'6543','igurw53','Vampire_Intense_Lunatic_Armlet(C)'
'6544','igurx53','Guardian_Intense_Lunatic_Armlet(C)'
'6545','igury53','Sharp_Intense_Lunatic_Armlet(C)'
'6546','igurz53','Endurance_Intense_Lunatic_Armlet(C)'
'6547','igufq53','Advanced_Strength_Intense_Storm_Glove(C)'
'6548','igufr53','Fine_Intense_Storm_Glove(C)'
'6549','igufs53','Strong_Intense_Storm_Glove(C)'
'6550','iguft53','Solid_Intense_Storm_Glove(C)'
'6551','igufu53','Strength_Intense_Storm_Glove(C)'
'6552','igufv53','Protection_Intense_Storm_Glove(C)'
'6553','igufw53','Vampire_Intense_Storm_Glove(C)'
'6554','igufx53','Guardian_Intense_Storm_Glove(C)'
'6555','igufy53','Sharp_Intense_Storm_Glove(C)'
'6556','igufz53','Endurance_Intense_Storm_Glove(C)'
'6557','igowq53','Advanced_Strength_Intense_Armion_Gauntlet(C)'
'6558','igowr53','Fine_Intense_Armion_Gauntlet(C)'
'6559','igows53','Strong_Intense_Armion_Gauntlet(C)'
'6560','igowt53','Solid_Intense_Armion_Gauntlet(C)'
'6561','igowu53','Strength_Intense_Armion_Gauntlet(C)'
'6562','igowv53','Protection_Intense_Armion_Gauntlet(C)'
'6563','igoww53','Vampire_Intense_Armion_Gauntlet(C)'
'6564','igowx53','Guardian_Intense_Armion_Gauntlet(C)'
'6565','igowy53','Sharp_Intense_Armion_Gauntlet(C)'
'6566','igowz53','Endurance_Intense_Armion_Gauntlet(C)'
'6567','igorq53','Advanced_Strength_Intense_Rage_Armlet(C)'
'6568','igorr53','Fine_Intense_Rage_Armlet(C)'
'6569','igors53','Strong_Intense_Rage_Armlet(C)'
'6570','igort53','Solid_Intense_Rage_Armlet(C)'
'6571','igoru53','Strength_Intense_Rage_Armlet(C)'
'6572','igorv53','Protection_Intense_Rage_Armlet(C)'
'6573','igorw53','Vampire_Intense_Rage_Armlet(C)'
'6574','igorx53','Guardian_Intense_Rage_Armlet(C)'
'6575','igory53','Sharp_Intense_Rage_Armlet(C)'
'6576','igorz53','Endurance_Intense_Rage_Armlet(C)'
'6577','igofq53','Advanced_Strength_Intense_Argo_Glove(C)'
'6578','igofr53','Fine_Intense_Argo_Glove(C)'
'6579','igofs53','Strong_Intense_Argo_Glove(C)'
'6580','igoft53','Solid_Intense_Argo_Glove(C)'
'6581','igofu53','Strength_Intense_Argo_Glove(C)'
'6582','igofv53','Protection_Intense_Argo_Glove(C)'
'6583','igofw53','Vampire_Intense_Argo_Glove(C)'
'6584','igofx53','Guardian_Intense_Argo_Glove(C)'
'6585','igofy53','Sharp_Intense_Argo_Gloveɧ
'6586','igofz53','Endurance_Intense_Argo_Glove(C)'
'6587','igawq51','Advanced_Strength_Superior_Temple_Beam_Arm(C)'
'6588','igawr51','Fine_Superior_Temple_Beam_Arm(C)'
'6589','igaws51','Strong_Superior_Temple_Beam_Arm(C)'
'6590','igawt51','Solid_Superior_Temple_Beam_Arm(C)'
'6591','igawu51','Strength_Superior_Temple_Beam_Arm(C)'
'6592','igawv51','Protection_Superior_Temple_Beam_Arm(C)'
'6593','igaww51','Vampire_Superior_Temple_Beam_Arm(C)'
'6594','igawx51','Guardian_Superior_Temple_Beam_Arm(C)'
'6595','igawy51','Sharp_Superior_Temple_Beam_Arm(C)'
'6596','igawz51','Endurance_Superior_Temple_Beam_Arm(C)'
'6597','igarq51','Advanced_Strength_Superior_Metal_Fur_Arm(C)'
'6598','igarr51','Fine_Superior_Metal_Fur_Arm(C)'
'6599','igars51','Strong_Superior_Metal_Fur_Arm(C)'
'6600','igart51','Solid_Superior_Metal_Fur_Arm(C)'
'6601','igaru51','Strength_Superior_Metal_Fur_Arm(C)'
'6602','igarv51','Protection_Superior_Metal_Fur_Arm(C)'
'6603','igarw51','Vampire_Superior_Metal_Fur_Arm(C)'
'6604','igarx51','Guardian_Superior_Metal_Fur_Arm(C)'
'6605','igary51','Sharp_Superior_Metal_Fur_Arm(C)'
'6606','igarz51','Endurance_Superior_Metal_Fur_Arm(C)'
'6607','igafq51','Advanced_Strength_Superior_EW_Arm(C)'
'6608','igafr51','Fine_Superior_EW_Arm(C)'
'6609','igafs51','Strong_Superior_EW_Arm(C)'
'6610','igaft51','Solid_Superior_EW_Arm(C)'
'6611','igafu51','Strength_Superior_EW_Arm(C)'
'6612','igafv51','Protection_Superior_EW_Arm(C)'
'6613','igafw51','Vampire_Superior_EW_Arm(C)'
'6614','igafx51','Guardian_Superior_EW_Arm(C)'
'6615','igafy51','Sharp_Superior_EW_Arm(C)'
'6616','igafz51','Endurance_Superior_EW_Arm(C)'
'6617','igcwq51','Advanced_Strength_Superior_Bone_Gauntlet(C)'
'6618','igcwr51','Fine_Superior_Bone_Gauntlet(C)'
'6619','igcws51','Strong_Superior_Bone_Gauntlet(C)'
'6620','igcwt51','Solid_Superior_Bone_Gauntlet(C)'
'6621','igcwu51','Strength_Superior_Bone_Gauntlet(C)'
'6622','igcwv51','Protection_Superior_Bone_Gauntlet(C)'
'6623','igcww51','Vampire_Superior_Bone_Gauntlet(C)'
'6624','igcwx51','Guardian_Superior_Bone_Gauntlet(C)'
'6625','igcwy51','Sharp_Superior_Bone_Gauntlet(C)'
'6626','igcwz51','Endurance_Superior_Bone_Gauntlet(C)'
'6627','igcrq51','Advanced_Strength_Superior_Azzle_Rayment_Armlet(C)'
'6628','igcrr51','Fine_Superior_Azzle_Rayment_Armlet(C)'
'6629','igcrs51','Strong_Superior_Azzle_Rayment_Armlet(C)'
'6630','igcrt51','Solid_Superior_Azzle_Rayment_Armlet(C)'
'6631','igcru51','Strength_Superior_Azzle_Rayment_Armlet(C)'
'6632','igcrv51','Protection_Superior_Azzle_Rayment_Armlet(C)'
'6633','igcrw51','Vampire_Superior_Azzle_Rayment_Armlet(C)'
'6634','igcrx51','Guardian_Superior_Azzle_Rayment_Armlet(C)'
'6635','igcry51','Sharp_Superior_Azzle_Rayment_Armlet(C)'
'6636','igcrz51','Endurance_Superior_Azzle_Rayment_Armlet(C)'
'6637','igcfq51','Advanced_Strength_Superior_Drew_Glove(C)'
'6638','igcfr51','Fine_Superior_Drew_Glove(C)'
'6639','igcfs51','Strong_Superior_Drew_Glove(C)'
'6640','igcft51','Solid_Superior_Drew_Glove(C)'
'6641','igcfu51','Strength_Superior_Drew_Glove(C)'
'6642','igcfv51','Protection_Superior_Drew_Glove(C)'
'6643','igcfw51','Vampire_Superior_Drew_Glove(C)'
'6644','igcfx51','Guardian_Superior_Drew_Glove(C)'
'6645','igcfy51','Sharp_Superior_Drew_Glove(C)'
'6646','igcfz51','Endurance_Superior_Drew_Glove(C)'
'6647','igbwq51','Advanced_Strength_Superior_Golden_Gauntlet(C)'
'6648','igbwr51','Fine_Superior_Golden_Gauntlet(C)'
'6649','igbws51','Strong_Superior_Golden_Gauntlet(C)'
'6650','igbwt51','Solid_Superior_Golden_Gauntlet(C)'
'6651','igbwu51','Strength_Superior_Golden_Gauntlet(C)'
'6652','igbwv51','Protection_Superior_Golden_Gauntlet(C)'
'6653','igbww51','Vampire_Superior_Golden_Gauntlet(C)'
'6654','igbwx51','Guardian_Superior_Golden_Gauntlet(C)'
'6655','igbwy51','Sharp_Superior_Golden_Gauntlet(C)'
'6656','igbwz51','Endurance_Superior_Golden_Gauntlet(C)'
'6657','igbrq51','Advanced_Strength_Superior_Fleets_Armlet(C)'
'6658','igbrr51','Fine_Superior_Fleets_Armlet(C)'
'6659','igbrs51','Strong_Superior_Fleets_Armlet(C)'
'6660','igbrt51','Solid_Superior_Fleets_Armlet(C)'
'6661','igbru51','Strength_Superior_Fleets_Armlet(C)'
'6662','igbrv51','Protection_Superior_Fleets_Armlet(C)'
'6663','igbrw51','Vampire_Superior_Fleets_Armlet(C)'
'6664','igbrx51','Guardian_Superior_Fleets_Armlet(C)'
'6665','igbry51','Sharp_Superior_Fleets_Armlet(C)'
'6666','igbrz51','Endurance_Superior_Fleets_Armlet(C)'
'6667','igbfq51','Advanced_Strength_Superior_NobleHora_Glove(C)'
'6668','igbfr51','Fine_Superior_NobleHora_Glove(C)'
'6669','igbfs51','Strong_Superior_NobleHora_Glove(C)'
'6670','igbft51','Solid_Superior_NobleHora_Glove(C)'
'6671','igbfu51','Strength_Superior_NobleHora_Glove(C)'
'6672','igbfv51','Protection_Superior_NobleHora_Glove(C)'
'6673','igbfw51','Vampire_Superior_NobleHora_Glove(C)'
'6674','igbfx51','Guardian_Superior_NobleHora_Glove(C)'
'6675','igbfy51','Sharp_Superior_NobleHora_Glove(C)'
'6676','igbfz51','Endurance_Superior_NobleHora_Glove(C)'
'6677','igbwq56','Advanced_Strength_Superior_Black_Magnetic_Gauntlet(C)'
'6678','igbwr56','Fine_Superior_Black_Magnetic_Gauntlet(C)'
'6679','igbws56','Strong_Superior_Black_Magnetic_Gauntlet(C)'
'6680','igbwt56','Solid_Superior_Black_Magnetic_Gauntlet(C)'
'6681','igbwu56','Strength_Superior_Black_Magnetic_Gauntlet(C)'
'6682','igbwv56','Protection_Superior_Black_Magnetic_Gauntlet(C)'
'6683','igbww56','Vampire_Superior_Black_Magnetic_Gauntlet(C)'
'6684','igbwx56','Guardian_Superior_Black_Magnetic_Gauntlet(C)'
'6685','igbwy56','Sharp_Superior_Black_Magnetic_Gauntlet(C)'
'6686','igbwz56','Endurance_Superior_Black_Magnetic_Gauntlet(C)'
'6687','igbwq61','Advanced_Strength_Superior_Dark_Golden_Gauntlet(C)'
'6688','igbwr61','Fine_Superior_Dark_Golden_Gauntlet(C)'
'6689','igbws61','Strong_Superior_Dark_Golden_Gauntlet(C)'
'6690','igbwt61','Solid_Superior_Dark_Golden_Gauntlet(C)'
'6691','igbwu61','Strength_Superior_Dark_Golden_Gauntlet(C)'
'6692','igbwv61','Protection_Superior_Dark_Golden_Gauntlet(C)'
'6693','igbww61','Vampire_Superior_Dark_Golden_Gauntlet(C)'
'6694','igbwx61','Guardian_Superior_Dark_Golden_Gauntlet(C)'
'6695','igbwy61','Sharp_Superior_Dark_Golden_Gauntlet(C)'
'6696','igbwz61','Endurance_Superior_Dark_Golden_Gauntlet(C)'
'6697','igbrq56','Advanced_Strength_Superior_Black_Feather_Armlet(C)'
'6698','igbrr56','Fine_Superior_Black_Feather_Armlet(C)'
'6699','igbrs56','Strong_Superior_Black_Feather_Armlet(C)'
'6700','igbrt56','Solid_Superior_Black_Feather_Armlet(C)'
'6701','igbru56','Strength_Superior_Black_Feather_Armlet(C)'
'6702','igbrv56','Protection_Superior_Black_Feather_Armlet(C)'
'6703','igbrw56','Vampire_Superior_Black_Feather_Armlet(C)'
'6704','igbrx56','Guardian_Superior_Black_Feather_Armlet(C)'
'6705','igbry56','Sharp_Superior_Black_Feather_Armlet(C)'
'6706','igbrz56','Endurance_Superior_Black_Feather_Armlet(C)'
'6707','igbrq61','Advanced_Strength_Superior_Dark_Fleets_Armlet(C)'
'6708','igbrr61','Fine_Superior_Dark_Fleets_Armlet(C)'
'6709','igbrs61','Strong_Superior_Dark_Fleets_Armlet(C)'
'6710','igbrt61','Solid_Superior_Dark_Fleets_Armlet(C)'
'6711','igbru61','Strength_Superior_Dark_Fleets_Armlet(C)'
'6712','igbrv61','Protection_Superior_Dark_Fleets_Armlet(C)'
'6713','igbrw61','Vampire_Superior_Dark_Fleets_Armlet(C)'
'6714','igbrx61','Guardian_Superior_Dark_Fleets_Armlet(C)'
'6715','igbry61','Sharp_Superior_Dark_Fleets_Armlet(C)'
'6716','igbrz61','Endurance_Superior_Dark_Fleets_Armlet(C)'
'6717','igbfq56','Advanced_Strength_Superior_Black_Baal_Glove(C)'
'6718','igbfr56','Fine_Superior_Black_Baal_Glove(C)'
'6719','igbfs56','Strong_Superior_Black_Baal_Glove(C)'
'6720','igbft56','Solid_Superior_Black_Baal_Glove(C)'
'6721','igbfu56','Strength_Superior_Black_Baal_Glove(C)'
'6722','igbfv56','Protection_Superior_Black_Baal_Glove(C)'
'6723','igbfw56','Vampire_Superior_Black_Baal_Glove(C)'
'6724','igbfx56','Guardian_Superior_Black_Baal_Glove(C)'
'6725','igbfy56','Sharp_Superior_Black_Baal_Glove(C)'
'6726','igbfz56','Endurance_Superior_Black_Baal_Glove(C)'
'6727','igbfq61','Advanced_Strength_Superior_Dark_Hora_Glove(C)'
'6728','igbfr61','Fine_Superior_Dark_Hora_Glove(C)'
'6729','igbfs61','Strong_Superior_Dark_Hora_Glove(C)'
'6730','igbft61','Solid_Superior_Dark_Hora_Glove(C)'
'6731','igbfu61','Strength_Superior_Dark_Hora_Glove(C)'
'6732','igbfv61','Protection_Superior_Dark_Hora_Glove(C)'
'6733','igbfw61','Vampire_Superior_Dark_Hora_Glove(C)'
'6734','igbfx61','Guardian_Superior_Dark_Hora_Glove(C)'
'6735','igbfy61','Sharp_Superior_Dark_Hora_Glove(C)'
'6736','igbfz61','Endurance_Superior_Dark_Hora_Glove(C)'
'6737','igcwq56','Advanced_Strength_Superior_Black_Rogue_Gauntlet(C)'
'6738','igcwr56','Fine_Superior_Black_Rogue_Gauntlet(C)'
'6739','igcws56','Strong_Superior_Black_Rogue_Gauntlet(C)'
'6740','igcwt56','Solid_Superior_Black_Rogue_Gauntlet(C)'
'6741','igcwu56','Strength_Superior_Black_Rogue_Gauntlet(C)'
'6742','igcwv56','Protection_Superior_Black_Rogue_Gauntlet(C)'
'6743','igcww56','Vampire_Superior_Black_Rogue_Gauntlet(C)'
'6744','igcwx56','Guardian_Superior_Black_Rogue_Gauntlet(C)'
'6745','igcwy56','Sharp_Superior_Black_Rogue_Gauntlet(C)'
'6746','igcwz56','Endurance_Superior_Black_Rogue_Gauntlet(C)'
'6747','igcwq61','Advanced_Strength_Superior_Dark_Bone_Gauntlet(C)'
'6748','igcwr61','Fine_Superior_Dark_Bone_Gauntlet(C)'
'6749','igcws61','Strong_Superior_Dark_Bone_Gauntlet(C)'
'6750','igcwt61','Solid_Superior_Dark_Bone_Gauntlet(C)'
'6751','igcwu61','Strength_Superior_Dark_Bone_Gauntlet(C)'
'6752','igcwv61','Protection_Superior_Dark_Bone_Gauntlet(C)'
'6753','igcww61','Vampire_Superior_Dark_Bone_Gauntlet(C)'
'6754','igcwx61','Guardian_Superior_Dark_Bone_Gauntlet(C)'
'6755','igcwy61','Sharp_Superior_Dark_Bone_Gauntlet(C)'
'6756','igcwz61','Endurance_Superior_Dark_Bone_Gauntlet(C)'
'6757','igcrq56','Advanced_Strength_Superior_Black_Velocity_Armlet(C)'
'6758','igcrr56','Fine_Superior_Black_Velocity_Armlet(C)'
'6759','igcrs56','Strong_Superior_Black_Velocity_Armlet(C)'
'6760','igcrt56','Solid_Superior_Black_Velocity_Armlet(C)'
'6761','igcru56','Strength_Superior_Black_Velocity_Armlet(C)'
'6762','igcrv56','Protection_Superior_Black_Velocity_Armlet(C)'
'6763','igcrw56','Vampire_Superior_Black_Velocity_Armlet(C)'
'6764','igcrx56','Guardian_Superior_Black_Velocity_Armlet(C)'
'6765','igcry56','Sharp_Superior_Black_Velocity_Armlet(C)'
'6766','igcrz56','Endurance_Superior_Black_Velocity_Armlet(C)'
'6767','igcrq61','Advanced_Strength_Superior_Dark_Raybunt_Armlet(C)'
'6768','igcrr61','Fine_Superior_Dark_Raybunt_Armlet(C)'
'6769','igcrs61','Strong_Superior_Dark_Raybunt_Armlet(C)'
'6770','igcrt61','Solid_Superior_Dark_Raybunt_Armlet(C)'
'6771','igcru61','Strength_Superior_Dark_Raybunt_Armlet(C)'
'6772','igcrv61','Protection_Superior_Dark_Raybunt_Armlet(C)'
'6773','igcrw61','Vampire_Superior_Dark_Raybunt_Armlet(C)'
'6774','igcrx61','Guardian_Superior_Dark_Raybunt_Armlet(C)'
'6775','igcry61','Sharp_Superior_Dark_Raybunt_Armlet(C)'
'6776','igcrz61','Endurance_Superior_Dark_Raybunt_Armlet(C)'
'6777','igcfq56','Advanced_Strength_Superior_Black_Shaman_Glove(C)'
'6778','igcfr56','Fine_Superior_Black_Shaman_Glove(C)'
'6779','igcfs56','Strong_Superior_Black_Shaman_Glove(C)'
'6780','igcft56','Solid_Superior_Black_Shaman_Glove(C)'
'6781','igcfu56','Strength_Superior_Black_Shaman_Glove(C)'
'6782','igcfv56','Protection_Superior_Black_Shaman_Glove(C)'
'6783','igcfw56','Vampire_Superior_Black_Shaman_Glove(C)'
'6784','igcfx56','Guardian_Superior_Black_Shaman_Glove(C)'
'6785','igcfy56','Sharp_Superior_Black_Shaman_Glove(C)'
'6786','igcfz56','Endurance_Superior_Black_Shaman_Glove(C)'
'6787','igcfq61','Advanced_Strength_Superior_Dark_Drew_Glove(C)'
'6788','igcfr61','Fine_Superior_Dark_Drew_Glove(C)'
'6789','igcfs61','Strong_Superior_Dark_Drew_Glove(C)'
'6790','igcft61','Solid_Superior_Dark_Drew_Glove(C)'
'6791','igcfu61','Strength_Superior_Dark_Drew_Glove(C)'
'6792','igcfv61','Protection_Superior_Dark_Drew_Glove(C)'
'6793','igcfw61','Vampire_Superior_Dark_Drew_Glove(C)'
'6794','igcfx61','Guardian_Superior_Dark_Drew_Glove(C)'
'6795','igcfy61','Sharp_Superior_Dark_Drew_Glove(C)'
'6796','igcfz61','Endurance_Superior_Dark_Drew_Glove(C)'
'6797','igawq56','Advanced_Strength_Superior_Black_Elloy_Arm(C)'
'6798','igawr56','Fine_Superior_Black_Elloy_Arm(C)'
'6799','igaws56','Strong_Superior_Black_Elloy_Arm(C)'
'6800','igawt56','Solid_Superior_Black_Elloy_Arm(C)'
'6801','igawu56','Strength_Superior_Black_Elloy_Arm(C)'
'6802','igawv56','Protection_Superior_Black_Elloy_Arm(C)'
'6803','igaww56','Vampire_Superior_Black_Elloy_Arm(C)'
'6804','igawx56','Guardian_Superior_Black_Elloy_Arm(C)'
'6805','igawy56','Sharp_Superior_Black_Elloy_Arm(C)'
'6806','igawz56','Endurance_Superior_Black_Elloy_Arm(C)'
'6807','igawq61','Advanced_Strength_Superior_Dark_Beam_Arm(C)'
'6808','igawr61','Fine_Superior_Dark_Beam_Arm(C)'
'6809','igaws61','Strong_Superior_Dark_Beam_Arm(C)'
'6810','igawt61','Solid_Superior_Dark_Beam_Arm(C)'
