'0','ihdbf01','Default_Bellato_Male_Helmet1'
'6654','ihbwx51','Guardian_Superior_Golden_FullHelm(C)'
'6655','ihbwy51','Sharp_Superior_Golden_FullHelm(C)'
'6656','ihbwz51','Endurance_Superior_Golden_FullHelm(C)'
'6657','ihbrq51','Advanced_Strength_Superior_Fleets_HeadGear(C)'
'6658','ihbrr51','Fine_Superior_Fleets_HeadGear(C)'
'6659','ihbrs51','Strong_Superior_Fleets_HeadGear(C)'
'6660','ihbrt51','Solid_Superior_Fleets_HeadGear(C)'
'6661','ihbru51','Strength_Superior_Fleets_HeadGear(C)'
'6662','ihbrv51','Protectoion_Superior_Fleets_HeadGear(C)'
'6663','ihbrw51','Vampire_Superior_Fleets_HeadGear(C)'
'6664','ihbrx51','Guardian_Superior_Fleets_HeadGear(C)'
'6665','ihbry51','Sharp_Superior_Fleets_HeadGear(C)'
'6666','ihbrz51','Endurance_Superior_Fleets_HeadGear(C)'
'6667','ihbfq51','Advanced_Strength_Superior_NobleHora_Amice(C)'
'6668','ihbfr51','Fine_Superior_NobleHora_Amice(C)'
'6669','ihbfs51','Strong_Superior_NobleHora_Amice(C)'
'6670','ihbft51','Solid_Superior_NobleHora_Amice(C)'
'6671','ihbfu51','Strength_Superior_NobleHora_Amice(C)'
'6672','ihbfv51','Protectoion_Superior_NobleHora_Amice(C)'
'6673','ihbfw51','Vampire_Superior_NobleHora_Amice(C)'
'6674','ihbfx51','Guardian_Superior_NobleHora_Amice(C)'
'6675','ihbfy51','Sharp_Superior_NobleHora_Amice(C)'
'6676','ihbfz51','Endurance_Superior_NobleHora_Amice(C)'
'6677','ihbwq56','Advanced_Strength_Superior_Black_Magnetic_FullHelm(C)'
'6678','ihbwr56','Fine_Superior_Black_Magnetic_FullHelm(C)'
'6679','ihbws56','Strong_Superior_Black_Magnetic_FullHelm(C)'
'6680','ihbwt56','Solid_Superior_Black_Magnetic_FullHelm(C)'
'6681','ihbwu56','Strength_Superior_Black_Magnetic_FullHelm(C)'
'6682','ihbwv56','Protectoion_Superior_Black_Magnetic_FullHelm(C)'
'6683','ihbww56','Vampire_Superior_Black_Magnetic_FullHelm(C)'
'6684','ihbwx56','Guardian_Superior_Black_Magnetic_FullHelm(C)'
'6685','ihbwy56','Sharp_Superior_Black_Magnetic_FullHelm(C)'
'6686','ihbwz56','Endurance_Superior_Black_Magnetic_FullHelm(C)'
'6687','ihbwq61','Advanced_Strength_Superior_Dark_Golden_FullHelm(C)'
'6688','ihbwr61','Fine_Superior_Dark_Golden_FullHelm(C)'
'6689','ihbws61','Strong_Superior_Dark_Golden_FullHelm(C)'
'6690','ihbwt61','Solid_Superior_Dark_Golden_FullHelm(C)'
'6691','ihbwu61','Strength_Superior_Dark_Golden_FullHelm(C)'
'6692','ihbwv61','Protectoion_Superior_Dark_Golden_FullHelm(C)'
'6693','ihbww61','Vampire_Superior_Dark_Golden_FullHelm(C)'
'6694','ihbwx61','Guardian_Superior_Dark_Golden_FullHelm(C)'
'6695','ihbwy61','Sharp_Superior_Dark_Golden_FullHelm(C)'
'6696','ihbwz61','Endurance_Superior_Dark_Golden_FullHelm(C)'
'6697','ihbrq56','Advanced_Strength_Superior_Black_Feather_Goggle(C)'
'6698','ihbrr56','Fine_Superior_Black_Feather_Goggle(C)'
'6699','ihbrs56','Strong_Superior_Black_Feather_Goggle(C)'
'6700','ihbrt56','Solid_Superior_Black_Feather_Goggle(C)'
'6701','ihbru56','Strength_Superior_Black_Feather_Goggle(C)'
'6702','ihbrv56','Protectoion_Superior_Black_Feather_Goggle(C)'
'6703','ihbrw56','Vampire_Superior_Black_Feather_Goggle(C)'
'6704','ihbrx56','Guardian_Superior_Black_Feather_Goggle(C)'
'6705','ihbry56','Sharp_Superior_Black_Feather_Goggle(C)'
'6706','ihbrz56','Endurance_Superior_Black_Feather_Goggle(C)'
'6707','ihbrq61','Advanced_Strength_Superior_Dark_Fleets_Goggle(C)'
'6708','ihbrr61','Fine_Superior_Dark_Fleets_Goggle(C)'
'6709','ihbrs61','Strong_Superior_Dark_Fleets_Goggle(C)'
'6710','ihbrt61','Solid_Superior_Dark_Fleets_Goggle(C)'
'6711','ihbru61','Strength_Superior_Dark_Fleets_Goggle(C)'
'6712','ihbrv61','Protectoion_Superior_Dark_Fleets_Goggle(C)'
'6713','ihbrw61','Vampire_Superior_Dark_Fleets_Goggle(C)'
'6714','ihbrx61','Guardian_Superior_Dark_Fleets_Goggle(C)'
'6715','ihbry61','Sharp_Superior_Dark_Fleets_Goggle(C)'
'6716','ihbrz61','Endurance_Superior_Dark_Fleets_Goggle(C)'
'6717','ihbfq56','Advanced_Strength_Superior_Black_Baal_Amice(C)'
'6718','ihbfr56','Fine_Superior_Black_Baal_Amice(C)'
'6719','ihbfs56','Strong_Superior_Black_Baal_Amice(C)'
'6720','ihbft56','Solid_Superior_Black_Baal_Amice(C)'
'6721','ihbfu56','Strength_Superior_Black_Baal_Amice(C)'
'6722','ihbfv56','Protectoion_Superior_Black_Baal_Amice(C)'
'6723','ihbfw56','Vampire_Superior_Black_Baal_Amice(C)'
'6724','ihbfx56','Guardian_Superior_Black_Baal_Amice(C)'
'6725','ihbfy56','Sharp_Superior_Black_Baal_Amice(C)'
'6726','ihbfz56','Endurance_Superior_Black_Baal_Amice(C)'
'6727','ihbfq61','Advanced_Strength_Superior_Dark_Hora_Amice(C)'
'6728','ihbfr61','Fine_Superior_Dark_Hora_Amice(C)'
'6729','ihbfs61','Strong_Superior_Dark_Hora_Amice(C)'
'6730','ihbft61','Solid_Superior_Dark_Hora_Amice(C)'
'6731','ihbfu61','Strength_Superior_Dark_Hora_Amice(C)'
'6732','ihbfv61','Protectoion_Superior_Dark_Hora_Amice(C)'
'6733','ihbfw61','Vampire_Superior_Dark_Hora_Amice(C)'
'6734','ihbfx61','Guardian_Superior_Dark_Hora_Amice(C)'
'6735','ihbfy61','Sharp_Superior_Dark_Hora_Amice(C)'
'6736','ihbfz61','Endurance_Superior_Dark_Hora_Amice(C)'
'6737','ihcwq56','Advanced_Strength_Superior_Black_Rogue_FullHelm(C)'
'6738','ihcwr56','Fine_Superior_Black_Rogue_FullHelm(C)'
'6739','ihcws56','Strong_Superior_Black_Rogue_FullHelm(C)'
'6740','ihcwt56','Solid_Superior_Black_Rogue_FullHelm(C)'
'6741','ihcwu56','Strength_Superior_Black_Rogue_FullHelm(C)'
'6742','ihcwv56','Protectoion_Superior_Black_Rogue_FullHelm(C)'
'6743','ihcww56','Vampire_Superior_Black_Rogue_FullHelm(C)'
'6744','ihcwx56','Guardian_Superior_Black_Rogue_FullHelm(C)'
'6745','ihcwy56','Sharp_Superior_Black_Rogue_FullHelm(C)'
'6746','ihcwz56','Endurance_Superior_Black_Rogue_FullHelm(C)'
'6747','ihcwq61','Advanced_Strength_Superior_Dark_Bone_FullHelm(C)'
'6748','ihcwr61','Fine_Superior_Dark_Bone_FullHelm(C)'
'6749','ihcws61','Strong_Superior_Dark_Bone_FullHelm(C)'
'6750','ihcwt61','Solid_Superior_Dark_Bone_FullHelm(C)'
'6751','ihcwu61','Strength_Superior_Dark_Bone_FullHelm(C)'
'6752','ihcwv61','Protectoion_Superior_Dark_Bone_FullHelm(C)'
'6753','ihcww61','Vampire_Superior_Dark_Bone_FullHelm(C)'
'6754','ihcwx61','Guardian_Superior_Dark_Bone_FullHelm(C)'
'6755','ihcwy61','Sharp_Superior_Dark_Bone_FullHelm(C)'
'6756','ihcwz61','Endurance_Superior_Dark_Bone_FullHelm(C)'
'6757','ihcrq56','Advanced_Strength_Superior_Black_Velocity_Goggle(C)'
'6758','ihcrr56','Fine_Superior_Black_Velocity_Goggle(C)'
'6759','ihcrs56','Strong_Superior_Black_Velocity_Goggle(C)'
'6760','ihcrt56','Solid_Superior_Black_Velocity_Goggle(C)'
'6761','ihcru56','Strength_Superior_Black_Velocity_Goggle(C)'
'6762','ihcrv56','Protectoion_Superior_Black_Velocity_Goggle(C)'
'6763','ihcrw56','Vampire_Superior_Black_Velocity_Goggle(C)'
'6764','ihcrx56','Guardian_Superior_Black_Velocity_Goggle(C)'
'6765','ihcry56','Sharp_Superior_Black_Velocity_Goggle(C)'
'6766','ihcrz56','Endurance_Superior_Black_Velocity_Goggle(C)'
'6767','ihcrq61','Advanced_Strength_Superior_Dark_Raybunt_Goggle(C)'
'6768','ihcrr61','Fine_Superior_Dark_Raybunt_Goggle(C)'
'6769','ihcrs61','Strong_Superior_Dark_Raybunt_Goggle(C)'
'6770','ihcrt61','Solid_Superior_Dark_Raybunt_Goggle(C)'
'6771','ihcru61','Strength_Superior_Dark_Raybunt_Goggle(C)'
'6772','ihcrv61','Protectoion_Superior_Dark_Raybunt_Goggle(C)'
'6773','ihcrw61','Vampire_Superior_Dark_Raybunt_Goggle(C)'
'6774','ihcrx61','Guardian_Superior_Dark_Raybunt_Goggle(C)'
'6775','ihcry61','Sharp_Superior_Dark_Raybunt_Goggle(C)'
'6776','ihcrz61','Endurance_Superior_Dark_Raybunt_Goggle(C)'
'6777','ihcfq56','Advanced_Strength_Superior_Black_Shaman_Amice(C)'
'6778','ihcfr56','Fine_Superior_Black_Shaman_Amice(C)'
'6779','ihcfs56','Strong_Superior_Black_Shaman_Amice(C)'
'6780','ihcft56','Solid_Superior_Black_Shaman_Amice(C)'
'6781','ihcfu56','Strength_Superior_Black_Shaman_Amice(C)'
'6782','ihcfv56','Protectoion_Superior_Black_Shaman_Amice(C)'
'6783','ihcfw56','Vampire_Superior_Black_Shaman_Amice(C)'
'6784','ihcfx56','Guardian_Superior_Black_Shaman_Amice(C)'
'6785','ihcfy56','Sharp_Superior_Black_Shaman_Amice(C)'
'6786','ihcfz56','Endurance_Superior_Black_Shaman_Amice(C)'
'6787','ihcfq61','Advanced_Strength_Superior_Dark_Drew_Amice(C)'
'6788','ihcfr61','Fine_Superior_Dark_Drew_Amice(C)'
'6789','ihcfs61','Strong_Superior_Dark_Drew_Amice(C)'
'6790','ihcft61','Solid_Superior_Dark_Drew_Amice(C)'
'6791','ihcfu61','Strength_Superior_Dark_Drew_Amice(C)'
'6792','ihcfv61','Protectoion_Superior_Dark_Drew_Amice(C)'
'6793','ihcfw61','Vampire_Superior_Dark_Drew_Amice(C)'
'6794','ihcfx61','Guardian_Superior_Dark_Drew_Amice(C)'
'6795','ihcfy61','Sharp_Superior_Dark_Drew_Amice(C)'
'6796','ihcfz61','Endurance_Superior_Dark_Drew_Amice(C)'
'6797','ihawq56','Advanced_Strength_Superior_Black_Elloy_Head(C)'
'6798','ihawr56','Fine_Superior_Black_Elloy_Head(C)'
'6799','ihaws56','Strong_Superior_Black_Elloy_Head(C)'
'6800','ihawt56','Solid_Superior_Black_Elloy_Head(C)'
'6801','ihawu56','Strength_Superior_Black_Elloy_Head(C)'
'6802','ihawv56','Protectoion_Superior_Black_Elloy_Head(C)'
'6803','ihaww56','Vampire_Superior_Black_Elloy_Head(C)'
'6804','ihawx56','Guardian_Superior_Black_Elloy_Head(C)'
'6805','ihawy56','Sharp_Superior_Black_Elloy_Head(C)'
'6806','ihawz56','Endurance_Superior_Black_Elloy_Head(C)'
'6807','ihawq61','Advanced_Strength_Superior_Dark_Beam_Head(C)'
'6808','ihawr61','Fine_Superior_Dark_Beam_Head(C)'
'6809','ihaws61','Strong_Superior_Dark_Beam_Head(C)'
'6810','ihawt61','Solid_Superior_Dark_Beam_Head(C)'
'6811','ihawu61','Strength_Superior_Dark_Beam_Head(C)'
'6812','ihawv61','Protectoion_Superior_Dark_Beam_Head(C)'
'6813','ihaww61','Vampire_Superior_Dark_Beam_Head(C)'
'6814','ihawx61','Guardian_Superior_Dark_Beam_Head(C)'
'6815','ihawy61','Sharp_Superior_Dark_Beam_Head(C)'
'6816','ihawz61','Endurance_Superior_Dark_Beam_Head(C)'
'6817','iharq56','Advanced_Strength_Superior_Black_Vacuum_Head(C)'
'6818','iharr56','Fine_Superior_Black_Vacuum_Head(C)'
'6819','ihars56','Strong_Superior_Black_Vacuum_Head(C)'
'6820','ihart56','Solid_Superior_Black_Vacuum_Head(C)'
'6821','iharu56','Strength_Superior_Black_Vacuum_Head(C)'
'6822','iharv56','Protectoion_Superior_Black_Vacuum_Head(C)'
'6823','iharw56','Vampire_Superior_Black_Vacuum_Head(C)'
'6824','iharx56','Guardian_Superior_Black_Vacuum_Head(C)'
'6825','ihary56','Sharp_Superior_Black_Vacuum_Head(C)'
'6826','iharz56','Endurance_Superior_Black_Vacuum_Head(C)'
'6827','iharq61','Advanced_Strength_Superior_Dark_Fur_Head(C)'
'6828','iharr61','Fine_Superior_Dark_Fur_Head(C)'
'6829','ihars61','Strong_Superior_Dark_Fur_Head(C)'
'6830','ihart61','Solid_Superior_Dark_Fur_Head(C)'
'6831','iharu61','Strength_Superior_Dark_Fur_Head(C)'
'6832','iharv61','Protectoion_Superior_Dark_Fur_Head(C)'
'6833','iharw61','Vampire_Superior_Dark_Fur_Head(C)'
'6834','iharx61','Guardian_Superior_Dark_Fur_Head(C)'
'6835','ihary61','Sharp_Superior_Dark_Fur_Head(C)'
'6836','iharz61','Endurance_Superior_Dark_Fur_Head(C)'
'6837','ihafq56','Advanced_Strength_Superior_Black_Launcher_Head(C)'
'6838','ihafr56','Fine_Superior_Black_Launcher_Head(C)'
'6839','ihafs56','Strong_Superior_Black_Launcher_Head(C)'
'6840','ihaft56','Solid_Superior_Black_Launcher_Head(C)'
'6841','ihafu56','Strength_Superior_Black_Launcher_Head(C)'
'6842','ihafv56','Protectoion_Superior_Black_Launcher_Head(C)'
'6843','ihafw56','Vampire_Superior_Black_Launcher_Head(C)'
'6844','ihafx56','Guardian_Superior_Black_Launcher_Head(C)'
'6845','ihafy56','Sharp_Superior_Black_Launcher_Head(C)'
'6846','ihafz56','Endurance_Superior_Black_Launcher_Head(C)'
'6847','ihafq61','Advanced_Strength_Superior_Dark_EW_Head(C)'
'6848','ihafr61','Fine_Superior_Dark_EW_Head(C)'
'6849','ihafs61','Strong_Superior_Dark_EW_Head(C)'
'6850','ihaft61','Solid_Superior_Dark_EW_Head(C)'
'6851','ihafu61','Strength_Superior_Dark_EW_Head(C)'
'6852','ihafv61','Protectoion_Superior_Dark_EW_Head(C)'
'6853','ihafw61','Vampire_Superior_Dark_EW_Head(C)'
'6854','ihafx61','Guardian_Superior_Dark_EW_Head(C)'
'6855','ihafy61','Sharp_Superior_Dark_EW_Head(C)'
'6856','ihafz61','Endurance_Superior_Dark_EW_Head(C)'
'6857','ihawq54','Advanced_Strength_Superior_Titan_Head(C)'
'6858','ihawr54','Fine_Superior_Titan_Head(C)'
'6859','ihaws54','Strong_Superior_Titan_Head(C)'
'6860','ihawt54','Solid_Superior_Titan_Head(C)'
'6861','ihawu54','Strength_Superior_Titan_Head(C)'
'6862','ihawv54','Protectoion_Superior_Titan_Head(C)'
'6863','ihaww54','Vampire_Superior_Titan_Head(C)'
'6864','ihawx54','Guardian_Superior_Titan_Head(C)'
'6865','ihawy54','Sharp_Superior_Titan_Head(C)'
'6866','ihawz54','Endurance_Superior_Titan_Head(C)'
'6867','iharq54','Advanced_Strength_Superior_Phantom_Head(C)'
'6868','iharr54','Fine_Superior_Phantom_Head(C)'
'6869','ihars54','Strong_Superior_Phantom_Head(C)'
'6870','ihart54','Solid_Superior_Phantom_Head(C)'
'6871','iharu54','Strength_Superior_Phantom_Head(C)'
'6872','iharv54','Protectoion_Superior_Phantom_Head(C)'
'6873','iharw54','Vampire_Superior_Phantom_Head(C)'
'6874','iharx54','Guardian_Superior_Phantom_Head(C)'
'6875','ihary54','Sharp_Superior_Phantom_Head(C)'
'6876','iharz54','Endurance_Superior_Phantom_Head(C)'
'6877','ihafq54','Advanced_Strength_Superior_COS_Head(C)'
'6878','ihafr54','Fine_Superior_COS_Head(C)'
'6879','ihafs54','Strong_Superior_COS_Head(C)'
'6880','ihaft54','Solid_Superior_COS_Head(C)'
'6881','ihafu54','Strength_Superior_COS_Head(C)'
'6882','ihafv54','Protectoion_Superior_COS_Head(C)'
'6883','ihafw54','Vampire_Superior_COS_Head(C)'
'6884','ihafx54','Guardian_Superior_COS_Head(C)'
'6885','ihafy54','Sharp_Superior_COS_Head(C)'
'6886','ihafz54','Endurance_Superior_COS_Head(C)'
'6887','ihcwq54','Advanced_Strength_Superior_Crusader_FullHelm(C)'
'6888','ihcwr54','Fine_Superior_Crusader_FullHelm(C)'
'6889','ihcws54','Strong_Superior_Crusader_FullHelm(C)'
'6890','ihcwt54','Solid_Superior_Crusader_FullHelm(C)'
'6891','ihcwu54','Strength_Superior_Crusader_FullHelm(C)'
'6892','ihcwv54','Protectoion_Superior_Crusader_FullHelm(C)'
'6893','ihcww54','Vampire_Superior_Crusader_FullHelm(C)'
'6894','ihcwx54','Guardian_Superior_Crusader_FullHelm(C)'
'6895','ihcwy54','Sharp_Superior_Crusader_FullHelm(C)'
'6896','ihcwz54','Endurance_Superior_Crusader_FullHelm(C)'
'6897','ihcrq54','Advanced_Strength_Superior_Lunatic_HeadGear(C)'
'6898','ihcrr54','Fine_Superior_Lunatic_HeadGear(C)'
'6899','ihcrs54','Strong_Superior_Lunatic_HeadGear(C)'
'6900','ihcrt54','Solid_Superior_Lunatic_HeadGear(C)'
'6901','ihcru54','Strength_Superior_Lunatic_HeadGear(C)'
'6902','ihcrv54','Protectoion_Superior_Lunatic_HeadGear(C)'
'6903','ihcrw54','Vampire_Superior_Lunatic_HeadGear(C)'
'6904','ihcrx54','Guardian_Superior_Lunatic_HeadGear(C)'
'6905','ihcry54','Sharp_Superior_Lunatic_HeadGear(C)'
'6906','ihcrz54','Endurance_Superior_Lunatic_HeadGear(C)'
'6907','ihcfq54','Advanced_Strength_Superior_Storm_Amice(C)'
'6908','ihcfr54','Fine_Superior_Storm_Amice(C)'
'6909','ihcfs54','Strong_Superior_Storm_Amice(C)'
'6910','ihcft54','Solid_Superior_Storm_Amice(C)'
'6911','ihcfu54','Strength_Superior_Storm_Amice(C)'
'6912','ihcfv54','Protectoion_Superior_Storm_Amice(C)'
'6913','ihcfw54','Vampire_Superior_Storm_Amice(C)'
'6914','ihcfx54','Guardian_Superior_Storm_Amice(C)'
'6915','ihcfy54','Sharp_Superior_Storm_Amice(C)'
'6916','ihcfz54','Endurance_Superior_Storm_Amice(C)'
'6917','ihbwq54','Advanced_Strength_Superior_Legion_FullHelm(C)'
'6918','ihbwr54','Fine_Superior_Legion_FullHelm(C)'
'6919','ihbws54','Strong_Superior_Legion_FullHelm(C)'
'6920','ihbwt54','Solid_Superior_Legion_FullHelm(C)'
'6921','ihbwu54','Strength_Superior_Legion_FullHelm(C)'
'6922','ihbwv54','Protectoion_Superior_Legion_FullHelm(C)'
'6923','ihbww54','Vampire_Superior_Legion_FullHelm(C)'
'6924','ihbwx54','Guardian_Superior_Legion_FullHelm(C)'
'6925','ihbwy54','Sharp_Superior_Legion_FullHelm(C)'
'6926','ihbwz54','Endurance_Superior_Legion_FullHelm(C)'
'6927','ihbrq54','Advanced_Strength_Superior_Rage_HeadGear(C)'
'6928','ihbrr54','Fine_Superior_Rage_HeadGear(C)'
'6929','ihbrs54','Strong_Superior_Rage_HeadGear(C)'
'6930','ihbrt54','Solid_Superior_Rage_HeadGear(C)'
'6931','ihbru54','Strength_Superior_Rage_HeadGear(C)'
'6932','ihbrv54','Protectoion_Superior_Rage_HeadGear(C)'
'6933','ihbrw54','Vampire_Superior_Rage_HeadGear(C)'
'6934','ihbrx54','Guardian_Superior_Rage_HeadGear(C)'
'6935','ihbry54','Sharp_Superior_Rage_HeadGear(C)'
'6936','ihbrz54','Endurance_Superior_Rage_HeadGear(C)'
'6937','ihbfq54','Advanced_Strength_Superior_Argor_Amice(C)'
'6938','ihbfr54','Fine_Superior_Argor_Amice(C)'
'6939','ihbfs54','Strong_Superior_Argor_Amice(C)'
'6940','ihbft54','Solid_Superior_Argor_Amice(C)'
'6941','ihbfu54','Strength_Superior_Argor_Amice(C)'
'6942','ihbfv54','Protectoion_Superior_Argor_Amice(C)'
'6943','ihbfw54','Vampire_Superior_Argor_Amice(C)'
'6944','ihbfx54','Guardian_Superior_Argor_Amice(C)'
'6945','ihbfy54','Sharp_Superior_Argor_Amice(C)'
'6946','ihbfz54','Endurance_Superior_Argor_Amice(C)'
'6947','ihbwc55','Palmas_Head_Protector_2Sik<M-type>(BellatoWarriorC)'
'6948','ihbrc55','Palmas_Head_Protector_2Sik<R-type>(BellatoRangerC)'
'6949','ihbfc55','Palmas_Head_Protector_2Sik<F-type>(BellatoSpiritualistC)'
'6950','ihcwc55','NightWalker_FaceGuard_?<M-type>(CoraWarriorC)'
'6951','ihcrc55','NightWalker_FaceGuard_?<R-type>(CoraRangerC)'
'6952','ihcfc55','NightWalker_FaceGuard_?<F-type>(CoraSpiritualistC)'
'6953','ihawc55','Daidalos_Tactical_Head_Custom<M-type>(AccretiaWarriorC)'
'6954','iharc55','Daidalos_Tactical_Head_Custom<R-type>(AccretiaRangerC)'
'6955','ihafc55','Daidalos_Tactical_Head_Custom<L-type>(AccretiaLauncherC)'
'6956','ihqsa01','DarkRay_Normal_Siege_Goggles'
'6957','ihqsa02','DarkRay_Hunter_Goggles'
'6958','ihqsa03','DarkRay_Warlock_Amice'
'6959','ihqsa04','DarkRay_Small_Bone_Fullhelm'
'6960','ihqsa05','DarkRay_Crude_Hazard_Fullhelm'
'6961','ihqsa06','DarkRay_Middle_Sabbat_Amice'
'6962','ihqsa07','DarkRay_Beam_Head'
'6963','ihqsa08','DarkRay_Single_Press_Head'
'6964','ihqsa09','DarkRay_Basic_Bazooka_Head'
'6965','ihqsa10','DarkRay_Siege_Goggles'
'6966','ihqsa11','DarkRay_Chief_Hunter_Goggles'
'6967','ihqsa12','DarkRay_Field_Warlock_Amice'
'6968','ihqsa13','DarkRay_Hora_Fullhelm'
'6969','ihqsa14','DarkRay_Hazard_Fullhelm'
'6970','ihqsa15','DarkRay_Sabbat_Amice'
'6971','ihqsa16','DarkRay_Hora_Power_Head'
'6972','ihqsa17','DarkRay_Double_Press_Head'
'6973','ihqsa18','DarkRay_Normal_Bazooka_Head'
'6974','ihqsa19','DarkRay_Core_Goggles'
'6975','ihqsa20','DarkRay_Tiny_Ell_Goggles'
'6976','ihqsa21','DarkRay_Battle_Amice'
'6977','ihqsa22','DarkRay_Odins_Ra_Fullhelm'
'6978','ihqsa23','DarkRay_Limit_Glow_Fullhelm'
'6979','ihqsa24','DarkRay_Force_Amice'
'6980','ihqsa25','DarkRay_Silver_Head'
'6981','ihqsa26','DarkRay_Coat_Head'
'6982','ihqsa27','DarkRay_Bazooka_Head'
'6983','ihqsa28','DarkRay_Double_Core_Helm'
'6984','ihqsa29','DarkRay_Ell_Goggles'
'6985','ihqsa30','DarkRay_Bless_Amice'
'6986','ihqsa31','DarkRay_Odins_Helm'
'6987','ihqsa32','DarkRay_Glow_Helm'
'6988','ihqsa33','DarkRay_Itaco_Amice'
'6989','ihqsa34','DarkRay_Hora_Head'
'6990','ihqsa35','DarkRay_Hora_PowerPiece_Head'
'6991','ihqsa36','DarkRay_Basic_MissileLauncher_Head'
'6992','ihqsa37','DarkRay_Chip_Magnetic_Helm'
'6993','ihqsa38','DarkRay_Feather_Goggles'
'6994','ihqsa39','DarkRay_Simple_Baal_Amice'
'6995','ihqsa40','DarkRay_Rogue_Helm'
'6996','ihqsa41','DarkRay_Velocity_Helm'
'6997','ihqsa42','DarkRay_Shaman`s_Amice'
'6998','ihqsa43','DarkRay_Alloy_Head'
'6999','ihqsa44','DarkRay_Normal_Vacuum_Head'
'7000','ihqsa45','DarkRay_Normal_MissileLauncher_Head'
'7001','ihqsa46','DarkRay_Magnetic_Helm'
'7002','ihqsa47','DarkRay_Dragon_Feather_Goggles'
'7003','ihqsa48','DarkRay_Baal_Amice'
'7004','ihqsa49','DarkRay_Large_Rogue_Helm'
'7005','ihqsa50','DarkRay_Top_Velocity_Helm'
'7006','ihqsa51','DarkRay_Elixir_Amice'
'7007','ihqsa52','DarkRay_Top_Alloy_Head'
'7008','ihqsa53','DarkRay_Vacuum_Head'
'7009','ihqsa54','DarkRay_MissileLauncher_Head'
'7010','ihqsa55','DarkRay_Berserker_Helm'
'7011','ihqsa56','DarkRay_Small_Hora_Helm'
'7012','ihqsa57','DarkRay_Noble_Amice'
'7013','ihqsa58','DarkRay_JMHora_Helm'
'7014','ihqsa59','DarkRay_Ranger_Helm'
'7015','ihqsa60','DarkRay_Decem_Amice'
'7016','ihqsa61','DarkRay_PowerChute_Head'
'7017','ihqsa62','DarkRay_Hora_Piece_Head'
'7018','ihqsa63','DarkRay_Normal_EW_Head'
'7019','ihqsa64','DarkRay_Golden_Helm'
'7020','ihqsa65','DarkRay_Lease_Helmet'
'7021','ihqsa66','DarkRay_Noble_Hora_Amice'
'7022','ihqsa67','DarkRay_Bone_Helm'
'7023','ihqsa68','DarkRay_Azl_Rainment_Fullhelm'
'7024','ihqsa69','DarkRay_Dru_Amice'
'7025','ihqsa70','DarkRay_Temple_Beam_Head'
'7026','ihqsa71','DarkRay_Metal_Coat_Head'
'7027','ihqsa72','DarkRay_EW_Head'
'7028','ihqsa73','DarkRay_Legion_Helm'
'7029','ihqsa74','DarkRay_Lazy_Helm'
'7030','ihqsa75','DarkRay_Argo_Amice'
'7031','ihqsa76','DarkRay_Crusader_Fullhelm'
'7032','ihqsa77','DarkRay_Lunatic_Fullhelm'
'7033','ihqsa78','DarkRay_Storm_Amice'
'7034','ihqsa79','DarkRay_Titan_Head'
'7035','ihqsa80','DarkRay_Phantom_Head'
'7036','ihqsa81','DarkRay_COS_Head'
'7037','ihqsa82','DarkRay_Black_Magnetic_Helm'
'7038','ihqsa83','DarkRay_Black_Feather_Goggle'
'7039','ihqsa84','DarkRay_Black_Baal_Amice'
'7040','ihqsa85','DarkRay_Black_Rogue_Helm'
'7041','ihqsa86','DarkRay_Black_Velocity_Goggle'
'7042','ihqsa87','DarkRay_Black_Shaman_Amice'
'7043','ihqsa88','DarkRay_Black_Alloy_Head'
'7044','ihqsa89','DarkRay_Black_Vacuum_Head'
'7045','ihqsa90','DarkRay_Black_Launcher_Head'
'7046','ihbpc11','Cafe_Only_Warrior_Helm(Bellato)'
'7047','ihbpc12','Cafe_Only_Ranger_Helm(Bellato)'
'7048','ihbpc13','Cafe_Only_Force_Helm(Bellato)'
'7049','ihcpc11','Cafe_Only_Warrior_Helm(Cora)'
'7050','ihcpc12','Cafe_Only_Ranger_Helm(Cora)'
'7051','ihcpc13','Cafe_Only_Force_Helm(Cora)'
'7052','ihapc11','Cafe_Only_Warrior_Helm(Accretia)'
'7053','ihapc12','Cafe_Only_Ranger_Helm(Accretia)'
'7054','ihapc13','Cafe_Only_Launcher_Helm(Accretia)'
'7055','ihbpc21','Cafe_Only_Warrior_Helm(Bellato)'
'7056','ihbpc22','Cafe_Only_Ranger_Helm(Bellato)'
'7057','ihbpc23','Cafe_Only_Force_Helm(Bellato)'
'7058','ihcpc21','Cafe_Only_Warrior_Helm(Cora)'
'7059','ihcpc22','Cafe_Only_Ranger_Helm(Cora)'
'7060','ihcpc23','Cafe_Only_Force_Helm(Cora)'
'7061','ihapc21','Cafe_Only_Warrior_Helm(Accretia)'
'7062','ihapc22','Cafe_Only_Ranger_Helm(Accretia)'
'7063','ihapc23','Cafe_Only_Launcher_Helm(Accretia)'
'7064','ihbpc31','Cafe_Only_Warrior_Helm(Bellato)'
'7065','ihbpc32','Cafe_Only_Ranger_Helm(Bellato)'
'7066','ihbpc33','Cafe_Only_Force_Helm(Bellato)'
'7067','ihcpc31','Cafe_Only_Warrior_Helm(Cora)'
'7068','ihcpc32','Cafe_Only_Ranger_Helm(Cora)'
'7069','ihcpc33','Cafe_Only_Force_Helm(Cora)'
