'0','iwkna01','Dagger(A)'
'7943','iwmzc50','Pain_Intense_Hora_Hammer(45)'
'7944','iwmzd50','Smart_Intense_Hora_Hammer(45)'
'7945','iwmze50','Strong_Intense_Hora_Hammer(45)'
'7946','iwmzf50','Solid_Intense_Hora_Hammer(45)'
'7947','iwmzg50','Strength_Intense_Hora_Hammer(45)'
'7948','iwmzh50','Advanced_Strength_Intense_Hora_Hammer(45)'
'7949','iwmzi50','Vampire_Intense_Hora_Hammer(45)'
'7950','iwmzj50','Guardian_Intense_Hora_Hammer(45)'
'7951','iwmzk50','Sharp_Intense_Hora_Hammer(45)'
'7952','iwmzl50','Grand_Intense_Hora_Hammer(45)'
'7953','iwpza30','wind_Intense_Beem_Pike(25)'
'7954','iwpzb30','Endurance_Intense_Beem_Pike(25)'
'7955','iwpzc30','Pain_Intense_Beem_Pike(25)'
'7956','iwpzd30','Smart_Intense_Beem_Pike(25)'
'7957','iwpze30','Strong_Intense_Beem_Pike(25)'
'7958','iwpzf30','Solid_Intense_Beem_Pike(25)'
'7959','iwpzg30','Strength_Intense_Beem_Pike(25)'
'7960','iwpzh30','Advanced_Strength_Intense_Beem_Pike(25)'
'7961','iwpzi30','Vampire_Intense_Beem_Pike(25)'
'7962','iwpzj30','Guardian_Intense_Beem_Pike(25)'
'7963','iwpzk30','Sharp_Intense_Beem_Pike(25)'
'7964','iwpzl30','Grand_Intense_Beem_Pike(25)'
'7965','iwpza35','wind_Intense_Beem_Winged_Spear(30)'
'7966','iwpzb35','Endurance_Intense_Beem_Winged_Spear(30)'
'7967','iwpzc35','Pain_Intense_Beem_Winged_Spear(30)'
'7968','iwpzd35','Smart_Intense_Beem_Winged_Spear(30)'
'7969','iwpze35','Strong_Intense_Beem_Winged_Spear(30)'
'7970','iwpzf35','Solid_Intense_Beem_Winged_Spear(30)'
'7971','iwpzg35','Strength_Intense_Beem_Winged_Spear(30)'
'7972','iwpzh35','Advanced_Strength_Intense_Beem_Winged_Spear(30)'
'7973','iwpzi35','Vampire_Intense_Beem_Winged_Spear(30)'
'7974','iwpzj35','Guardian_Intense_Beem_Winged_Spear(30)'
'7975','iwpzk35','Sharp_Intense_Beem_Winged_Spear(30)'
'7976','iwpzl35','Grand_Intense_Beem_Winged_Spear(30)'
'7977','iwpza40','wind_Intense_Lance(35)'
'7978','iwpzb40','Endurance_Intense_Lance(35)'
'7979','iwpzc40','Pain_Intense_Lance(35)'
'7980','iwpzd40','Smart_Intense_Lance(35)'
'7981','iwpze40','Strong_Intense_Lance(35)'
'7982','iwpzf40','Solid_Intense_Lance(35)'
'7983','iwpzg40','Strength_Intense_Lance(35)'
'7984','iwpzh40','Advanced_Strength_Intense_Lance(35)'
'7985','iwpzi40','Vampire_Intense_Lance(35)'
'7986','iwpzj40','Guardian_Intense_Lance(35)'
'7987','iwpzk40','Sharp_Intense_Lance(35)'
'7988','iwpzl40','Grand_Intense_Lance(35)'
'7989','iwpza45','wind_Intense_Field_Lance(40)'
'7990','iwpzb45','Endurance_Intense_Field_Lance(40)'
'7991','iwpzc45','Pain_Intense_Field_Lance(40)'
'7992','iwpzd45','Smart_Intense_Field_Lance(40)'
'7993','iwpze45','Strong_Intense_Field_Lance(40)'
'7994','iwpzf45','Solid_Intense_Field_Lance(40)'
'7995','iwpzg45','Strength_Intense_Field_Lance(40)'
'7996','iwpzh45','Advanced_Strength_Intense_Field_Lance(40)'
'7997','iwpzi45','Vampire_Intense_Field_Lance(40)'
'7998','iwpzj45','Guardian_Intense_Field_Lance(40)'
'7999','iwpzk45','Sharp_Intense_Field_Lance(40)'
'8000','iwpzl45','Grand_Intense_Field_Lance(40)'
'8001','iwpza50','wind_Intense_Hora_Spear(45)'
'8002','iwpzb50','Endurance_Intense_Hora_Spear(45)'
'8003','iwpzc50','Pain_Intense_Hora_Spear(45)'
'8004','iwpzd50','Smart_Intense_Hora_Spear(45)'
'8005','iwpze50','Strong_Intense_Hora_Spear(45)'
'8006','iwpzf50','Solid_Intense_Hora_Spear(45)'
'8007','iwpzg50','Strength_Intense_Hora_Spear(45)'
'8008','iwpzh50','Advanced_Strength_Intense_Hora_Spear(45)'
'8009','iwpzi50','Vampire_Intense_Hora_Spear(45)'
'8010','iwpzj50','Guardian_Intense_Hora_Spear(45)'
'8011','iwpzk50','Sharp_Intense_Hora_Spear(45)'
'8012','iwpzl50','Grand_Intense_Hora_Spear(45)'
'8013','iwtza30','wind_Intense_Dual_Wand(25)'
'8014','iwtzb30','Endurance_Intense_Dual_Wand(25)'
'8015','iwtzc30','Pain_Intense_Dual_Wand(25)'
'8016','iwtzd30','Smart_Intense_Dual_Wand(25)'
'8017','iwtze30','Strong_Intense_Dual_Wand(25)'
'8018','iwtzf30','Solid_Intense_Dual_Wand(25)'
'8019','iwtzg30','Strength_Intense_Dual_Wand(25)'
'8020','iwtzh30','Advanced_Strength_Intense_Dual_Wand(25)'
'8021','iwtzi30','Vampire_Intense_Dual_Wand(25)'
'8022','iwtzj30','Guardian_Intense_Dual_Wand(25)'
'8023','iwtzk30','Sharp_Intense_Dual_Wand(25)'
'8024','iwtzl30','Grand_Intense_Dual_Wand(25)'
'8025','iwtza35','wind_Intense_Blue_Wand(30)'
'8026','iwtzb35','Endurance_Intense_Blue_Wand(30)'
'8027','iwtzc35','Pain_Intense_Blue_Wand(30)'
'8028','iwtzd35','Smart_Intense_Blue_Wand(30)'
'8029','iwtze35','Strong_Intense_Blue_Wand(30)'
'8030','iwtzf35','Solid_Intense_Blue_Wand(30)'
'8031','iwtzg35','Strength_Intense_Blue_Wand(30)'
'8032','iwtzh35','Advanced_Strength_Intense_Blue_Wand(30)'
'8033','iwtzi35','Vampire_Intense_Blue_Wand(30)'
'8034','iwtzj35','Guardian_Intense_Blue_Wand(30)'
'8035','iwtzk35','Sharp_Intense_Blue_Wand(30)'
'8036','iwtzl35','Grand_Intense_Blue_Wand(30)'
'8037','iwtza40','wind_Intense_Black_Stick_Bead(35)'
'8038','iwtzb40','Endurance_Intense_Black_Stick_Bead(35)'
'8039','iwtzc40','Pain_Intense_Black_Stick_Bead(35)'
'8040','iwtzd40','Smart_Intense_Black_Stick_Bead(35)'
'8041','iwtze40','Strong_Intense_Black_Stick_Bead(35)'
'8042','iwtzf40','Solid_Intense_Black_Stick_Bead(35)'
'8043','iwtzg40','Strength_Intense_Black_Stick_Bead(35)'
'8044','iwtzh40','Advanced_Strength_Intense_Black_Stick_Bead(35)'
'8045','iwtzi40','Vampire_Intense_Black_Stick_Bead(35)'
'8046','iwtzj40','Guardian_Intense_Black_Stick_Bead(35)'
'8047','iwtzk40','Sharp_Intense_Black_Stick_Bead(35)'
'8048','iwtzl40','Grand_Intense_Black_Stick_Bead(35)'
'8049','iwtza45','wind_Intense_Cycle_Staff(40)'
'8050','iwtzb45','Endurance_Intense_Cycle_Staff(40)'
'8051','iwtzc45','Pain_Intense_Cycle_Staff(40)'
'8052','iwtzd45','Smart_Intense_Cycle_Staff(40)'
'8053','iwtze45','Strong_Intense_Cycle_Staff(40)'
'8054','iwtzf45','Solid_Intense_Cycle_Staff(40)'
'8055','iwtzg45','Strength_Intense_Cycle_Staff(40)'
'8056','iwtzh45','Advanced_Strength_Intense_Cycle_Staff(40)'
'8057','iwtzi45','Vampire_Intense_Cycle_Staff(40)'
'8058','iwtzj45','Guardian_Intense_Cycle_Staff(40)'
'8059','iwtzk45','Sharp_Intense_Cycle_Staff(40)'
'8060','iwtzl45','Grand_Intense_Cycle_Staff(40)'
'8061','iwtza50','wind_Intense_Hora_Staff(45)'
'8062','iwtzb50','Endurance_Intense_Hora_Staff(45)'
'8063','iwtzc50','Pain_Intense_Hora_Staff(45)'
'8064','iwtzd50','Smart_Intense_Hora_Staff(45)'
'8065','iwtze50','Strong_Intense_Hora_Staff(45)'
'8066','iwtzf50','Solid_Intense_Hora_Staff(45)'
'8067','iwtzg50','Strength_Intense_Hora_Staff(45)'
'8068','iwtzh50','Advanced_Strength_Intense_Hora_Staff(45)'
'8069','iwtzi50','Vampire_Intense_Hora_Staff(45)'
'8070','iwtzj50','Guardian_Intense_Hora_Staff(45)'
'8071','iwtzk50','Sharp_Intense_Hora_Staff(45)'
'8072','iwtzl50','Grand_Intense_Hora_Staff(45)'
'8073','iwfza30','wind_Intense_Lightning_Gun(25)'
'8074','iwfzb30','Endurance_Intense_Lightning_Gun(25)'
'8075','iwfzc30','Pain_Intense_Lightning_Gun(25)'
'8076','iwfzd30','Smart_Intense_Lightning_Gun(25)'
'8077','iwfze30','Strong_Intense_Lightning_Gun(25)'
'8078','iwfzf30','Solid_Intense_Lightning_Gun(25)'
'8079','iwfzg30','Strength_Intense_Lightning_Gun(25)'
'8080','iwfzh30','Advanced_Strength_Intense_Lightning_Gun(25)'
'8081','iwfzi30','Vampire_Intense_Lightning_Gun(25)'
'8082','iwfzj30','Guardian_Intense_Lightning_Gun(25)'
'8083','iwfzk30','Sharp_Intense_Lightning_Gun(25)'
'8084','iwfzl30','Grand_Intense_Lightning_Gun(25)'
'8085','iwfza35','wind_Intense_Gatling_Gun(30)'
'8086','iwfzb35','Endurance_Intense_Gatling_Gun(30)'
'8087','iwfzc35','Pain_Intense_Gatling_Gun(30)'
'8088','iwfzd35','Smart_Intense_Gatling_Gun(30)'
'8089','iwfze35','Strong_Intense_Gatling_Gun(30)'
'8090','iwfzf35','Solid_Intense_Gatling_Gun(30)'
'8091','iwfzg35','Strength_Intense_Gatling_Gun(30)'
'8092','iwfzh35','Advanced_Strength_Intense_Gatling_Gun(30)'
'8093','iwfzi35','Vampire_Intense_Gatling_Gun(30)'
'8094','iwfzj35','Guardian_Intense_Gatling_Gun(30)'
'8095','iwfzk35','Sharp_Intense_Gatling_Gun(30)'
'8096','iwfzl35','Grand_Intense_Gatling_Gun(30)'
'8097','iwfza40','wind_Intense_Bolt_Rifle(35)'
'8098','iwfzb40','Endurance_Intense_Bolt_Rifle(35)'
'8099','iwfzc40','Pain_Intense_Bolt_Rifle(35)'
'8100','iwfzd40','Smart_Intense_Bolt_Rifle(35)'
'8101','iwfze40','Strong_Intense_Bolt_Rifle(35)'
'8102','iwfzf40','Solid_Intense_Bolt_Rifle(35)'
'8103','iwfzg40','Strength_Intense_Bolt_Rifle(35)'
'8104','iwfzh40','Advanced_Strength_Intense_Bolt_Rifle(35)'
'8105','iwfzi40','Vampire_Intense_Bolt_Rifle(35)'
'8106','iwfzj40','Guardian_Intense_Bolt_Rifle(35)'
'8107','iwfzk40','Sharp_Intense_Bolt_Rifle(35)'
'8108','iwfzl40','Grand_Intense_Bolt_Rifle(35)'
'8109','iwfza45','wind_Intense_Vulcan(40)'
'8110','iwfzb45','Endurance_Intense_Vulcan(40)'
'8111','iwfzc45','Pain_Intense_Vulcan(40)'
'8112','iwfzd45','Smart_Intense_Vulcan(40)'
'8113','iwfze45','Strong_Intense_Vulcan(40)'
'8114','iwfzf45','Solid_Intense_Vulcan(40)'
'8115','iwfzg45','Strength_Intense_Vulcan(40)'
'8116','iwfzh45','Advanced_Strength_Intense_Vulcan(40)'
'8117','iwfzi45','Vampire_Intense_Vulcan(40)'
'8118','iwfzj45','Guardian_Intense_Vulcan(40)'
'8119','iwfzk45','Sharp_Intense_Vulcan(40)'
'8120','iwfzl45','Grand_Intense_Vulcan(40)'
'8121','iwfza50','wind_Intense_Hora_Vulcan(45)'
'8122','iwfzb50','Endurance_Intense_Hora_Vulcan(45)'
'8123','iwfzc50','Pain_Intense_Hora_Vulcan(45)'
'8124','iwfzd50','Smart_Intense_Hora_Vulcan(45)'
'8125','iwfze50','Strong_Intense_Hora_Vulcan(45)'
'8126','iwfzf50','Solid_Intense_Hora_Vulcan(45)'
'8127','iwfzg50','Strength_Intense_Hora_Vulcan(45)'
'8128','iwfzh50','Advanced_Strength_Intense_Hora_Vulcan(45)'
'8129','iwfzi50','Vampire_Intense_Hora_Vulcan(45)'
'8130','iwfzj50','Guardian_Intense_Hora_Vulcan(45)'
'8131','iwfzk50','Sharp_Intense_Hora_Vulcan(45)'
'8132','iwfzl50','Grand_Intense_Hora_Vulcan(45)'
'8133','iwbza30','wind_Intense_Seize_Bow(25)'
'8134','iwbzb30','Endurance_Intense_Seize_Bow(25)'
'8135','iwbzc30','Pain_Intense_Seize_Bow(25)'
'8136','iwbzd30','Smart_Intense_Seize_Bow(25)'
'8137','iwbze30','Strong_Intense_Seize_Bow(25)'
'8138','iwbzf30','Solid_Intense_Seize_Bow(25)'
'8139','iwbzg30','Strength_Intense_Seize_Bow(25)'
'8140','iwbzh30','Advanced_Strength_Intense_Seize_Bow(25)'
'8141','iwbzi30','Vampire_Intense_Seize_Bow(25)'
'8142','iwbzj30','Guardian_Intense_Seize_Bow(25)'
'8143','iwbzk30','Sharp_Intense_Seize_Bow(25)'
'8144','iwbzl30','Grand_Intense_Seize_Bow(25)'
'8145','iwbza35','wind_Intense_Gun_Bow(30)'
'8146','iwbzb35','Endurance_Intense_Gun_Bow(30)'
'8147','iwbzc35','Pain_Intense_Gun_Bow(30)'
'8148','iwbzd35','Smart_Intense_Gun_Bow(30)'
'8149','iwbze35','Strong_Intense_Gun_Bow(30)'
'8150','iwbzf35','Solid_Intense_Gun_Bow(30)'
'8151','iwbzg35','Strength_Intense_Gun_Bow(30)'
'8152','iwbzh35','Advanced_Strength_Intense_Gun_Bow(30)'
'8153','iwbzi35','Vampire_Intense_Gun_Bow(30)'
'8154','iwbzj35','Guardian_Intense_Gun_Bow(30)'
'8155','iwbzk35','Sharp_Intense_Gun_Bow(30)'
'8156','iwbzl35','Grand_Intense_Gun_Bow(30)'
'8157','iwbza40','wind_Intense_Beem_Seize_Bow(35)'
'8158','iwbzb40','Endurance_Intense_Beem_Seize_Bow(35)'
'8159','iwbzc40','Pain_Intense_Beem_Seize_Bow(35)'
'8160','iwbzd40','Smart_Intense_Beem_Seize_Bow(35)'
'8161','iwbze40','Strong_Intense_Beem_Seize_Bow(35)'
'8162','iwbzf40','Solid_Intense_Beem_Seize_Bow(35)'
'8163','iwbzg40','Strength_Intense_Beem_Seize_Bow(35)'
'8164','iwbzh40','Advanced_Strength_Intense_Beem_Seize_Bow(35)'
'8165','iwbzi40','Vampire_Intense_Beem_Seize_Bow(35)'
'8166','iwbzj40','Guardian_Intense_Beem_Seize_Bow(35)'
'8167','iwbzk40','Sharp_Intense_Beem_Seize_Bow(35)'
'8168','iwbzl40','Grand_Intense_Beem_Seize_Bow(35)'
'8169','iwbza45','wind_Intense_Beem_Gun_Bow(40)'
'8170','iwbzb45','Endurance_Intense_Beem_Gun_Bow(40)'
'8171','iwbzc45','Pain_Intense_Beem_Gun_Bow(40)'
'8172','iwbzd45','Smart_Intense_Beem_Gun_Bow(40)'
'8173','iwbze45','Strong_Intense_Beem_Gun_Bow(40)'
'8174','iwbzf45','Solid_Intense_Beem_Gun_Bow(40)'
'8175','iwbzg45','Strength_Intense_Beem_Gun_Bow(40)'
'8176','iwbzh45','Advanced_Strength_Intense_Beem_Gun_Bow(40)'
'8177','iwbzi45','Vampire_Intense_Beem_Gun_Bow(40)'
'8178','iwbzj45','Guardian_Intense_Beem_Gun_Bow(40)'
'8179','iwbzk45','Sharp_Intense_Beem_Gun_Bow(40)'
'8180','iwbzl45','Grand_Intense_Beem_Gun_Bow(40)'
'8181','iwbza50','wind_Intense_Hora_Bow(45)'
'8182','iwbzb50','Endurance_Intense_Hora_Bow(45)'
'8183','iwbzc50','Pain_Intense_Hora_Bow(45)'
'8184','iwbzd50','Smart_Intense_Hora_Bow(45)'
'8185','iwbze50','Strong_Intense_Hora_Bow(45)'
'8186','iwbzf50','Solid_Intense_Hora_Bow(45)'
'8187','iwbzg50','Strength_Intense_Hora_Bow(45)'
'8188','iwbzh50','Advanced_Strength_Intense_Hora_Bow(45)'
'8189','iwbzi50','Vampire_Intense_Hora_Bow(45)'
'8190','iwbzj50','Guardian_Intense_Hora_Bow(45)'
'8191','iwbzk50','Sharp_Intense_Hora_Bow(45)'
'8192','iwbzl50','Grand_Intense_Hora_Bow(45)'
'8193','iwuza30','wind_Intense_Cannon(25)'
'8194','iwuzb30','Endurance_Intense_Cannon(25)'
'8195','iwuzc30','Pain_Intense_Cannon(25)'
'8196','iwuzd30','Smart_Intense_Cannon(25)'
'8197','iwuze30','Strong_Intense_Cannon(25)'
'8198','iwuzf30','Solid_Intense_Cannon(25)'
'8199','iwuzg30','Strength_Intense_Cannon(25)'
'8200','iwuzh30','Advanced_Strength_Intense_Cannon(25)'
'8201','iwuzi30','Vampire_Intense_Cannon(25)'
'8202','iwuzj30','Guardian_Intense_Cannon(25)'
'8203','iwuzk30','Sharp_Intense_Cannon(25)'
'8204','iwuzl30','Grand_Intense_Cannon(25)'
'8205','iwuza35','wind_Intense_Bazooka(30)'
'8206','iwuzb35','Endurance_Intense_Bazooka(30)'
'8207','iwuzc35','Pain_Intense_Bazooka(30)'
'8208','iwuzd35','Smart_Intense_Bazooka(30)'
'8209','iwuze35','Strong_Intense_Bazooka(30)'
'8210','iwuzf35','Solid_Intense_Bazooka(30)'
'8211','iwuzg35','Strength_Intense_Bazooka(30)'
'8212','iwuzh35','Advanced_Strength_Intense_Bazooka(30)'
'8213','iwuzi35','Vampire_Intense_Bazooka(30)'
'8214','iwuzj35','Guardian_Intense_Bazooka(30)'
'8215','iwuzk35','Sharp_Intense_Bazooka(30)'
'8216','iwuzl35','Grand_Intense_Bazooka(30)'
'8217','iwuza40','wind_Intense_Launcher40(35)'
'8218','iwuzb40','Endurance_Intense_Launcher40(35)'
'8219','iwuzc40','Pain_Intense_Launcher40(35)'
'8220','iwuzd40','Smart_Intense_Launcher40(35)'
'8221','iwuze40','Strong_Intense_Launcher40(35)'
'8222','iwuzf40','Solid_Intense_Launcher40(35)'
'8223','iwuzg40','Strength_Intense_Launcher40(35)'
'8224','iwuzh40','Advanced_Strength_Intense_Launcher40(35)'
'8225','iwuzi40','Vampire_Intense_Launcher40(35)'
'8226','iwuzj40','Guardian_Intense_Launcher40(35)'
'8227','iwuzk40','Sharp_Intense_Launcher40(35)'
'8228','iwuzl40','Grand_Intense_Launcher40(35)'
'8229','iwuza45','wind_Intense_Missile_Launcher(40)'
'8230','iwuzb45','Endurance_Intense_Missile_Launcher(40)'
'8231','iwuzc45','Pain_Intense_Missile_Launcher(40)'
'8232','iwuzd45','Smart_Intense_Missile_Launcher(40)'
'8233','iwuze45','Strong_Intense_Missile_Launcher(40)'
'8234','iwuzf45','Solid_Intense_Missile_Launcher(40)'
'8235','iwuzg45','Strength_Intense_Missile_Launcher(40)'
'8236','iwuzh45','Advanced_Strength_Intense_Missile_Launcher(40)'
'8237','iwuzi45','Vampire_Intense_Missile_Launcher(40)'
'8238','iwuzj45','Guardian_Intense_Missile_Launcher(40)'
'8239','iwuzk45','Sharp_Intense_Missile_Launcher(40)'
'8240','iwuzl45','Grand_Intense_Missile_Launcher(40)'
'8241','iwuza50','wind_Intense_Launcher50(45)'
'8242','iwuzb50','Endurance_Intense_Launcher50(45)'
'8243','iwuzc50','Pain_Intense_Launcher50(45)'
'8244','iwuzd50','Smart_Intense_Launcher50(45)'
'8245','iwuze50','Strong_Intense_Launcher50(45)'
'8246','iwuzf50','Solid_Intense_Launcher50(45)'
'8247','iwuzg50','Strength_Intense_Launcher50(45)'
'8248','iwuzh50','Advanced_Strength_Intense_Launcher50(45)'
'8249','iwuzi50','Vampire_Intense_Launcher50(45)'
'8250','iwuzj50','Guardian_Intense_Launcher50(45)'
'8251','iwuzk50','Sharp_Intense_Launcher50(45)'
'8252','iwuzl50','Grand_Intense_Launcher50(45)'
'8253','iwaza30','wind_Intense_Faust30(25)'
'8254','iwazb30','Endurance_Intense_Faust30(25)'
'8255','iwazc30','Pain_Intense_Faust30(25)'
'8256','iwazd30','Smart_Intense_Faust30(25)'
'8257','iwaze30','Strong_Intense_Faust30(25)'
'8258','iwazf30','Solid_Intense_Faust30(25)'
'8259','iwazg30','Strength_Intense_Faust30(25)'
'8260','iwazh30','Advanced_Strength_Intense_Faust30(25)'
'8261','iwazi30','Vampire_Intense_Faust30(25)'
'8262','iwazj30','Guardian_Intense_Faust30(25)'
'8263','iwazk30','Sharp_Intense_Faust30(25)'
'8264','iwazl30','Grand_Intense_Faust30(25)'
'8265','iwaza35','wind_Intense_Faust35(30)'
'8266','iwazb35','Endurance_Intense_Faust35(30)'
'8267','iwazc35','Pain_Intense_Faust35(30)'
'8268','iwazd35','Smart_Intense_Faust35(30)'
'8269','iwaze35','Strong_Intense_Faust35(30)'
'8270','iwazf35','Solid_Intense_Faust35(30)'
'8271','iwazg35','Strength_Intense_Faust35(30)'
'8272','iwazh35','Advanced_Strength_Intense_Faust35(30)'
'8273','iwazi35','Vampire_Intense_Faust35(30)'
'8274','iwazj35','Guardian_Intense_Faust35(30)'
'8275','iwazk35','Sharp_Intense_Faust35(30)'
'8276','iwazl35','Grand_Intense_Faust35(30)'
'8277','iwaza40','wind_Intense_Faust40(35)'
'8278','iwazb40','Endurance_Intense_Faust40(35)'
'8279','iwazc40','Pain_Intense_Faust40(35)'
'8280','iwazd40','Smart_Intense_Faust40(35)'
'8281','iwaze40','Strong_Intense_Faust40(35)'
'8282','iwazf40','Solid_Intense_Faust40(35)'
'8283','iwazg40','Strength_Intense_Faust40(35)'
'8284','iwazh40','Advanced_Strength_Intense_Faust40(35)'
'8285','iwazi40','Vampire_Intense_Faust40(35)'
'8286','iwazj40','Guardian_Intense_Faust40(35)'
'8287','iwazk40','Sharp_Intense_Faust40(35)'
'8288','iwazl40','Grand_Intense_Faust40(35)'
'8289','iwaza45','wind_Intense_Faust45(40)'
'8290','iwazb45','Endurance_Intense_Faust45(40)'
'8291','iwazc45','Pain_Intense_Faust45(40)'
'8292','iwazd45','Smart_Intense_Faust45(40)'
'8293','iwaze45','Strong_Intense_Faust45(40)'
'8294','iwazf45','Solid_Intense_Faust45(40)'
'8295','iwazg45','Strength_Intense_Faust45(40)'
'8296','iwazh45','Advanced_Strength_Intense_Faust45(40)'
'8297','iwazi45','Vampire_Intense_Faust45(40)'
'8298','iwazj45','Guardian_Intense_Faust45(40)'
'8299','iwazk45','Sharp_Intense_Faust45(40)'
'8300','iwazl45','Grand_Intense_Faust45(40)'
'8301','iwaza50','wind_Intense_Hora_Paust(45)'
'8302','iwazb50','Endurance_Intense_Hora_Paust(45)'
'8303','iwazc50','Pain_Intense_Hora_Paust(45)'
'8304','iwazd50','Smart_Intense_Hora_Paust(45)'
'8305','iwaze50','Strong_Intense_Hora_Paust(45)'
'8306','iwazf50','Solid_Intense_Hora_Paust(45)'
'8307','iwazg50','Strength_Intense_Hora_Paust(45)'
'8308','iwazh50','Advanced_Strength_Intense_Hora_Paust(45)'
'8309','iwazi50','Vampire_Intense_Hora_Paust(45)'
'8310','iwazj50','Guardian_Intense_Hora_Paust(45)'
'8311','iwazk50','Sharp_Intense_Hora_Paust(45)'
'8312','iwazl50','Grand_Intense_Hora_Paust(45)'
'8313','iwlza30','wind_Intense_Flamthrower30(25)'
'8314','iwlzb30','Endurance_Intense_Flamthrower30(25)'
'8315','iwlzc30','Pain_Intense_Flamthrower30(25)'
'8316','iwlzd30','Smart_Intense_Flamthrower30(25)'
'8317','iwlze30','Strong_Intense_Flamthrower30(25)'
'8318','iwlzf30','Solid_Intense_Flamthrower30(25)'
'8319','iwlzg30','Strength_Intense_Flamthrower30(25)'
'8320','iwlzh30','Advanced_Strength_Intense_Flamthrower30(25)'
'8321','iwlzi30','Vampire_Intense_Flamthrower30(25)'
'8322','iwlzj30','Guardian_Intense_Flamthrower30(25)'
'8323','iwlzk30','Sharp_Intense_Flamthrower30(25)'
'8324','iwlzl30','Grand_Intense_Flamthrower30(25)'
'8325','iwlza35','wind_Intense_Flamthrower35(30)'
'8326','iwlzb35','Endurance_Intense_Flamthrower35(30)'
'8327','iwlzc35','Pain_Intense_Flamthrower35(30)'
'8328','iwlzd35','Smart_Intense_Flamthrower35(30)'
'8329','iwlze35','Strong_Intense_Flamthrower35(30)'
'8330','iwlzf35','Solid_Intense_Flamthrower35(30)'
'8331','iwlzg35','Strength_Intense_Flamthrower35(30)'
'8332','iwlzh35','Advanced_Strength_Intense_Flamthrower35(30)'
'8333','iwlzi35','Vampire_Intense_Flamthrower35(30)'
'8334','iwlzj35','Guardian_Intense_Flamthrower35(30)'
'8335','iwlzk35','Sharp_Intense_Flamthrower35(30)'
'8336','iwlzl35','Grand_Intense_Flamthrower35(30)'
'8337','iwlza40','wind_Intense_Flamethrower(35)'
'8338','iwlzb40','Endurance_Intense_Flamethrower(35)'
'8339','iwlzc40','Pain_Intense_Flamethrower(35)'
'8340','iwlzd40','Smart_Intense_Flamethrower(35)'
'8341','iwlze40','Strong_Intense_Flamethrower(35)'
'8342','iwlzf40','Solid_Intense_Flamethrower(35)'
'8343','iwlzg40','Strength_Intense_Flamethrower(35)'
'8344','iwlzh40','Advanced_Strength_Intense_Flamethrower(35)'
'8345','iwlzi40','Vampire_Intense_Flamethrower(35)'
'8346','iwlzj40','Guardian_Intense_Flamethrower(35)'
'8347','iwlzk40','Sharp_Intense_Flamethrower(35)'
'8348','iwlzl40','Grand_Intense_Flamethrower(35)'
'8349','iwlza45','wind_Intense_Flamthrower45(40)'
'8350','iwlzb45','Endurance_Intense_Flamthrower45(40)'
'8351','iwlzc45','Pain_Intense_Flamthrower45(40)'
'8352','iwlzd45','Smart_Intense_Flamthrower45(40)'
'8353','iwlze45','Strong_Intense_Flamthrower45(40)'
'8354','iwlzf45','Solid_Intense_Flamthrower45(40)'
'8355','iwlzg45','Strength_Intense_Flamthrower45(40)'
'8356','iwlzh45','Advanced_Strength_Intense_Flamthrower45(40)'
'8357','iwlzi45','Vampire_Intense_Flamthrower45(40)'
'8358','iwlzj45','Guardian_Intense_Flamthrower45(40)'
'8359','iwlzk45','Sharp_Intense_Flamthrower45(40)'
'8360','iwlzl45','Grand_Intense_Flamthrower45(40)'
'8361','iwlza50','wind_Intense_Flamthrower50(45)'
'8362','iwlzb50','Endurance_Intense_Flamthrower50(45)'
'8363','iwlzc50','Pain_Intense_Flamthrower50(45)'
'8364','iwlzd50','Smart_Intense_Flamthrower50(45)'
'8365','iwlze50','Strong_Intense_Flamthrower50(45)'
'8366','iwlzf50','Solid_Intense_Flamthrower50(45)'
'8367','iwlzg50','Strength_Intense_Flamthrower50(45)'
'8368','iwlzh50','Advanced_Strength_Intense_Flamthrower50(45)'
'8369','iwlzi50','Vampire_Intense_Flamthrower50(45)'
'8370','iwlzj50','Guardian_Intense_Flamthrower50(45)'
'8371','iwlzk50','Sharp_Intense_Flamthrower50(45)'
'8372','iwlzl50','Grand_Intense_Flamthrower50(45)'
'8373','iwchr01','Christmas_Elemental_Dual_Swords(D)'
'8374','iwkxa40','Leon`s_Gun_Blade(1)'
'8375','iwkxb40','Leon`s_Gun_Blade(2)'
'8376','iwkxc40','Leon`s_Gun_Blade(3)'
'8377','iwsxa40','Leon`s_Lance(1)'
'8378','iwsxb40','Leon`s_Lance(2)'
'8379','iwsxc40','Leon`s_Lance(3)'
'8380','iwtxa40','Leon`s_Black_Stickbead(1)'
'8381','iwtxb40','Leon`s_Black_Stickbead(2)'
'8382','iwtxc40','Leon`s_Black_Stickbead(3)'
'8383','iwbxa40','Leon`s_Beam_Siege_Bow(1)'
'8384','iwbxb40','Leon`s_Beam_Siege_Bow(2)'
'8385','iwbxc40','Leon`s_Beam_Siege_Bow(3)'
'8386','iwfxa40','Leon`s_Bolt_Rifle(1)'
'8387','iwfxb40','Leon`s_Bolt_Rifle(2)'
'8388','iwfxc40','Leon`s_Bolt_Rifle(3)'
'8389','iwlxa40','Leon`s_Thrower(1)'
'8390','iwlxb40','Leon`s_Thrower(2)'
