'0','ildbf01','Default_Bellato_Male_Pants1'
'5282','ilrws60','Strong_Intense_Dark_Bone_Trouser(C)'
'5283','ilrwt60','Solid_Intense_Dark_Bone_Trouser(C)'
'5284','ilrwu60','Strength_Intense_Dark_Bone_Trouser(C)'
'5285','ilrwv60','Protection_Intense_Dark_Bone_Trouser(C)'
'5286','ilrww60','Vampire_Intense_Dark_Bone_Trouser(C)'
'5287','ilrwx60','Guardian_Intense_Dark_Bone_Trouser(C)'
'5288','ilrwy60','Sharp_Intense_Dark_Bone_Trouser(C)'
'5289','ilrwz60','Endurance_Intense_Dark_Bone_Trouser(C)'
'5290','ilrrq55','Advance_Strength_Intense_Black_Velocity_Slacks(C)'
'5291','ilrrr55','Fine_Intense_Black_Velocity_Slacks(C)'
'5292','ilrrs55','Strong_Intense_Black_Velocity_Slacks(C)'
'5293','ilrrt55','Solid_Intense_Black_Velocity_Slacks(C)'
'5294','ilrru55','Strength_Intense_Black_Velocity_Slacks(C)'
'5295','ilrrv55','Protection_Intense_Black_Velocity_Slacks(C)'
'5296','ilrrw55','Vampire_Intense_Black_Velocity_Slacks(C)'
'5297','ilrrx55','Guardian_Intense_Black_Velocity_Slacks(C)'
'5298','ilrry55','Sharp_Intense_Black_Velocity_Slacks(C)'
'5299','ilrrz55','Endurance_Intense_Black_Velocity_Slacks(C)'
'5300','ilrrq60','Advance_Strength_Intense_Dark_Raiment_Slacks(C)'
'5301','ilrrr60','Fine_Intense_Dark_Raiment_Slacks(C)'
'5302','ilrrs60','Strong_Intense_Dark_Raiment_Slacks(C)'
'5303','ilrrt60','Solid_Intense_Dark_Raiment_Slacks(C)'
'5304','ilrru60','Strength_Intense_Dark_Raiment_Slacks(C)'
'5305','ilrrv60','Protection_Intense_Dark_Raiment_Slacks(C)'
'5306','ilrrw60','Vampire_Intense_Dark_Raiment_Slacks(C)'
'5307','ilrrx60','Guardian_Intense_Dark_Raiment_Slacks(C)'
'5308','ilrry60','Sharp_Intense_Dark_Raiment_Slacks(C)'
'5309','ilrrz60','Endurance_Intense_Dark_Raiment_Slacks(C)'
'5310','ilrfq55','Advance_Strength_Intense_Black_Shaman_Trouser(C)'
'5311','ilrfr55','Fine_Intense_Black_Shaman_Trouser(C)'
'5312','ilrfs55','Strong_Intense_Black_Shaman_Trouser(C)'
'5313','ilrft55','Solid_Intense_Black_Shaman_Trouser(C)'
'5314','ilrfu55','Strength_Intense_Black_Shaman_Trouser(C)'
'5315','ilrfv55','Protection_Intense_Black_Shaman_Trouser(C)'
'5316','ilrfw55','Vampire_Intense_Black_Shaman_Trouser(C)'
'5317','ilrfx55','Guardian_Intense_Black_Shaman_Trouser(C)'
'5318','ilrfy55','Sharp_Intense_Black_Shaman_Trouser(C)'
'5319','ilrfz55','Endurance_Intense_Black_Shaman_Trouser(C)'
'5320','ilrfq60','Advance_Strength_Intense_Dark_Dru_Trouser(C)'
'5321','ilrfr60','Fine_Intense_Dark_Dru_Trouser(C)'
'5322','ilrfs60','Strong_Intense_Dark_Dru_Trouser(C)'
'5323','ilrft60','Solid_Intense_Dark_Dru_Trouser(C)'
'5324','ilrfu60','Strength_Intense_Dark_Dru_Trouser(C)'
'5325','ilrfv60','Protection_Intense_Dark_Dru_Trouser(C)'
'5326','ilrfw60','Vampire_Intense_Dark_Dru_Trouser(C)'
'5327','ilrfx60','Guardian_Intense_Dark_Dru_Trouser(C)'
'5328','ilrfy60','Sharp_Intense_Dark_Dru_Trouser(C)'
'5329','ilrfz60','Endurance_Intense_Dark_Dru_Trouser(C)'
'5330','ilfwq55','Advance_Strength_Intense_Black_Alloy_Leg(C)'
'5331','ilfwr55','Fine_Intense_Black_Alloy_Leg(C)'
'5332','ilfws55','Strong_Intense_Black_Alloy_Leg(C)'
'5333','ilfwt55','Solid_Intense_Black_Alloy_Leg(C)'
'5334','ilfwu55','Strength_Intense_Black_Alloy_Leg(C)'
'5335','ilfwv55','Protection_Intense_Black_Alloy_Leg(C)'
'5336','ilfww55','Vampire_Intense_Black_Alloy_Leg(C)'
'5337','ilfwx55','Guardian_Intense_Black_Alloy_Leg(C)'
'5338','ilfwy55','Sharp_Intense_Black_Alloy_Leg(C)'
'5339','ilfwz55','Endurance_Intense_Black_Alloy_Leg(C)'
'5340','ilfwq60','Advance_Strength_Intense_Dark_Beam_Leg(C)'
'5341','ilfwr60','Fine_Intense_Dark_Beam_Leg(C)'
'5342','ilfws60','Strong_Intense_Dark_Beam_Leg(C)'
'5343','ilfwt60','Solid_Intense_Dark_Beam_Leg(C)'
'5344','ilfwu60','Strength_Intense_Dark_Beam_Leg(C)'
'5345','ilfwv60','Protection_Intense_Dark_Beam_Leg(C)'
'5346','ilfww60','Vampire_Intense_Dark_Beam_Leg(C)'
'5347','ilfwx60','Guardian_Intense_Dark_Beam_Leg(C)'
'5348','ilfwy60','Sharp_Intense_Dark_Beam_Leg(C)'
'5349','ilfwz60','Endurance_Intense_Dark_Beam_Leg(C)'
'5350','ilfrq55','Advance_Strength_Intense_Black_Vacuum_Leg(C)'
'5351','ilfrr55','Fine_Intense_Black_Vacuum_Leg(C)'
'5352','ilfrs55','Strong_Intense_Black_Vacuum_Leg(C)'
'5353','ilfrt55','Solid_Intense_Black_Vacuum_Leg(C)'
'5354','ilfru55','Strength_Intense_Black_Vacuum_Leg(C)'
'5355','ilfrv55','Protection_Intense_Black_Vacuum_Leg(C)'
'5356','ilfrw55','Vampire_Intense_Black_Vacuum_Leg(C)'
'5357','ilfrx55','Guardian_Intense_Black_Vacuum_Leg(C)'
'5358','ilfry55','Sharp_Intense_Black_Vacuum_Leg(C)'
'5359','ilfrz55','Endurance_Intense_Black_Vacuum_Leg(C)'
'5360','ilfrq60','Advance_Strength_Intense_Dark_Fur_Leg(C)'
'5361','ilfrr60','Fine_Intense_Dark_Fur_Leg(C)'
'5362','ilfrs60','Strong_Intense_Dark_Fur_Leg(C)'
'5363','ilfrt60','Solid_Intense_Dark_Fur_Leg(C)'
'5364','ilfru60','Strength_Intense_Dark_Fur_Leg(C)'
'5365','ilfrv60','Protection_Intense_Dark_Fur_Leg(C)'
'5366','ilfrw60','Vampire_Intense_Dark_Fur_Leg(C)'
'5367','ilfrx60','Guardian_Intense_Dark_Fur_Leg(C)'
'5368','ilfry60','Sharp_Intense_Dark_Fur_Leg(C)'
'5369','ilfrz60','Endurance_Intense_Dark_Fur_Leg(C)'
'5370','ilffq55','Advance_Strength_Intense_Black_Launcher_Leg(C)'
'5371','ilffr55','Fine_Intense_Black_Launcher_Leg(C)'
'5372','ilffs55','Strong_Intense_Black_Launcher_Leg(C)'
'5373','ilfft55','Solid_Intense_Black_Launcher_Leg(C)'
'5374','ilffu55','Strength_Intense_Black_Launcher_Leg(C)'
'5375','ilffv55','Protection_Intense_Black_Launcher_Leg(C)'
'5376','ilffw55','Vampire_Intense_Black_Launcher_Leg(C)'
'5377','ilffx55','Guardian_Intense_Black_Launcher_Leg(C)'
'5378','ilffy55','Sharp_Intense_Black_Launcher_Leg(C)'
'5379','ilffz55','Endurance_Intense_Black_Launcher_Leg(C)'
'5380','ilffq60','Advance_Strength_Intense_Dark_EW_Leg(C)'
'5381','ilffr60','Fine_Intense_Dark_EW_Leg(C)'
'5382','ilffs60','Strong_Intense_Dark_EW_Leg(C)'
'5383','ilfft60','Solid_Intense_Dark_EW_Leg(C)'
'5384','ilffu60','Strength_Intense_Dark_EW_Leg(C)'
'5385','ilffv60','Protection_Intense_Dark_EW_Leg(C)'
'5386','ilffw60','Vampire_Intense_Dark_EW_Leg(C)'
'5387','ilffx60','Guardian_Intense_Dark_EW_Leg(C)'
'5388','ilffy60','Sharp_Intense_Dark_EW_Leg(C)'
'5389','ilffz60','Endurance_Intense_Dark_EW_Leg(C)'
'5390','ilmwq55','Advance_Strength_Intense_Black_Magnetic_Trouser(C)'
'5391','ilmwr55','Fine_Intense_Black_Magnetic_Trouser(C)'
'5392','ilmws55','Strong_Intense_Black_Magnetic_Trouser(C)'
'5393','ilmwt55','Solid_Intense_Black_Magnetic_Trouser(C)'
'5394','ilmwu55','Strength_Intense_Black_Magnetic_Trouser(C)'
'5395','ilmwv55','Protection_Intense_Black_Magnetic_Trouser(C)'
'5396','ilmww55','Vampire_Intense_Black_Magnetic_Trouser(C)'
'5397','ilmwx55','Guardian_Intense_Black_Magnetic_Trouser(C)'
'5398','ilmwy55','Sharp_Intense_Black_Magnetic_Trouser(C)'
'5399','ilmwz55','Endurance_Intense_Black_Magnetic_Trouser(C)'
'5400','ilmwq60','Advance_Strength_Intense_Dark_Golden_Trouser(C)'
'5401','ilmwr60','Fine_Intense_Dark_Golden_Trouser(C)'
'5402','ilmws60','Strong_Intense_Dark_Golden_Trouser(C)'
'5403','ilmwt60','Solid_Intense_Dark_Golden_Trouser(C)'
'5404','ilmwu60','Strength_Intense_Dark_Golden_Trouser(C)'
'5405','ilmwv60','Protection_Intense_Dark_Golden_Trouser(C)'
'5406','ilmww60','Vampire_Intense_Dark_Golden_Trouser(C)'
'5407','ilmwx60','Guardian_Intense_Dark_Golden_Trouser(C)'
'5408','ilmwy60','Sharp_Intense_Dark_Golden_Trouser(C)'
'5409','ilmwz60','Endurance_Intense_Dark_Golden_Trouser(C)'
'5410','ilmrq55','Advance_Strength_Intense_Black_Feather_Slacks(C)'
'5411','ilmrr55','Fine_Intense_Black_Feather_Slacks(C)'
'5412','ilmrs55','Strong_Intense_Black_Feather_Slacks(C)'
'5413','ilmrt55','Solid_Intense_Black_Feather_Slacks(C)'
'5414','ilmru55','Strength_Intense_Black_Feather_Slacks(C)'
'5415','ilmrv55','Protection_Intense_Black_Feather_Slacks(C)'
'5416','ilmrw55','Vampire_Intense_Black_Feather_Slacks(C)'
'5417','ilmrx55','Guardian_Intense_Black_Feather_Slacks(C)'
'5418','ilmry55','Sharp_Intense_Black_Feather_Slacks(C)'
'5419','ilmrz55','Endurance_Intense_Black_Feather_Slacks(C)'
'5420','ilmrq60','Advance_Strength_Intense_Dark_Fleece_Slacks(C)'
'5421','ilmrr60','Fine_Intense_Dark_Fleece_Slacks(C)'
'5422','ilmrs60','Strong_Intense_Dark_Fleece_Slacks(C)'
'5423','ilmrt60','Solid_Intense_Dark_Fleece_Slacks(C)'
'5424','ilmru60','Strength_Intense_Dark_Fleece_Slacks(C)'
'5425','ilmrv60','Protection_Intense_Dark_Fleece_Slacks(C)'
'5426','ilmrw60','Vampire_Intense_Dark_Fleece_Slacks(C)'
'5427','ilmrx60','Guardian_Intense_Dark_Fleece_Slacks(C)'
'5428','ilmry60','Sharp_Intense_Dark_Fleece_Slacks(C)'
'5429','ilmrz60','Endurance_Intense_Dark_Fleece_Slacks(C)'
'5430','ilmfq55','Advance_Strength_Intense_Black_Baal_Trouser(C)'
'5431','ilmfr55','Fine_Intense_Black_Baal_Trouser(C)'
'5432','ilmfs55','Strong_Intense_Black_Baal_Trouser(C)'
'5433','ilmft55','Solid_Intense_Black_Baal_Trouser(C)'
'5434','ilmfu55','Strength_Intense_Black_Baal_Trouser(C)'
'5435','ilmfv55','Protection_Intense_Black_Baal_Trouser(C)'
'5436','ilmfw55','Vampire_Intense_Black_Baal_Trouser(C)'
'5437','ilmfx55','Guardian_Intense_Black_Baal_Trouser(C)'
'5438','ilmfy55','Sharp_Intense_Black_Baal_Trouser(C)'
'5439','ilmfz55','Endurance_Intense_Black_Baal_Trouser(C)'
'5440','ilmfq60','Advance_Strength_Intense_Dark_Hora_Trouser(C)'
'5441','ilmfr60','Fine_Intense_Dark_Hora_Trouser(C)'
'5442','ilmfs60','Strong_Intense_Dark_Hora_Trouser(C)'
'5443','ilmft60','Solid_Intense_Dark_Hora_Trouser(C)'
'5444','ilmfu60','Strength_Intense_Dark_Hora_Trouser(C)'
'5445','ilmfv60','Protection_Intense_Dark_Hora_Trouser(C)'
'5446','ilmfw60','Vampire_Intense_Dark_Hora_Trouser(C)'
'5447','ilmfx60','Guardian_Intense_Dark_Hora_Trouser(C)'
'5448','ilmfy60','Sharp_Intense_Dark_Hora_Trouser(C)'
'5449','ilmfz60','Endurance_Intense_Dark_Hora_Trouser(C)'
'5450','ilswq55','Advance_Strength_Intense_Black_Rogue_Trouser(C)'
'5451','ilswr55','Fine_Intense_Black_Rogue_Trouser(C)'
'5452','ilsws55','Strong_Intense_Black_Rogue_Trouser(C)'
'5453','ilswt55','Solid_Intense_Black_Rogue_Trouser(C)'
'5454','ilswu55','Strength_Intense_Black_Rogue_Trouser(C)'
'5455','ilswv55','Protection_Intense_Black_Rogue_Trouser(C)'
'5456','ilsww55','Vampire_Intense_Black_Rogue_Trouser(C)'
'5457','ilswx55','Guardian_Intense_Black_Rogue_Trouser(C)'
'5458','ilswy55','Sharp_Intense_Black_Rogue_Trouser(C)'
'5459','ilswz55','Endurance_Intense_Black_Rogue_Trouser(C)'
'5460','ilswq60','Advance_Strength_Intense_Dark_Bone_Trouser(C)'
'5461','ilswr60','Fine_Intense_Dark_Bone_Trouser(C)'
'5462','ilsws60','Strong_Intense_Dark_Bone_Trouser(C)'
'5463','ilswt60','Solid_Intense_Dark_Bone_Trouser(C)'
'5464','ilswu60','Strength_Intense_Dark_Bone_Trouser(C)'
'5465','ilswv60','Protection_Intense_Dark_Bone_Trouser(C)'
'5466','ilsww60','Vampire_Intense_Dark_Bone_Trouser(C)'
'5467','ilswx60','Guardian_Intense_Dark_Bone_Trouser(C)'
'5468','ilswy60','Sharp_Intense_Dark_Bone_Trouser(C)'
'5469','ilswz60','Endurance_Intense_Dark_Bone_Trouser(C)'
'5470','ilsrq55','Advance_Strength_Intense_Black_Velocity_Slacks(C)'
'5471','ilsrr55','Fine_Intense_Black_Velocity_Slacks(C)'
'5472','ilsrs55','Strong_Intense_Black_Velocity_Slacks(C)'
'5473','ilsrt55','Solid_Intense_Black_Velocity_Slacks(C)'
'5474','ilsru55','Strength_Intense_Black_Velocity_Slacks(C)'
'5475','ilsrv55','Protection_Intense_Black_Velocity_Slacks(C)'
'5476','ilsrw55','Vampire_Intense_Black_Velocity_Slacks(C)'
'5477','ilsrx55','Guardian_Intense_Black_Velocity_Slacks(C)'
'5478','ilsry55','Sharp_Intense_Black_Velocity_Slacks(C)'
'5479','ilsrz55','Endurance_Intense_Black_Velocity_Slacks(C)'
'5480','ilsrq60','Advance_Strength_Intense_Dark_Raiment_Slacks(C)'
'5481','ilsrr60','Fine_Intense_Dark_Raiment_Slacks(C)'
'5482','ilsrs60','Strong_Intense_Dark_Raiment_Slacks(C)'
'5483','ilsrt60','Solid_Intense_Dark_Raiment_Slacks(C)'
'5484','ilsru60','Strength_Intense_Dark_Raiment_Slacks(C)'
'5485','ilsrv60','Protection_Intense_Dark_Raiment_Slacks(C)'
'5486','ilsrw60','Vampire_Intense_Dark_Raiment_Slacks(C)'
'5487','ilsrx60','Guardian_Intense_Dark_Raiment_Slacks(C)'
'5488','ilsry60','Sharp_Intense_Dark_Raiment_Slacks(C)'
'5489','ilsrz60','Endurance_Intense_Dark_Raiment_Slacks(C)'
'5490','ilsfq55','Advance_Strength_Intense_Black_Shaman_Trouser(C)'
'5491','ilsfr55','Fine_Intense_Black_Shaman_Trouser(C)'
'5492','ilsfs55','Strong_Intense_Black_Shaman_Trouser(C)'
'5493','ilsft55','Solid_Intense_Black_Shaman_Trouser(C)'
'5494','ilsfu55','Strength_Intense_Black_Shaman_Trouser(C)'
'5495','ilsfv55','Protection_Intense_Black_Shaman_Trouser(C)'
'5496','ilsfw55','Vampire_Intense_Black_Shaman_Trouser(C)'
'5497','ilsfx55','Guardian_Intense_Black_Shaman_Trouser(C)'
'5498','ilsfy55','Sharp_Intense_Black_Shaman_Trouser(C)'
'5499','ilsfz55','Endurance_Intense_Black_Shaman_Trouser(C)'
'5500','ilsfq60','Advance_Strength_Intense_Dark_Dru_Trouser(C)'
'5501','ilsfr60','Fine_Intense_Dark_Dru_Trouser(C)'
'5502','ilsfs60','Strong_Intense_Dark_Dru_Trouser(C)'
'5503','ilsft60','Solid_Intense_Dark_Dru_Trouser(C)'
'5504','ilsfu60','Strength_Intense_Dark_Dru_Trouser(C)'
'5505','ilsfv60','Protection_Intense_Dark_Dru_Trouser(C)'
'5506','ilsfw60','Vampire_Intense_Dark_Dru_Trouser(C)'
'5507','ilsfx60','Guardian_Intense_Dark_Dru_Trouser(C)'
'5508','ilsfy60','Sharp_Intense_Dark_Dru_Trouser(C)'
'5509','ilsfz60','Endurance_Intense_Dark_Dru_Trouser(C)'
'5510','ilgwq55','Advance_Strength_Intense_Black_Alloy_Leg(C)'
'5511','ilgwr55','Fine_Intense_Black_Alloy_Leg(C)'
'5512','ilgws55','Strong_Intense_Black_Alloy_Leg(C)'
'5513','ilgwt55','Solid_Intense_Black_Alloy_Leg(C)'
'5514','ilgwu55','Strength_Intense_Black_Alloy_Leg(C)'
'5515','ilgwv55','Protection_Intense_Black_Alloy_Leg(C)'
'5516','ilgww55','Vampire_Intense_Black_Alloy_Leg(C)'
'5517','ilgwx55','Guardian_Intense_Black_Alloy_Leg(C)'
'5518','ilgwy55','Sharp_Intense_Black_Alloy_Leg(C)'
'5519','ilgwz55','Endurance_Intense_Black_Alloy_Leg(C)'
'5520','ilgwq60','Advance_Strength_Intense_Dark_Beam_Leg(C)'
'5521','ilgwr60','Fine_Intense_Dark_Beam_Leg(C)'
'5522','ilgws60','Strong_Intense_Dark_Beam_Leg(C)'
'5523','ilgwt60','Solid_Intense_Dark_Beam_Leg(C)'
'5524','ilgwu60','Strength_Intense_Dark_Beam_Leg(C)'
'5525','ilgwv60','Protection_Intense_Dark_Beam_Leg(C)'
'5526','ilgww60','Vampire_Intense_Dark_Beam_Leg(C)'
'5527','ilgwx60','Guardian_Intense_Dark_Beam_Leg(C)'
'5528','ilgwy60','Sharp_Intense_Dark_Beam_Leg(C)'
'5529','ilgwz60','Endurance_Intense_Dark_Beam_Leg(C)'
'5530','ilgrq55','Advance_Strength_Intense_Black_Vacuum_Leg(C)'
'5531','ilgrr55','Fine_Intense_Black_Vacuum_Leg(C)'
'5532','ilgrs55','Strong_Intense_Black_Vacuum_Leg(C)'
'5533','ilgrt55','Solid_Intense_Black_Vacuum_Leg(C)'
'5534','ilgru55','Strength_Intense_Black_Vacuum_Leg(C)'
'5535','ilgrv55','Protection_Intense_Black_Vacuum_Leg(C)'
'5536','ilgrw55','Vampire_Intense_Black_Vacuum_Leg(C)'
'5537','ilgrx55','Guardian_Intense_Black_Vacuum_Leg(C)'
'5538','ilgry55','Sharp_Intense_Black_Vacuum_Leg(C)'
'5539','ilgrz55','Endurance_Intense_Black_Vacuum_Leg(C)'
'5540','ilgrq60','Advance_Strength_Intense_Dark_Fur_Leg(C)'
'5541','ilgrr60','Fine_Intense_Dark_Fur_Leg(C)'
'5542','ilgrs60','Strong_Intense_Dark_Fur_Leg(C)'
'5543','ilgrt60','Solid_Intense_Dark_Fur_Leg(C)'
'5544','ilgru60','Strength_Intense_Dark_Fur_Leg(C)'
'5545','ilgrv60','Protection_Intense_Dark_Fur_Leg(C)'
'5546','ilgrw60','Vampire_Intense_Dark_Fur_Leg(C)'
'5547','ilgrx60','Guardian_Intense_Dark_Fur_Leg(C)'
'5548','ilgry60','Sharp_Intense_Dark_Fur_Leg(C)'
'5549','ilgrz60','Endurance_Intense_Dark_Fur_Leg(C)'
'5550','ilgfq55','Advance_Strength_Intense_Black_Launcher_Leg(C)'
'5551','ilgfr55','Fine_Intense_Black_Launcher_Leg(C)'
'5552','ilgfs55','Strong_Intense_Black_Launcher_Leg(C)'
'5553','ilgft55','Solid_Intense_Black_Launcher_Leg(C)'
'5554','ilgfu55','Strength_Intense_Black_Launcher_Leg(C)'
'5555','ilgfv55','Protection_Intense_Black_Launcher_Leg(C)'
'5556','ilgfw55','Vampire_Intense_Black_Launcher_Leg(C)'
'5557','ilgfx55','Guardian_Intense_Black_Launcher_Leg(C)'
'5558','ilgfy55','Sharp_Intense_Black_Launcher_Leg(C)'
'5559','ilgfz55','Endurance_Intense_Black_Launcher_Leg(C)'
'5560','ilgfq60','Advance_Strength_Intense_Dark_EW_Leg(C)'
'5561','ilgfr60','Fine_Intense_Dark_EW_Leg(C)'
'5562','ilgfs60','Strong_Intense_Dark_EW_Leg(C)'
'5563','ilgft60','Solid_Intense_Dark_EW_Leg(C)'
'5564','ilgfu60','Strength_Intense_Dark_EW_Leg(C)'
'5565','ilgfv60','Protection_Intense_Dark_EW_Leg(C)'
'5566','ilgfw60','Vampire_Intense_Dark_EW_Leg(C)'
'5567','ilgfx60','Guardian_Intense_Dark_EW_Leg(C)'
'5568','ilgfy60','Sharp_Intense_Dark_EW_Leg(C)'
'5569','ilgfz60','Endurance_Intense_Dark_EW_Leg(C)'
'5570','ilnwq55','Advance_Strength_Intense_Black_Magnetic_Trouser(C)'
'5571','ilnwr55','Fine_Intense_Black_Magnetic_Trouser(C)'
'5572','ilnws55','Strong_Intense_Black_Magnetic_Trouser(C)'
'5573','ilnwt55','Solid_Intense_Black_Magnetic_Trouser(C)'
'5574','ilnwu55','Strength_Intense_Black_Magnetic_Trouser(C)'
'5575','ilnwv55','Protection_Intense_Black_Magnetic_Trouser(C)'
'5576','ilnww55','Vampire_Intense_Black_Magnetic_Trouser(C)'
'5577','ilnwx55','Guardian_Intense_Black_Magnetic_Trouser(C)'
'5578','ilnwy55','Sharp_Intense_Black_Magnetic_Trouser(C)'
'5579','ilnwz55','Endurance_Intense_Black_Magnetic_Trouser(C)'
'5580','ilnwq60','Advance_Strength_Intense_Dark_Golden_Trouser(C)'
'5581','ilnwr60','Fine_Intense_Dark_Golden_Trouser(C)'
'5582','ilnws60','Strong_Intense_Dark_Golden_Trouser(C)'
'5583','ilnwt60','Solid_Intense_Dark_Golden_Trouser(C)'
'5584','ilnwu60','Strength_Intense_Dark_Golden_Trouser(C)'
'5585','ilnwv60','Protection_Intense_Dark_Golden_Trouser(C)'
'5586','ilnww60','Vampire_Intense_Dark_Golden_Trouser(C)'
'5587','ilnwx60','Guardian_Intense_Dark_Golden_Trouser(C)'
'5588','ilnwy60','Sharp_Intense_Dark_Golden_Trouser(C)'
'5589','ilnwz60','Endurance_Intense_Dark_Golden_Trouser(C)'
'5590','ilnrq55','Advance_Strength_Intense_Black_Feather_Slacks(C)'
'5591','ilnrr55','Fine_Intense_Black_Feather_Slacks(C)'
'5592','ilnrs55','Strong_Intense_Black_Feather_Slacks(C)'
'5593','ilnrt55','Solid_Intense_Black_Feather_Slacks(C)'
'5594','ilnru55','Strength_Intense_Black_Feather_Slacks(C)'
'5595','ilnrv55','Protection_Intense_Black_Feather_Slacks(C)'
'5596','ilnrw55','Vampire_Intense_Black_Feather_Slacks(C)'
'5597','ilnrx55','Guardian_Intense_Black_Feather_Slacks(C)'
'5598','ilnry55','Sharp_Intense_Black_Feather_Slacks(C)'
'5599','ilnrz55','Endurance_Intense_Black_Feather_Slacks(C)'
'5600','ilnrq60','Advance_Strength_Intense_Dark_Fleece_Slacks(C)'
'5601','ilnrr60','Fine_Intense_Dark_Fleece_Slacks(C)'
'5602','ilnrs60','Strong_Intense_Dark_Fleece_Slacks(C)'
'5603','ilnrt60','Solid_Intense_Dark_Fleece_Slacks(C)'
'5604','ilnru60','Strength_Intense_Dark_Fleece_Slacks(C)'
'5605','ilnrv60','Protection_Intense_Dark_Fleece_Slacks(C)'
'5606','ilnrw60','Vampire_Intense_Dark_Fleece_Slacks(C)'
'5607','ilnrx60','Guardian_Intense_Dark_Fleece_Slacks(C)'
'5608','ilnry60','Sharp_Intense_Dark_Fleece_Slacks(C)'
'5609','ilnrz60','Endurance_Intense_Dark_Fleece_Slacks(C)'
'5610','ilnfq55','Advance_Strength_Intense_Black_Baal_Trouser(C)'
'5611','ilnfr55','Fine_Intense_Black_Baal_Trouser(C)'
'5612','ilnfs55','Strong_Intense_Black_Baal_Trouser(C)'
'5613','ilnft55','Solid_Intense_Black_Baal_Trouser(C)'
'5614','ilnfu55','Strength_Intense_Black_Baal_Trouser(C)'
'5615','ilnfv55','Protection_Intense_Black_Baal_Trouser(C)'
'5616','ilnfw55','Vampire_Intense_Black_Baal_Trouser(C)'
'5617','ilnfx55','Guardian_Intense_Black_Baal_Trouser(C)'
'5618','ilnfy55','Sharp_Intense_Black_Baal_Trouser(C)'
'5619','ilnfz55','Endurance_Intense_Black_Baal_Trouser(C)'
'5620','ilnfq60','Advance_Strength_Intense_Dark_Hora_Trouser(C)'
'5621','ilnfr60','Fine_Intense_Dark_Hora_Trouser(C)'
'5622','ilnfs60','Strong_Intense_Dark_Hora_Trouser(C)'
'5623','ilnft60','Solid_Intense_Dark_Hora_Trouser(C)'
'5624','ilnfu60','Strength_Intense_Dark_Hora_Trouser(C)'
'5625','ilnfv60','Protection_Intense_Dark_Hora_Trouser(C)'
'5626','ilnfw60','Vampire_Intense_Dark_Hora_Trouser(C)'
'5627','ilnfx60','Guardian_Intense_Dark_Hora_Trouser(C)'
'5628','ilnfy60','Sharp_Intense_Dark_Hora_Trouser(C)'
'5629','ilnfz60','Endurance_Intense_Dark_Hora_Trouser(C)'
'5630','iltwq55','Advance_Strength_Intense_Black_Rogue_Trouser(C)'
'5631','iltwr55','Fine_Intense_Black_Rogue_Trouser(C)'
'5632','iltws55','Strong_Intense_Black_Rogue_Trouser(C)'
'5633','iltwt55','Solid_Intense_Black_Rogue_Trouser(C)'
'5634','iltwu55','Strength_Intense_Black_Rogue_Trouser(C)'
'5635','iltwv55','Protection_Intense_Black_Rogue_Trouser(C)'
'5636','iltww55','Vampire_Intense_Black_Rogue_Trouser(C)'
'5637','iltwx55','Guardian_Intense_Black_Rogue_Trouser(C)'
'5638','iltwy55','Sharp_Intense_Black_Rogue_Trouser(C)'
'5639','iltwz55','Endurance_Intense_Black_Rogue_Trouser(C)'
'5640','iltwq60','Advance_Strength_Intense_Dark_Bone_Trouser(C)'
'5641','iltwr60','Fine_Intense_Dark_Bone_Trouser(C)'
'5642','iltws60','Strong_Intense_Dark_Bone_Trouser(C)'
'5643','iltwt60','Solid_Intense_Dark_Bone_Trouser(C)'
'5644','iltwu60','Strength_Intense_Dark_Bone_Trouser(C)'
'5645','iltwv60','Protection_Intense_Dark_Bone_Trouser(C)'
'5646','iltww60','Vampire_Intense_Dark_Bone_Trouser(C)'
'5647','iltwx60','Guardian_Intense_Dark_Bone_Trouser(C)'
'5648','iltwy60','Sharp_Intense_Dark_Bone_Trouser(C)'
'5649','iltwz60','Endurance_Intense_Dark_Bone_Trouser(C)'
'5650','iltrq55','Advance_Strength_Intense_Black_Velocity_Slacks(C)'
'5651','iltrr55','Fine_Intense_Black_Velocity_Slacks(C)'
'5652','iltrs55','Strong_Intense_Black_Velocity_Slacks(C)'
'5653','iltrt55','Solid_Intense_Black_Velocity_Slacks(C)'
'5654','iltru55','Strength_Intense_Black_Velocity_Slacks(C)'
'5655','iltrv55','Protection_Intense_Black_Velocity_Slacks(C)'
'5656','iltrw55','Vampire_Intense_Black_Velocity_Slacks(C)'
'5657','iltrx55','Guardian_Intense_Black_Velocity_Slacks(C)'
'5658','iltry55','Sharp_Intense_Black_Velocity_Slacks(C)'
'5659','iltrz55','Endurance_Intense_Black_Velocity_Slacks(C)'
'5660','iltrq60','Advance_Strength_Intense_Dark_Raiment_Slacks(C)'
'5661','iltrr60','Fine_Intense_Dark_Raiment_Slacks(C)'
'5662','iltrs60','Strong_Intense_Dark_Raiment_Slacks(C)'
'5663','iltrt60','Solid_Intense_Dark_Raiment_Slacks(C)'
'5664','iltru60','Strength_Intense_Dark_Raiment_Slacks(C)'
'5665','iltrv60','Protection_Intense_Dark_Raiment_Slacks(C)'
'5666','iltrw60','Vampire_Intense_Dark_Raiment_Slacks(C)'
'5667','iltrx60','Guardian_Intense_Dark_Raiment_Slacks(C)'
