'0','iyyyy01','Cling'
'1365','iycud02','Stable_1~5_Favored_Shield_Upgrader[Normal]'
'1366','iycud03','Stable_2~4_Favored_Shield_Upgrader[Normal]'
'1367','iycud04','Stable_2~5_Favored_Shield_Upgrader[Normal]'
'1368','iycud05','Stable_2~6_Favored_Shield_Upgrader[Normal]'
'1369','iycud06','Stable_3~6_Favored_Shield_Upgrader[Normal]'
'1370','iycud07','Stable_4~5_Favored_Shield_Upgrader[Normal]'
'1371','iycud08','Stable_5~6_Favored_Shield_Upgrader[Normal]'
'1372','iycud09','Stable_3~4_Favored_Shield_Upgrader[Normal]'
'1373','iycud10','Stable_3~5_Favored_Shield_Upgrader[Normal]'
'1374','iycud11','Stable_5~6_Favored_Shield_Upgrader[Normal]'
'1375','iycud12','Stable_3~7_Favored_Shield_Upgrader[Normal]'
'1376','iycud13','Stable_4~7_Favored_Shield_Upgrader[Normal]'
'1377','iycud14','Stable_5~7_Favored_Shield_Upgrader[Normal]'
'1378','iycud15','Stable_6~7_Favored_Shield_Upgrader[Normal]'
'1379','iycud16','Stable_1~4_Favored_Shield_Upgrader[B_Class]'
'1380','iycud17','Stable_1~5_Favored_Shield_Upgrader[B_Class]'
'1381','iycud18','Stable_2~4_Favored_Shield_Upgrader[B_Class]'
'1382','iycud19','Stable_2~5_Favored_Shield_Upgrader[B_Class]'
'1383','iycud20','Stable_2~6_Favored_Shield_Upgrader[B_Class]'
'1384','iycud21','Stable_3~6_Favored_Shield_Upgrader[B_Class]'
'1385','iycud22','Stable_4~5_Favored_Shield_Upgrader[B_Class]'
'1386','iycud23','Stable_5~6_Favored_Shield_Upgrader[B_Class]'
'1387','iycud24','Stable_3~4_Favored_Shield_Upgrader[B_Class]'
'1388','iycud25','Stable_3~5_Favored_Shield_Upgrader[B_Class]'
'1389','iycud26','Stable_5~6_Favored_Shield_Upgrader[B_Class]'
'1390','iycud27','Stable_3~7_Favored_Shield_Upgrader[B_Class]'
'1391','iycud28','Stable_4~7_Favored_Shield_Upgrader[B_Class]'
'1392','iycud29','Stable_5~7_Favored_Shield_Upgrader[B_Class]'
'1393','iycud30','Stable_6~7_Favored_Shield_Upgrader[B_Class]'
'1394','iycud31','Stable_1~4_Favored_Shield_Upgrader[C_Class]'
'1395','iycud32','Stable_1~5_Favored_Shield_Upgrader[C_Class]'
'1396','iycud33','Stable_2~4_Favored_Shield_Upgrader[C_Class]'
'1397','iycud34','Stable_2~5_Favored_Shield_Upgrader[C_Class]'
'1398','iycud35','Stable_2~6_Favored_Shield_Upgrader[C_Class]'
'1399','iycud36','Stable_3~6_Favored_Shield_Upgrader[C_Class]'
'1400','iycud37','Stable_4~5_Favored_Shield_Upgrader[C_Class]'
'1401','iycud38','Stable_5~6_Favored_Shield_Upgrader[C_Class]'
'1402','iycud39','Stable_3~4_Favored_Shield_Upgrader[C_Class]'
'1403','iycud40','Stable_3~5_Favored_Shield_Upgrader[C_Class]'
'1404','iycud41','Stable_5~6_Favored_Shield_Upgrader[C_Class]'
'1405','iycud42','Stable_3~7_Favored_Shield_Upgrader[C_Class]'
'1406','iycud43','Stable_4~7_Favored_Shield_Upgrader[C_Class]'
'1407','iycud44','Stable_5~7_Favored_Shield_Upgrader[C_Class]'
'1408','iycud45','Stable_6~7_Favored_Shield_Upgrader[C_Class]'
'1409','iyses01','Shield_Socket_Extender[C_Class]'
'1410','iyses02','Armor_Socket_Extender[C_Class]'
'1411','iyses03','50Superior_shield_2~4socket_Extender'
'1412','iyses04','50Superior_shield_5~6socket_Extender'
'1413','iyses05','50Superior_shield_7socket_Extender'
'1414','iyses06','53Superior_shield_2~4socket_Extender'
'1415','iyses07','53Superior_shield_5~6socket_Extender'
'1416','iyses08','53Superior_shield_7socket_Extender'
'1417','iyses09','55Superior_shield_2~4socket_Extender'
'1418','iyses10','55Superior_shield_5~6socket_Extender'
'1419','iyses11','55Superior_shield_7socket_Extender'
'1420','iycip01','Red_Chip'
'1421','iycip02','Blue_Chip'
'1422','iycip03','Orange_Chip'
'1423','iycip04','Yellow_Chip'
'1424','iyelf14','MutantWalker`s_skin_sample'
'1425','iyelf15','MutantWalker`s_hair_sample'
'1426','iyelf16','LageClaw`s_blood_sample'
'1427','iyelf17','LageClaw`s_muscle_sample'
'1428','iyelf18','King_mutantWalker`s_in-body_virus_sample'
'1429','iyelf19','King_mutantWalker`s_DNA_Sample'
'1430','iyelf20','MutantPlant`s_trunk_sample'
'1431','iyelf21','MutantPlant`s_Amino_acid_sample'
'1432','iyelf22','aizencracker`s_code_handler'
'1433','iyelf23','aizencracker`s_code_deliver'
'1434','iyelf24','Red_Fanged_lunker`s_Fang_sample'
'1435','iyelf25','Red_Haired_splinter`s_hair_sample'
'1436','iyelf26','fanged_splinter`s_fanged_sample'
'1437','iyelf27','Rake_Draco_King`s_rake_sample'
'1438','iygld01','discount_coupon(1,000won)'
'1439','iygld02','discount_coupon(2,500won)'
'1440','iygld03','washbasin(s)'
'1441','iygld04','separate_garbage_collection_3set'
'1442','iygld05','Trashcan(S)'
'1443','iygld06','Spray'
'1444','iygld07','Wax_2L'
'1445','iygld08','Detergent_Kitchen'
'1446','iygld09','Detergent_washing'
'1447','iygld10','Detergent_Bathroom'
'1448','iygld11','Gold_bar'
'1449','iygld12','Imitation_gold_bar'
'1450','iygco01','Shiny_Luck_Jewel_Coupon'
'1451','iywsu01','Weapon_Socket_Extender_[Dclass]'
'1452','iywsu02','Weapon_Socket_Extender_[Leon]'
'1453','iyrwu01','Stable_Weapon_1~2_Ignorance_Upgrader[Leon]'
'1454','iyrwu02','Stable_Weapon_1~3_Ignorance_Upgrader[Leon]'
'1455','iyrwu03','Stable_Weapon_1~4_Ignorance_Upgrader[Leon]'
'1456','iyrwu04','Stable_Weapon_1~5_Ignorance_Upgrader[Leon]'
'1457','iyrwu05','Stable_Weapon_2~3_Ignorance_Upgrader[Leon]'
'1458','iyrwu06','Stable_Weapon_2~4_Ignorance_Upgrader[Leon]'
'1459','iyrwu07','Stable_Weapon_2~5_Ignorance_Upgrader[Leon]'
'1460','iyrwu08','Stable_Weapon_2~6_Ignorance_Upgrader[Leon]'
'1461','iyrwu09','Stable_Weapon_3~4_Ignorance_Upgrader[Leon]'
'1462','iyrwu10','Stable_Weapon_3~5_Ignorance_Upgrader[Leon]'
'1463','iyrwu11','Stable_Weapon_3~6_Ignorance_Upgrader[Leon]'
'1464','iyrwu12','Stable_Weapon_3~7_Ignorance_Upgrader[Leon]'
'1465','iyrwu13','Stable_Weapon_4~5_Ignorance_Upgrader[Leon]'
'1466','iyrwu14','Stable_Weapon_4~6_Ignorance_Upgrader[Leon]'
'1467','iyrwu15','Stable_Weapon_4~7_Ignorance_Upgrader[Leon]'
'1468','iyrwu16','Stable_Weapon_5~6_Ignorance_Upgrader[Leon]'
'1469','iyrwu17','Stable_Weapon_5~7_Ignorance_Upgrader[Leon]'
'1470','iyrwu18','Stable_Weapon_6~7_Ignorance_Upgrader[Leon]'
'1471','iyaup01','Elemental_Sprits_Appendix_H1~5Level_Upgrader'
'1472','iyaup02','Elemental_Mind_Appendix_H1~5Level_Upgrader'
'1473','iyaup03','Elemental_Tum_Appendix_G1~5Level_Upgrader'
'1474','iyaup04','Elemental_Mind_Earring_H11~5_1Level_Upgrader'
'1475','iyaup05','Elemental_Mind_Earring_H11~5_2Level_Upgrader'
'1476','iyaup06','Elemental_Mind_Earring_H11~5_3Level_Upgrader'
'1477','iyaup07','Elemental_Mind_Earring_H11~5_4Level_Upgrader'
'1478','iyaup08','Elemental_Mind_Earring_H11~5_5Level_Upgrader'
'1479','iyaup09','Elemental_Curse_Earring_H11~5_1Level_Upgrader'
'1480','iyaup10','Elemental_Curse_Earring_H11~5_2Level_Upgrader'
'1481','iyaup11','Elemental_Curse_Earring_H11~5_3Level_Upgrader'
'1482','iyaup12','Elemental_Curse_Earring_H11~5_4Level_Upgrader'
'1483','iyaup13','Elemental_Curse_Earring_H11~5_5Level_Upgrader'
'1484','iyaup14','Elemental_Glow_Earring_H11~5Level_Upgrader'
'1485','iyaup15','Elemental_Den_Earring_H11~5_1Level_Upgrader'
'1486','iyaup16','Elemental_Den_Earring_H11~5_2Level_Upgrader'
'1487','iyaup17','Elemental_Den_Earring_H11~5_3Level_Upgrader'
'1488','iyaup18','Elemental_Den_Earring_H11~5_4Level_Upgrader'
'1489','iyaup19','Elemental_Den_Earring_H11~5_5Level_Upgrader'
'1490','iyaup20','Elemental_Power_Earmuff_H11~5_5Level_Upgrader'
'1491','iyaup21','Elemental_Hue_Earmuff__H11~5_1Level_Upgrader'
'1492','iyaup22','Elemental_Hue_Earmuff__H11~5_2Level_Upgrader'
'1493','iyaup23','Elemental_Hue_Earmuff__H11~5_3Level_Upgrader'
'1494','iyaup24','Elemental_Hue_Earmuff__H11~5_4Level_Upgrader'
'1495','iyaup25','Elemental_Hue_Earmuff__H11~5_5Level_Upgrader'
'1496','iyaup26','Elemental_Pliant_Earmuff__H11~5_1Level_Upgrader'
'1497','iyaup27','Elemental_Pliant_Earmuff__H11~5_2Level_Upgrader'
'1498','iyaup28','Elemental_Pliant_Earmuff__H11~5_3Level_Upgrader'
'1499','iyaup29','Elemental_Pliant_Earmuff__H11~5_4Level_Upgrader'
'1500','iyaup30','Elemental_Pliant_Earmuff__H11~5_5Level_Upgrader'
'1501','iyrup01','Elemental_Sprits_Racelet_H11~5_1Level_Upgrader'
'1502','iyrup02','Elemental_Sprits_Racelet__H11~5_2Level_Upgrader'
'1503','iyrup03','Elemental_Sprits_Racelet__H11~5_3Level_Upgrader'
'1504','iyrup04','Elemental_Sprits_Racelet_H11~5_4Level_Upgrader'
'1505','iyrup05','Elemental_Sprits_Racelet__H11~5_5Level_Upgrader'
'1506','iyrup06','Elemental_Tum_Racelet_H11~5_1Level_Upgrader'
'1507','iyrup07','Elemental_Tum_Racelet__H11~5_2Level_Upgrader'
'1508','iyrup08','Elemental_Tum_Racelet__H11~5_3Level_Upgrader'
'1509','iyrup09','Elemental_Tum_Racelet_H11~5_4Level_Upgrader'
'1510','iyrup10','Elemental_Tum_Racelet__H11~5_5Level_Upgrader'
'1511','iyrup11','Elemental_Mind_Racelet_H11~5_1Level_Upgrader'
'1512','iyrup12','Elemental_Mind_Racelet__H11~5_2Level_Upgrader'
'1513','iyrup13','Elemental_Mind_Racelet__H11~5_3Level_Upgrader'
'1514','iyrup14','Elemental_Mind_Racelet_H11~5_4Level_Upgrader'
'1515','iyrup15','Elemental_Mind_Racelet__H11~5_5Level_Upgrader'
'1516','iyrup16','Elemental_El_Racelet__H11~5Level_Upgrader'
'1517','iyrup17','Elemental_Den_Armlet__G11~5Level_Upgrader'
'1518','iyrup18','Elemental_Curse_Armlet__H11~5Level_Upgrader'
'1519','iyrup19','Elemental_Mild_Armlet__H11~5Level_Upgrader'
'1520','iyrup20','Elemental_Mighty_Bracelet_H11~5_1Level_Upgrader'
'1521','iyrup21','Elemental_Mighty_Bracelet__H11~5_2Level_Upgrader'
'1522','iyrup22','Elemental_Mighty_Bracelet__H11~5_3Level_Upgrader'
'1523','iyrup23','Elemental_Mighty_Bracelet_H11~5_4Level_Upgrader'
'1524','iyrup24','Elemental_Mighty_Bracelet__H11~5_5Level_Upgrader'
'1525','iyrup25','Elemental_Hue_Bracelet_H11~5_1Level_Upgrader'
'1526','iyrup26','Elemental_Hue_Bracelet__H11~5_2Level_Upgrader'
'1527','iyrup27','Elemental_Hue_Bracelet__H11~5_3Level_Upgrader'
'1528','iyrup28','Elemental_Hue_Bracelet_H11~5_4Level_Upgrader'
'1529','iyrup29','Elemental_Hue_Bracelet__H11~5_5Level_Upgrader'
'1530','iyrup30','Elemental_Pliant_Bracelet_H11~5_1Level_Upgrader'
'1531','iyrup31','Elemental_Pliant_Bracelet__H11~5_2Level_Upgrader'
'1532','iyrup32','Elemental_Pliant_Bracelet__H11~5_3Level_Upgrader'
'1533','iyrup33','Elemental_Pliant_Bracelet_H11~5_4Level_Upgrader'
'1534','iyrup34','Elemental_Pliant_Bracelet__H11~5_5Level_Upgrader'
'1535','iyrup35','Elemental_Power_Bracelet__H11~5Level_Upgrader'
'1536','iyeco01','Accessory_A_Set_Coupon_of_Intermediate'
'1537','iyeco02','Accessory_B_Set_Coupon_of_Intermediate'
'1538','iypco01','Battle_Potion_Set_Coupon-A(Bellato)'
'1539','iypco02','Battle_Potion_Set_Coupon-A(Cora)'
'1540','iypco03','Battle_Potion_Set_Coupon-A(Accretia)'
'1541','iypco04','Battle_Potion_Set_Coupon-B(Bellato)'
'1542','iypco05','Battle_Potion_Set_Coupon-B(Cora)'
'1543','iypco06','Battle_Potion_Set_Coupon-B(Accretia)'
'1544','iypco07','Battle_Potion_Set_Coupon-C(Bellato)'
'1545','iypco08','Battle_Potion_Set_Coupon-C(Cora)'
'1546','iypco09','Battle_Potion_Set_Coupon-C(Accretia)'
'1547','iypco10','Hunting_Potion_Set_Coupon-A(Bellato)'
'1548','iypco11','Hunting_Potion_Set_Coupon-A(Cora)'
'1549','iypco12','Hunting_Potion_Set_Coupon-A(Accretia)'
'1550','iypco13','Hunting_Potion_Set_Coupon-B(Bellato)'
'1551','iypco14','Hunting_Potion_Set_Coupon-B(Cora)'
'1552','iypco15','Hunting_Potion_Set_Coupon-B(Accretia)'
'1553','iypco16','Hunting_Potion_Set_Coupon-C(Bellato)'
'1554','iypco17','Hunting_Potion_Set_Coupon-C(Cora)'
'1555','iypco18','Hunting_Potion_Set_Coupon-C(Accretia)'
'1556','iypco19','Attack_Potion_Set_Coupon-A(Bellato)'
'1557','iypco20','Attack_Potion_Set_Coupon-A(Cora)'
'1558','iypco21','Attack_Potion_Set_Coupon-A(Accretia)'
'1559','iypco22','Attack_Potion_Set_Coupon-B(Bellato)'
'1560','iypco23','Attack_Potion_Set_Coupon-B(Cora)'
'1561','iypco24','Attack_Potion_Set_Coupon-B(Accretia)'
'1562','iypco25','Attack_Potion_Set_Coupon-C(Bellato)'
'1563','iypco26','Attack_Potion_Set_Coupon-C(Cora)'
'1564','iypco27','Attack_Potion_Set_Coupon-C(Accretia)'
'1565','iypco28','Attack_Potion_Set_Coupon-D(Bellato)'
'1566','iypco29','Attack_Potion_Set_Coupon-D(Cora)'
'1567','iypco30','Attack_Potion_Set_Coupon-D(Accretia)'
'1568','iypco31','Attack_Potion_Set_Coupon-E(Bellato)'
'1569','iypco32','Attack_Potion_Set_Coupon-E(Cora)'
'1570','iypco33','Attack_Potion_Set_Coupon-E(Accretia)'
'1571','iypco34','Attack_Potion_Set_Coupon-F(Bellato)'
'1572','iypco35','Attack_Potion_Set_Coupon-F(Cora)'
'1573','iypco36','Attack_Potion_Set_Coupon-F(Accretia)'
'1574','iyspu01','Stable_Superior_Armor_1~4_Favor_Upgrader'
'1575','iyspu02','Stable_Superior_Armor_1~5_Favor_Upgrader'
'1576','iyspu03','Stable_Superior_Armor_2~4_Favor_Upgrader'
'1577','iyspu04','Stable_Superior_Armor_2~5_Favor_Upgrader'
'1578','iyspu05','Stable_Superior_Armor_2~6_Favor_Upgrader'
'1579','iyspu06','Stable_Superior_Armor_3~4_Favor_Upgrader'
'1580','iyspu07','Stable_Superior_Armor_3~5_Favor_Upgrader'
'1581','iyspu08','Stable_Superior_Armor_3~6_Favor_Upgrader'
'1582','iyspu09','Stable_Superior_Armor_3~7_Favor_Upgrader'
'1583','iyspu10','Stable_Superior_Armor_4~5_Favor_Upgrader'
'1584','iyspu11','Stable_Superior_Armor_4~6_Favor_Upgrader'
'1585','iyspu12','Stable_Superior_Armor_4~7_Favor_Upgrader'
'1586','iyspu13','Stable_Superior_Armor_5~6_Favor_Upgrader'
'1587','iyspu14','Stable_Superior_Armor_5~7_Favor_Upgrader'
'1588','iyspu15','Stable_Superior_Armor_6~7_Favor_Upgrader'
'1589','iysps01','Superior_Shield_Socket_Extender'
'1590','iyspa01','Superior_Armor_Socket_Extender'
'1591','iyglw01','Gold_Weapon_Coupon_[Bow]'
'1592','iyglw02','Gold_Weapon_Coupon_[Spear]'
'1593','iyglw03','Gold_Weapon_Coupon_[Launcher]'
'1594','iyglw04','Gold_Weapon_Coupon_[Staff]'
'1595','iyglw05','Gold_Weapon_Coupon_[Sword]'
'1596','iyglw06','Gold_Weapon_Coupon_[Gun]'
'1597','iyglw07','5_Ignorance_Gold_Weapon_Coupon_[Bow]'
'1598','iyglw08','5_Ignorance_Gold_Weapon_Coupon_[Spear]'
'1599','iyglw09','5_Ignorance_Gold_Weapon_Coupon_[Launcher]'
'1600','iyglw10','5_Ignorance_Gold_Weapon_Coupon_[Staff]'
'1601','iyglw11','5_Ignorance_Gold_Weapon_Coupon_[Sword]'
'1602','iyglw12','5_Ignorance_Gold_Weapon_Coupon_[Gun]'
'1603','iyglw13','6_Ignorance_Gold_Weapon_Coupon_[Bow]'
'1604','iyglw14','6_Ignorance__Gold_Weapon_Coupon_[Spear]'
'1605','iyglw15','6_Ignorance__Gold_Weapon_Coupon_[Launcher]'
'1606','iyglw16','6_Ignorance__Gold_Weapon_Coupon_[Staff]'
'1607','iyglw17','6_Ignorance__Gold_Weapon_Coupon_[Sword]'
'1608','iyglw18','6_Ignorance__Gold_Weapon_Coupon_[Gun]'
'1609','iyglw19','7_Ignorance_Gold_Weapon_Coupon_[Bow]'
'1610','iyglw20','7_Ignorance__Gold_Weapon_Coupon_[Spear]'
'1611','iyglw21','7_Ignorance__Gold_Weapon_Coupon_[Launcher]'
'1612','iyglw22','7_Ignorance__Gold_Weapon_Coupon_[Staff]'
'1613','iyglw23','7_Ignorance__Gold_Weapon_Coupon_[Sword]'
'1614','iyglw24','7_Ignorance__Gold_Weapon_Coupon_[Gun]'
'1615','iyglb01','Gold_Armor_Coupon_[Proximity_Helmet](Bellato)'
'1616','iyglb02','Gold_Armor_Coupon_[Long_Range_Helmet](Bellato)'
'1617','iyglb03','Gold_Armor_Coupon_[Force_Helmet](Bellato)'
'1618','iyglc01','Gold_Armor_Coupon_[Proximity_Helmet](Cora)'
'1619','iyglc02','Gold_Armor_Coupon_[Long_Range_Helmet](Cora)'
'1620','iyglc03','Gold_Armor_Coupon_[Force_Helmet](Cora)'
'1621','iygla01','Gold_Armor_Coupon_[Proximity_Helmet](Accretia)'
'1622','iygla02','Gold_Armor_Coupon_[Long_Range_Helmet](Accretia)'
'1623','iygla03','Gold_Armor_Coupon_[Launcher_Helmet](Accretia)'
'1624','iyglb04','Gold_Armor_Coupon_[Proximity_UpperGarment](Bellato)'
'1625','iyglb05','Gold_Armor_Coupon_[Long_Range_UpperGarment](Bellato)'
'1626','iyglb06','Gold_Armor_Coupon_[Force_UpperGarment](Bellato)'
'1627','iyglc04','Gold_Armor_Coupon_[Proximity_UpperGarment](Cora)'
'1628','iyglc05','Gold_Armor_Coupon_[Long_Range_UpperGarment](Cora)'
'1629','iyglc06','Gold_Armor_Coupon_[Force_UpperGarment](Cora)'
'1630','iygla04','Gold_Armor_Coupon_[Proximity_UpperGarment](Accretia)'
'1631','iygla05','Gold_Armor_Coupon_[Long_Range_UpperGarment](Accretia)'
'1632','iygla06','Gold_Armor_Coupon_[Launcer_UpperGarment](Accretia)'
'1633','iyglb07','Gold_Armor_Coupon_[Proximity_Pants](Bellato)'
'1634','iyglb08','Gold_Armor_Coupon_[Long_Range_Pants](Bellato)'
'1635','iyglb09','Gold_Armor_Coupon_[Force_Pants](Bellato)'
'1636','iyglc07','Gold_Armor_Coupon_[Proximity_Pants](Cora)'
'1637','iyglc08','Gold_Armor_Coupon_[Long_Range_Pants](Cora)'
'1638','iyglc09','Gold_Armor_Coupon_[Force_Pants](Cora)'
'1639','iygla07','Gold_Armor_Coupon_[Proximity_Pants](Accretia)'
'1640','iygla08','Gold_Armor_Coupon_[Long_Range_Pants](Accretia)'
'1641','iygla09','Gold_Armor_Coupon_[Launcher_Pants](Accretia)'
'1642','iyglb10','Gold_Armor_Coupon_[Proximity_Gloves](Bellato)'
'1643','iyglb11','Gold_Armor_Coupon_[Long_Range_Gloves](Bellato)'
'1644','iyglb12','Gold_Armor_Coupon_[Force_Gloves](Bellato)'
'1645','iyglc10','Gold_Armor_Coupon_[Proximity_Gloves](Cora)'
'1646','iyglc11','Gold_Armor_Coupon_[Long_Range_Gloves](Cora)'
'1647','iyglc12','Gold_Armor_Coupon_[Force_Gloves](Cora)'
'1648','iygla10','Gold_Armor_Coupon_[Proximity_Gloves](Accretia)'
'1649','iygla11','Gold_Armor_Coupon_[Long_Range_Gloves](Accretia)'
'1650','iygla12','Gold_Armor_Coupon_[Launcher_Gloves](Accretia)'
'1651','iyglb13','Gold_Armor_Coupon_[Proximity_Shoes](Bellato)'
'1652','iyglb14','Gold_Armor_Coupon_[Long_Range_Shoes](Bellato)'
'1653','iyglb15','Gold_Armor_Coupon_[Force_Shoes](Bellato)'
'1654','iyglc13','Gold_Armor_Coupon_[Proximity_Shoes](Cora)'
'1655','iyglc14','Gold_Armor_Coupon_[Long_Range_Shoes](Cora)'
'1656','iyglc15','Gold_Armor_Coupon_[Force_Shoes](Cora)'
'1657','iygla13','Gold_Armor_Coupon_[Proximity_Shoes](Accretia)'
'1658','iygla14','Gold_Armor_Coupon_[Long_Range_Shoes](Accretia)'
'1659','iygla15','Gold_Armor_Coupon_[Launcher_Shoes](Accretia)'
'1660','iyglb16','5Favor_Gold_Armor_Coupon_[Proximity_Helmet](Bellato)'
'1661','iyglb17','5Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Bellato)'
'1662','iyglb18','5Favor_Gold_Armor_Coupon_[Force_Helmet](Bellato)'
'1663','iyglc16','5Favor_Gold_Armor_Coupon_[Proximity_Helmet](Cora)'
'1664','iyglc17','5Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Cora)'
'1665','iyglc18','5Favor_Gold_Armor_Coupon_[Force_Helmet](Cora)'
'1666','iygla16','5Favor_Gold_Armor_Coupon_[Proximity_Helmet](Accretia)'
'1667','iygla17','5Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Accretia)'
'1668','iygla18','5Favor_Gold_Armor_Coupon_[Launcher_Helmet](Accretia)'
'1669','iyglb19','5Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Bellato)'
'1670','iyglb20','5Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Bellato)'
'1671','iyglb21','5Favor_Gold_Armor_Coupon_[Force_UpperGarment](Bellato)'
'1672','iyglc19','5Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Cora)'
'1673','iyglc20','5Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Cora)'
'1674','iyglc21','5Favor_Gold_Armor_Coupon_[Force_UpperGarment](Cora)'
'1675','iygla19','5Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Accretia)'
'1676','iygla20','5Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Accretia)'
'1677','iygla21','5Favor_Gold_Armor_Coupon_[Launcer_UpperGarment](Accretia)'
'1678','iyglb22','5Favor_Gold_Armor_Coupon_[Proximity_Pants](Bellato)'
'1679','iyglb23','5Favor_Gold_Armor_Coupon_[Long_Range_Pants](Bellato)'
'1680','iyglb24','5Favor_Gold_Armor_Coupon_[Force_Pants](Bellato)'
'1681','iyglc22','5Favor_Gold_Armor_Coupon_[Proximity_Pants](Cora)'
'1682','iyglc23','5Favor_Gold_Armor_Coupon_[Long_Range_Pants](Cora)'
'1683','iyglc24','5Favor_Gold_Armor_Coupon_[Force_Pants](Cora)'
'1684','iygla22','5Favor_Gold_Armor_Coupon_[Proximity_Pants](Accretia)'
'1685','iygla23','5Favor_Gold_Armor_Coupon_[Long_Range_Pants](Accretia)'
'1686','iygla24','5Favor_Gold_Armor_Coupon_[Launcher_Pants](Accretia)'
'1687','iyglb25','5Favor_Gold_Armor_Coupon_[Proximity_Gloves](Bellato)'
'1688','iyglb26','5Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Bellato)'
'1689','iyglb27','5Favor_Gold_Armor_Coupon_[Force_Gloves](Bellato)'
'1690','iyglc25','5Favor_Gold_Armor_Coupon_[Proximity_Gloves](Cora)'
'1691','iyglc26','5Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Cora)'
'1692','iyglc27','5Favor_Gold_Armor_Coupon_[Force_Gloves](Cora)'
'1693','iygla25','5Favor_Gold_Armor_Coupon_[Proximity_Gloves](Accretia)'
'1694','iygla26','5Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Accretia)'
'1695','iygla27','5Favor_Gold_Armor_Coupon_[Launcher_Gloves](Accretia)'
'1696','iyglb28','5Favor_Gold_Armor_Coupon_[Proximity_Shoes](Bellato)'
'1697','iyglb29','5Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Bellato)'
'1698','iyglb30','5Favor_Gold_Armor_Coupon_[Force_Shoes](Bellato)'
'1699','iyglc28','5Favor_Gold_Armor_Coupon_[Proximity_Shoes](Cora)'
'1700','iyglc29','5Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Cora)'
'1701','iyglc30','5Favor_Gold_Armor_Coupon_[Force_Shoes](Cora)'
'1702','iygla28','5Favor_Gold_Armor_Coupon_[Proximity_Shoes](Accretia)'
'1703','iygla29','5Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Accretia)'
'1704','iygla30','5Favor_Gold_Armor_Coupon_[Launcher_Shoes](Accretia)'
'1705','iyglb31','6Favor_Gold_Armor_Coupon_[Proximity_Helmet](Bellato)'
'1706','iyglb32','6Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Bellato)'
'1707','iyglb33','6Favor_Gold_Armor_Coupon_[Force_Helmet](Bellato)'
'1708','iyglc31','6Favor_Gold_Armor_Coupon_[Proximity_Helmet](Cora)'
'1709','iyglc32','6Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Cora)'
'1710','iyglc33','6Favor_Gold_Armor_Coupon_[Force_Helmet](Cora)'
'1711','iygla31','6Favor_Gold_Armor_Coupon_[Proximity_Helmet](Accretia)'
'1712','iygla32','6Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Accretia)'
'1713','iygla33','6Favor_Gold_Armor_Coupon_[Launcher_Helmet](Accretia)'
'1714','iyglb34','6Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Bellato)'
'1715','iyglb35','6Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Bellato)'
'1716','iyglb36','6Favor_Gold_Armor_Coupon_[Force_UpperGarment](Bellato)'
'1717','iyglc34','6Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Cora)'
'1718','iyglc35','6Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Cora)'
'1719','iyglc36','6Favor_Gold_Armor_Coupon_[Force_UpperGarment](Cora)'
'1720','iygla34','6Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Accretia)'
'1721','iygla35','6Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Accretia)'
'1722','iygla36','6Favor_Gold_Armor_Coupon_[Launcer_UpperGarment](Accretia)'
'1723','iyglb37','6Favor_Gold_Armor_Coupon_[Proximity_Pants](Bellato)'
'1724','iyglb38','6Favor_Gold_Armor_Coupon_[Long_Range_Pants](Bellato)'
'1725','iyglb39','6Favor_Gold_Armor_Coupon_[Force_Pants](Bellato)'
'1726','iyglc37','6Favor_Gold_Armor_Coupon_[Proximity_Pants](Cora)'
'1727','iyglc38','6Favor_Gold_Armor_Coupon_[Long_Range_Pants](Cora)'
'1728','iyglc39','6Favor_Gold_Armor_Coupon_[Force_Pants](Cora)'
'1729','iygla37','6Favor_Gold_Armor_Coupon_[Proximity_Pants](Accretia)'
'1730','iygla38','6Favor_Gold_Armor_Coupon_[Long_Range_Pants](Accretia)'
